"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia JAUJA (000)",69224,11327,12066,11477,10650,8438,15266
"Conviviente (001)",15156,150,2530,5530,4077,1830,1039
"Separado(a) (002)",2282,11,213,426,544,506,582
"Casado(a) (003)",19591,17,265,1875,4281,4623,8530
"Viudo(a) (004)",4476,2,9,62,233,451,3719
"Divorciado(a) (005)",228,,3,5,36,48,136
"Soltero(a) (006)",27491,11147,9046,3579,1479,980,1260
"Hombres (008)",32688,5806,5986,5322,4756,3845,6973
"Conviviente (009)",7192,70,912,2588,2014,1016,592
"Separado(a) (010)",498,2,19,71,102,119,185
"Casado(a) (011)",9503,6,86,725,1872,2167,4647
"Viudo(a) (012)",1061,2,,14,44,69,932
"Divorciado(a) (013)",102,,,1,16,23,62
"Soltero(a) (014)",14332,5726,4969,1923,708,451,555
"Mujeres (016)",36536,5521,6080,6155,5894,4593,8293
"Conviviente (017)",7964,80,1618,2942,2063,814,447
"Separado(a) (018)",1784,9,194,355,442,387,397
"Casado(a) (019)",10088,11,179,1150,2409,2456,3883
"Viudo(a) (020)",3415,,9,48,189,382,2787
"Divorciado(a) (021)",126,,3,4,20,25,74
"Soltero(a) (022)",13159,5421,4077,1656,771,529,705
,,,,,,,
"URBANA (024)",49030,7734,8590,8256,7566,5975,10909
"Conviviente (025)",10387,93,1660,3798,2853,1260,723
"Separado(a) (026)",1687,6,132,312,419,396,422
"Casado(a) (027)",13766,12,164,1267,2956,3235,6132
"Viudo(a) (028)",3091,1,7,42,155,302,2584
"Divorciado(a) (029)",175,,2,5,25,35,108
"Soltero(a) (030)",19924,7622,6625,2832,1158,747,940
"Hombres (032)",22967,3908,4285,3762,3334,2699,4979
"Conviviente (033)",4887,47,598,1713,1414,700,415
"Separado(a) (034)",391,2,16,52,84,101,136
"Casado(a) (035)",6625,3,56,475,1263,1489,3339
"Viudo(a) (036)",717,1,,8,27,42,639
"Divorciado(a) (037)",71,,,1,8,15,47
"Soltero(a) (038)",10276,3855,3615,1513,538,352,403
"Mujeres (040)",26063,3826,4305,4494,4232,3276,5930
"Conviviente (041)",5500,46,1062,2085,1439,560,308
"Separado(a) (042)",1296,4,116,260,335,295,286
"Casado(a) (043)",7141,9,108,792,1693,1746,2793
"Viudo(a) (044)",2374,,7,34,128,260,1945
"Divorciado(a) (045)",104,,2,4,17,20,61
"Soltero(a) (046)",9648,3767,3010,1319,620,395,537
,,,,,,,
"RURAL (048)",20194,3593,3476,3221,3084,2463,4357
"Conviviente (049)",4769,57,870,1732,1224,570,316
"Separado(a) (050)",595,5,81,114,125,110,160
"Casado(a) (051)",5825,5,101,608,1325,1388,2398
"Viudo(a) (052)",1385,1,2,20,78,149,1135
"Divorciado(a) (053)",53,,1,,11,13,28
"Soltero(a) (054)",7567,3525,2421,747,321,233,320
"Hombres (056)",9721,1898,1701,1560,1422,1146,1994
"Conviviente (057)",2305,23,314,875,600,316,177
"Separado(a) (058)",107,,3,19,18,18,49
"Casado(a) (059)",2878,3,30,250,609,678,1308
"Viudo(a) (060)",344,1,,6,17,27,293
"Divorciado(a) (061)",31,,,,8,8,15
"Soltero(a) (062)",4056,1871,1354,410,170,99,152
"Mujeres (064)",10473,1695,1775,1661,1662,1317,2363
"Conviviente (065)",2464,34,556,857,624,254,139
"Separado(a) (066)",488,5,78,95,107,92,111
"Casado(a) (067)",2947,2,71,358,716,710,1090
"Viudo(a) (068)",1041,,2,14,61,122,842
"Divorciado(a) (069)",22,,1,,3,5,13
"Soltero(a) (070)",3511,1654,1067,337,151,134,168
