"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SAN MARTIN (000)",66729,1499,22953,24089,15602,2586
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",156,,12,83,57,4
"Profes., científicos e intelectuales (002)",5960,,1263,3043,1599,55
"Técnicos de nivel medio y trab. asimilados (003)",3826,2,1511,1441,806,66
"Jefes y empleados de oficina (004)",3703,,1583,1347,751,22
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",10737,153,3646,3977,2568,393
"Agricult. trabaj. calif.agrop. y pesqueros (006)",10850,98,2605,3503,3508,1136
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",4758,68,1724,1711,1109,146
"Obreros construc., conf., papel, fab., instr. (008)",8056,27,2898,3272,1741,118
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",16198,1128,6810,4768,2947,545
"Otra (010)",572,,146,323,103,
"Ocupación no especificada (011)",1913,23,755,621,413,101
"Hombres (012)",43908,971,14959,15443,10668,1867
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",116,,3,65,44,4
"Profes., científicos e intelectuales (014)",3265,,637,1549,1035,44
"Técnicos de nivel medio y trab. asimilados (015)",2403,1,918,911,527,46
"Jefes y empleados de oficina (016)",1785,,638,684,443,20
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",4708,79,1689,1595,1143,202
"Agricult. trabaj. calif.agrop. y pesqueros (018)",9711,82,2283,3205,3141,1000
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",3841,62,1506,1321,839,113
"Obreros construc., conf., papel, fab., instr. (020)",7863,23,2825,3197,1703,115
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",8696,710,3934,2286,1480,286
"Otra (022)",556,,135,318,103,
"Ocupación no especificada (023)",964,14,391,312,210,37
"Mujeres (024)",22821,528,7994,8646,4934,719
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",40,,9,18,13,
"Profes., científicos e intelectuales (026)",2695,,626,1494,564,11
"Técnicos de nivel medio y trab. asimilados (027)",1423,1,593,530,279,20
"Jefes y empleados de oficina (028)",1918,,945,663,308,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",6029,74,1957,2382,1425,191
"Agricult. trabaj. calif.agrop. y pesqueros (030)",1139,16,322,298,367,136
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",917,6,218,390,270,33
