"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 15 a 19 años (022)",1,1,,1,,,,,,,,1
"De 20 a 24 años (023)",8,8,,4,4,,,,,,,12
"De 25 a 29 años (024)",13,12,,6,3,2,1,,,,1,22
"De 30 a 34 años (025)",10,10,,1,4,2,3,,,,,30
"De 35 a 39 años (026)",4,4,,1,,,3,,,,,15
"Primaria (030)",10796,10461,29,1161,1592,1712,3042,1875,812,238,335,44423
"De 12 a 14 años (031)",17,8,,7,1,,,,,,9,9
"De 15 a 19 años (032)",130,119,1,101,13,2,2,,,,11,141
"De 20 a 24 años (033)",587,517,2,255,196,52,12,,,,70,854
"De 25 a 29 años (034)",912,847,4,202,321,219,92,7,2,,65,1948
"De 30 a 34 años (035)",1074,1031,2,122,277,304,284,33,7,2,43,3097
"De 35 a 39 años (036)",1488,1447,2,106,246,358,552,153,23,7,41,5333
"De 40 a 44 años (037)",1420,1390,2,69,137,235,585,271,79,12,30,6176
"De 45 a 49 años (038)",1314,1304,1,68,115,149,467,343,127,34,10,6482
"De 50 y más años (039)",3854,3798,15,231,286,393,1048,1068,574,183,56,20383
"Secundaria (040)",12732,11752,56,3223,3100,2239,2223,717,164,30,980,32079
"De 12 a 14 años (041)",37,19,1,13,5,,,,,,18,23
"De 15 a 19 años (042)",587,500,9,436,49,4,2,,,,87,554
"De 20 a 24 años (043)",2318,1923,13,1291,526,78,12,3,,,395,2647
"De 25 a 29 años (044)",2396,2141,10,717,939,361,103,11,,,255,4177
"De 30 a 34 años (045)",1946,1860,9,308,684,519,317,21,2,,86,4717
"De 35 a 39 años (046)",1831,1774,6,163,452,534,519,89,11,,57,5549
"De 40 a 44 años (047)",1434,1400,3,119,217,339,531,157,32,2,34,5201
"De 45 a 49 años (048)",1021,1004,3,71,114,213,376,176,44,7,17,4158
"De 50 y más años (049)",1162,1131,2,105,114,191,363,260,75,21,31,5053
"Sup. no Univ. incompleta (050)",1487,1218,9,513,350,166,134,33,8,5,269,2612
"De 15 a 19 años (052)",34,27,2,20,3,1,1,,,,7,33
"De 20 a 24 años (053)",405,253,3,212,31,4,2,1,,,152,301
"De 25 a 29 años (054)",336,266,2,148,90,21,5,,,,70,412
"De 30 a 34 años (055)",264,246,,71,109,46,20,,,,18,513
"De 35 a 39 años (056)",196,183,,31,63,43,44,2,,,13,488
"De 40 a 44 años (057)",111,106,2,14,29,31,24,5,1,,5,306
"De 45 a 49 años (058)",65,62,,8,11,16,13,12,2,,3,227
"De 50 y más años (059)",76,75,,9,14,4,25,13,5,5,1,332
"Sup. no Univ. completa (060)",1985,1676,12,712,507,253,143,39,9,1,309,3430
"De 20 a 24 años (063)",262,153,2,133,13,1,2,2,,,109,184
"De 25 a 29 años (064)",517,400,2,264,107,24,3,,,,117,562
"De 30 a 34 años (065)",416,373,2,172,142,50,6,1,,,43,637
"De 35 a 39 años (066)",339,314,3,80,132,65,28,5,1,,25,697
"De 40 a 44 años (067)",209,204,1,33,65,60,40,5,,,5,542
"De 45 a 49 años (068)",112,109,,11,30,30,31,5,2,,3,339
"De 50 y más años (069)",130,123,2,19,18,23,33,21,6,1,7,469
"Sup. Univ. incompleta (070)",1695,1283,10,477,404,212,146,23,9,2,412,2800
"De 15 a 19 años (072)",31,21,,16,3,,2,,,,10,30
"De 20 a 24 años (073)",492,223,4,185,30,3,1,,,,269,258
"De 25 a 29 años (074)",355,264,3,148,92,17,4,,,,91,401
"De 30 a 34 años (075)",245,220,1,52,103,48,15,1,,,25,472
"De 35 a 39 años (076)",247,238,1,36,99,66,35,1,,,9,588
"De 40 a 44 años (077)",139,137,1,13,34,42,41,3,2,1,2,432
"De 45 a 49 años (078)",79,77,,9,22,17,21,6,2,,2,252
"De 50 y más años (079)",107,103,,18,21,19,27,12,5,1,4,367
"Sup. Univ. completa (080)",4201,3425,19,1379,1075,527,355,55,11,4,776,7109
"De 20 a 24 años (083)",344,136,1,118,12,2,2,1,,,208,162
"De 25 a 29 años (084)",969,633,4,449,146,30,3,1,,,336,850
"De 30 a 34 años (085)",892,757,2,399,284,48,22,,,2,135,1226
"De 35 a 39 años (086)",714,669,3,205,253,159,45,4,,,45,1403
"De 40 a 44 años (087)",559,533,5,100,195,145,78,7,2,1,26,1318
"De 45 a 49 años (088)",367,356,2,58,110,75,100,9,2,,11,1007
"De 50 y más años (089)",356,341,2,50,75,68,105,33,7,1,15,1143
,,,,,,,,,,,,
"URBANA (100)",29150,26658,114,6386,5992,4352,5475,2868,1154,317,2492,87001
"De 12 a 14 años (101)",43,24,,18,6,,,,,,19,30
"De 15 a 19 años (102)",576,493,10,411,58,7,7,,,,83,576
"De 20 a 24 años (103)",3388,2447,21,1749,559,87,25,6,,,941,3274
"De 25 a 29 años (104)",4378,3627,17,1658,1326,469,143,12,2,,751,6410
"De 30 a 34 años (105)",4031,3742,15,1001,1385,794,498,36,8,5,289,8619
"De 35 a 39 años (106)",3976,3822,12,541,1078,1003,958,197,30,3,154,11380
"De 40 a 44 años (107)",3286,3203,14,304,597,747,1080,356,90,15,83,11647
"De 45 a 49 años (108)",2595,2553,6,203,361,434,874,490,148,37,42,10876
"De 50 y más años (109)",6877,6747,19,501,622,811,1890,1771,876,257,130,34189
"Sin nivel (110)",2789,2717,4,205,262,295,693,742,404,112,72,14080
"De 12 a 14 años (111)",1,1,,1,,,,,,,,1
"De 15 a 19 años (112)",11,9,,6,2,,1,,,,2,14
"De 20 a 24 años (113)",47,41,,23,13,3,1,1,,,6,69
"De 25 a 29 años (114)",47,40,,6,15,11,8,,,,7,103
"De 30 a 34 años (115)",82,77,,12,19,18,22,5,,1,5,238
"De 35 a 39 años (116)",95,89,,9,19,10,30,16,5,,6,351
"De 40 a 44 años (117)",147,141,,6,14,19,55,32,14,1,6,657
"De 45 a 49 años (118)",187,184,,9,17,15,51,59,27,6,3,994
"De 50 y más años (119)",2172,2135,4,133,163,219,525,629,358,104,37,11653
"Educacion Inicial (120)",23,22,,4,11,3,4,,,,1,54
"De 12 a 14 años (121)",1,1,,,1,,,,,,,2
"De 20 a 24 años (123)",3,3,,,3,,,,,,,6
"De 25 a 29 años (124)",8,7,,2,3,2,,,,,1,14
"De 30 a 34 años (125)",7,7,,1,4,1,1,,,,,17
"De 35 a 39 años (126)",4,4,,1,,,3,,,,,15
"Primaria (130)",7345,7171,21,715,1013,1135,2167,1379,578,163,174,31268
"De 12 a 14 años (131)",11,6,,6,,,,,,,5,6
"De 15 a 19 años (132)",68,63,1,52,7,2,1,,,,5,76
"De 20 a 24 años (133)",299,271,2,135,103,25,6,,,,28,443
"De 25 a 29 años (134)",494,464,2,119,173,118,47,3,2,,30,1051
"De 30 a 34 años (135)",669,649,2,76,187,185,173,18,6,2,20,1933
"De 35 a 39 años (136)",959,936,2,59,160,228,367,100,17,3,23,3490
"De 40 a 44 años (137)",940,924,2,43,80,168,393,182,46,10,16,4107
"De 45 a 49 años (138)",910,903,1,45,72,99,334,250,78,24,7,4506
"De 50 y más años (139)",2995,2955,9,180,231,310,846,826,429,124,40,15656
"Secundaria (140)",10130,9466,44,2526,2452,1810,1861,604,139,30,664,26306
"De 12 a 14 años (141)",30,16,,11,5,,,,,,14,21
"De 15 a 19 años (142)",437,377,7,321,43,4,2,,,,60,427
"De 20 a 24 años (143)",1688,1427,10,988,366,50,11,2,,,261,1930
"De 25 a 29 años (144)",1805,1642,6,572,725,257,74,8,,,163,3154
"De 30 a 34 años (145)",1540,1478,8,244,562,409,241,12,2,,62,3706
"De 35 a 39 años (146)",1473,1435,5,131,366,443,413,70,7,,38,4458
"De 40 a 44 años (147)",1207,1182,3,100,183,290,456,123,25,2,25,4356
"De 45 a 49 años (148)",893,878,3,64,101,185,331,151,36,7,15,3619
"De 50 y más años (149)",1057,1031,2,95,101,172,333,238,69,21,26,4635
"Sup. no Univ. incompleta (150)",1355,1132,8,470,332,154,124,32,7,5,223,2440
"De 15 a 19 años (152)",31,24,2,17,3,1,1,,,,7,30
"De 20 a 24 años (153)",355,230,2,194,27,4,2,1,,,125,275
"De 25 a 29 años (154)",301,245,2,136,85,17,5,,,,56,378
"De 30 a 34 años (155)",243,229,,65,104,42,18,,,,14,477
"De 35 a 39 años (156)",188,175,,29,61,41,42,2,,,13,468
"De 40 a 44 años (157)",105,100,2,12,28,31,21,5,1,,5,290
"De 45 a 49 años (158)",57,55,,8,10,14,11,11,1,,2,195
"De 50 y más años (159)",75,74,,9,14,4,24,13,5,5,1,327
"Sup. no Univ. completa (160)",1870,1595,10,676,485,243,139,34,7,1,275,3253
"De 20 a 24 años (163)",238,142,2,126,10,1,2,1,,,96,164
"De 25 a 29 años (164)",475,373,2,248,99,21,3,,,,102,521
"De 30 a 34 años (165)",398,360,2,166,137,49,6,,,,38,612
"De 35 a 39 años (166)",322,298,1,77,127,62,26,4,1,,24,660
"De 40 a 44 años (167)",204,199,1,31,65,58,39,5,,,5,529
"De 45 a 49 años (168)",109,106,,11,29,30,30,4,2,,3,326
"De 50 y más años (169)",124,117,2,17,18,22,33,20,4,1,7,441
"Sup. Univ. incompleta (170)",1577,1214,9,447,385,198,142,23,8,2,363,2663
"De 15 a 19 años (172)",29,20,,15,3,,2,,,,9,29
"De 20 a 24 años (173)",438,204,4,170,26,3,1,,,,234,235
"De 25 a 29 años (174)",330,249,2,139,88,16,4,,,,81,381
"De 30 a 34 años (175)",229,206,1,50,96,43,15,1,,,23,441
"De 35 a 39 años (176)",236,228,1,35,96,62,33,1,,,8,559
"De 40 a 44 años (177)",133,131,1,12,33,39,40,3,2,1,2,416
"De 45 a 49 años (178)",77,75,,8,22,17,20,6,2,,2,247
"De 50 y más años (179)",105,101,,18,21,18,27,12,4,1,4,355
"Sup. Univ. completa (180)",4061,3341,18,1343,1052,514,345,54,11,4,720,6937
"De 20 a 24 años (183)",320,129,1,113,11,1,2,1,,,191,152
"De 25 a 29 años (184)",918,607,3,436,138,27,2,1,,,311,808
"De 30 a 34 años (185)",863,736,2,387,276,47,22,,,2,127,1195
"De 35 a 39 años (186)",699,657,3,200,249,157,44,4,,,42,1379
"De 40 a 44 años (187)",550,526,5,100,194,142,76,6,2,1,24,1292
"De 45 a 49 años (188)",362,352,2,58,110,74,97,9,2,,10,989
"De 50 y más años (189)",349,334,2,49,74,66,102,33,7,1,15,1122
,,,,,,,,,,,,
"RURAL (200)",8233,7537,35,1426,1472,1254,1690,974,517,169,696,28029
"De 12 a 14 años (201)",13,5,1,3,1,,,,,,8,5
"De 15 a 19 años (202)",224,190,2,172,15,,1,,,,34,206
"De 20 a 24 años (203)",1103,834,4,481,278,60,8,3,,,269,1269
"De 25 a 29 años (204)",1231,1034,8,296,404,226,91,8,1,,197,2220
"De 30 a 34 años (205)",960,890,1,143,255,257,202,31,1,,70,2491
"De 35 a 39 años (206)",1039,995,4,100,203,256,324,86,17,5,44,3427
"De 40 a 44 años (207)",849,821,2,55,103,141,310,155,49,6,28,3545
"De 45 a 49 años (208)",686,678,,39,67,97,228,152,79,16,8,3299
"De 50 y más años (209)",2128,2090,13,137,146,217,526,539,370,142,38,11567
"Sin nivel (210)",1661,1627,10,129,162,198,422,358,254,94,34,8415
"De 15 a 19 años (212)",6,6,,3,3,,,,,,,9
"De 20 a 24 años (213)",28,27,,9,12,4,1,1,,,1,56
"De 25 a 29 años (214)",64,58,,14,17,10,15,1,1,,6,155
"De 30 a 34 años (215)",62,58,,7,18,16,11,6,,,4,180
"De 35 a 39 años (216)",101,99,1,10,17,24,26,13,7,1,2,383
"De 40 a 44 años (217)",116,113,2,5,9,17,36,31,9,4,3,560
"De 45 a 49 años (218)",136,135,,8,9,16,43,32,21,6,1,716
"De 50 y más años (219)",1148,1131,7,73,77,111,290,274,216,83,17,6356
"Educacion Inicial (220)",14,14,,9,1,1,3,,,,,28
"De 15 a 19 años (222)",1,1,,1,,,,,,,,1
"De 20 a 24 años (223)",5,5,,4,1,,,,,,,6
"De 25 a 29 años (224)",5,5,,4,,,1,,,,,8
"De 30 a 34 años (225)",3,3,,,,1,2,,,,,13
"Primaria (230)",3451,3290,8,446,579,577,875,496,234,75,161,13155
"De 12 a 14 años (231)",6,2,,1,1,,,,,,4,3
"De 15 a 19 años (232)",62,56,,49,6,,1,,,,6,65
"De 20 a 24 años (233)",288,246,,120,93,27,6,,,,42,411
"De 25 a 29 años (234)",418,383,2,83,148,101,45,4,,,35,897
"De 30 a 34 años (235)",405,382,,46,90,119,111,15,1,,23,1164
"De 35 a 39 años (236)",529,511,,47,86,130,185,53,6,4,18,1843
"De 40 a 44 años (237)",480,466,,26,57,67,192,89,33,2,14,2069
"De 45 a 49 años (238)",404,401,,23,43,50,133,93,49,10,3,1976
"De 50 y más años (239)",859,843,6,51,55,83,202,242,145,59,16,4727
"Secundaria (240)",2602,2286,12,697,648,429,362,113,25,,316,5773
"De 12 a 14 años (241)",7,3,1,2,,,,,,,4,2
"De 15 a 19 años (242)",150,123,2,115,6,,,,,,27,127
"De 20 a 24 años (243)",630,496,3,303,160,28,1,1,,,134,717
"De 25 a 29 años (244)",591,499,4,145,214,104,29,3,,,92,1023
"De 30 a 34 años (245)",406,382,1,64,122,110,76,9,,,24,1011
"De 35 a 39 años (246)",358,339,1,32,86,91,106,19,4,,19,1091
"De 40 a 44 años (247)",227,218,,19,34,49,75,34,7,,9,845
"De 45 a 49 años (248)",128,126,,7,13,28,45,25,8,,2,539
"De 50 y más años (249)",105,100,,10,13,19,30,22,6,,5,418
"Sup. no Univ. incompleta (250)",132,86,1,43,18,12,10,1,1,,46,172
"De 15 a 19 años (252)",3,3,,3,,,,,,,,3
"De 20 a 24 años (253)",50,23,1,18,4,,,,,,27,26
"De 25 a 29 años (254)",35,21,,12,5,4,,,,,14,34
"De 30 a 34 años (255)",21,17,,6,5,4,2,,,,4,36
"De 35 a 39 años (256)",8,8,,2,2,2,2,,,,,20
"De 40 a 44 años (257)",6,6,,2,1,,3,,,,,16
"De 45 a 49 años (258)",8,7,,,1,2,2,1,1,,1,32
"De 50 y más años (259)",1,1,,,,,1,,,,,5
"Sup. no Univ. completa (260)",115,81,2,36,22,10,4,5,2,,34,177
"De 20 a 24 años (263)",24,11,,7,3,,,1,,,13,20
"De 25 a 29 años (264)",42,27,,16,8,3,,,,,15,41
"De 30 a 34 años (265)",18,13,,6,5,1,,1,,,5,25
"De 35 a 39 años (266)",17,16,2,3,5,3,2,1,,,1,37
"De 40 a 44 años (267)",5,5,,2,,2,1,,,,,13
"De 45 a 49 años (268)",3,3,,,1,,1,1,,,,13
"De 50 y más años (269)",6,6,,2,,1,,1,2,,,28
"Sup. Univ. incompleta (270)",118,69,1,30,19,14,4,,1,,49,137
"De 15 a 19 años (272)",2,1,,1,,,,,,,1,1
"De 20 a 24 años (273)",54,19,,15,4,,,,,,35,23
"De 25 a 29 años (274)",25,15,1,9,4,1,,,,,10,20
"De 30 a 34 años (275)",16,14,,2,7,5,,,,,2,31
"De 35 a 39 años (276)",11,10,,1,3,4,2,,,,1,29
"De 40 a 44 años (277)",6,6,,1,1,3,1,,,,,16
"De 45 a 49 años (278)",2,2,,1,,,1,,,,,5
"De 50 y más años (279)",2,2,,,,1,,,1,,,12
"Sup. Univ. completa (280)",140,84,1,36,23,13,10,1,,,56,172
"De 20 a 24 años (283)",24,7,,5,1,1,,,,,17,10
"De 25 a 29 años (284)",51,26,1,13,8,3,1,,,,25,42
"De 30 a 34 años (285)",29,21,,12,8,1,,,,,8,31
"De 35 a 39 años (286)",15,12,,5,4,2,1,,,,3,24
"De 40 a 44 años (287)",9,7,,,1,3,2,1,,,2,26
"De 45 a 49 años (288)",5,4,,,,1,3,,,,1,18
"De 50 y más años (289)",7,7,,1,1,2,3,,,,,21
