"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",57,,,2,14,3,17,1,20
"Profes., científicos e intelectuales (038)",1884,,,,112,141,514,164,953
"Técnicos de nivel medio ytrab.asimilados (039)",830,8,,38,116,134,348,57,129
"Jefes y empleados de oficina (040)",825,,,17,234,96,277,61,140
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",4601,356,3,1482,1793,288,363,141,175
"Agricult.trabaj. calif.agrop. y pesquros (042)",5590,943,4,2745,1486,119,135,59,99
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",2160,149,1,745,868,125,146,59,67
"Obreros. construc., conf., papel, fab., instr (044)",2845,102,5,729,1486,176,149,96,102
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",8876,1089,19,3689,3237,319,258,128,137
"Otra (046)",93,,,,25,6,33,7,22
"Ocupación no especificada (047)",1157,157,,426,360,57,68,27,62
"Hombres (048)",20800,2045,25,7449,7534,925,1227,513,1082
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",43,,,2,12,1,11,1,16
"Profes., científicos e intelectuales (050)",768,,,,40,42,189,70,427
"Técnicos de nivel medio ytrab.asimilados (051)",503,4,,25,87,98,175,36,78
"Jefes y empleados de oficina (052)",366,,,12,141,33,83,23,74
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",2029,124,2,576,894,118,148,78,89
"Agricult.trabaj. calif.agrop. y pesquros (054)",5396,891,4,2656,1447,115,129,57,97
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",1747,114,1,566,748,100,111,48,59
"Obreros. construc., conf., papel, fab., instr (056)",2763,99,5,708,1449,167,141,95,99
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",6577,773,13,2729,2491,214,177,88,92
"Otra (058)",83,,,,22,5,30,6,20
"Ocupación no especificada (059)",525,40,,175,203,32,33,11,31
"Mujeres (060)",8118,759,7,2424,2197,539,1081,287,824
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",14,,,,2,2,6,,4
"Profes., científicos e intelectuales (062)",1116,,,,72,99,325,94,526
"Técnicos de nivel medio ytrab.asimilados (063)",327,4,,13,29,36,173,21,51
"Jefes y empleados de oficina (064)",459,,,5,93,63,194,38,66
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",2572,232,1,906,899,170,215,63,86
"Agricult.trabaj. calif.agrop. y pesquros (066)",194,52,,89,39,4,6,2,2
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",413,35,,179,120,25,35,11,8
"Obreros. construc., conf., papel, fab., instr (068)",82,3,,21,37,9,8,1,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",2299,316,6,960,746,105,81,40,45
"Otra (070)",10,,,,3,1,3,1,2
"Ocupación no especificada (071)",632,117,,251,157,25,35,16,31
,,,,,,,,,
"RURAL (072)",18218,3073,29,9939,4230,244,396,114,193
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",6,1,,2,1,1,,1,
"Profes., científicos e intelectuales (074)",337,,,,23,38,121,35,120
"Técnicos de nivel medio ytrab.asimilados (075)",85,2,,3,9,9,49,3,10
"Jefes y empleados de oficina (076)",49,,,2,20,6,18,2,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",692,85,,320,230,20,23,7,7
"Agricult.trabaj. calif.agrop. y pesquros (078)",7753,1538,5,4684,1374,47,60,23,22
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",499,68,,280,126,8,10,4,3
"Obreros. construc., conf., papel, fab., instr (080)",613,47,,253,262,20,20,7,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",7703,1209,23,4177,2075,87,84,31,17
"Otra (082)",6,,,,1,2,2,,1
"Ocupación no especificada (083)",475,123,1,218,109,6,9,1,8
"Hombres (084)",15766,2497,20,8819,3795,182,270,74,109
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",5,1,,2,1,1,,,
"Profes., científicos e intelectuales (086)",139,,,,5,13,56,12,53
"Técnicos de nivel medio ytrab.asimilados (087)",52,2,,3,8,7,26,2,4
"Jefes y empleados de oficina (088)",29,,,2,14,3,8,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",361,34,,170,129,10,11,4,3
"Agricult.trabaj. calif.agrop. y pesquros (090)",7461,1425,4,4537,1346,47,59,21,22
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",370,28,,215,105,7,9,4,2
"Obreros. construc., conf., papel, fab., instr (092)",589,42,,242,255,19,20,7,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",6585,929,16,3570,1886,72,74,23,15
"Otra (094)",6,,,,1,2,2,,1
"Ocupación no especificada (095)",169,36,,78,45,1,5,,4
"Mujeres (096)",2452,576,9,1120,435,62,126,40,84
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,,,,1,
"Profes., científicos e intelectuales (098)",198,,,,18,25,65,23,67
"Técnicos de nivel medio ytrab.asimilados (099)",33,,,,1,2,23,1,6
"Jefes y empleados de oficina (100)",20,,,,6,3,10,1,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",331,51,,150,101,10,12,3,4
"Agricult.trabaj. calif.agrop. y pesquros (102)",292,113,1,147,28,,1,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",129,40,,65,21,1,1,,1
"Obreros. construc., conf., papel, fab., instr (104)",24,5,,11,7,1,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1118,280,7,607,189,15,10,8,2
"Ocupación no especificada (107)",306,87,1,140,64,5,4,1,4
