"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia BELLAVISTA (000)",15880,46354,42073,,1039,90.8,2.2
"De 12 a 14 años (001)",1715,24,24,,9,100,37.5
"De 15 a 19 años (002)",2262,860,836,192,97.2,22.3,
"De 20 a 24 años (003)",2029,2668,2575,269,96.5,10.1,
"De 25 a 29 años (004)",1890,4084,3936,233,96.4,5.7,
"De 30 a 34 años (005)",1678,4949,4731,172,95.6,3.5,
"De 35 a 39 años (006)",1503,5553,5255,118,94.6,2.1,
"De 40 a 44 años (007)",1241,5530,5133,43,92.8,0.8,
"De 45 a 49 años (008)",947,4913,4455,3,90.7,0.1,
"De 50 y más años (009)",2615,17773,15128,,85.1,,
"Conviviente (010)",6528,19280,17952,702,93.1,3.6,
"De 12 a 14 años (011)",62,16,16,5,100,31.3,
"De 15 a 19 años (012)",798,614,598,144,97.4,23.5,
"De 20 a 24 años (013)",1257,1874,1810,184,96.6,9.8,
"De 25 a 29 años (014)",1173,2642,2547,157,96.4,5.9,
"De 30 a 34 años (015)",1000,3012,2883,114,95.7,3.8,
"De 35 a 39 años (016)",794,2993,2849,69,95.2,2.3,
"De 40 a 44 años (017)",514,2424,2241,27,92.5,1.1,
"De 45 a 49 años (018)",364,2004,1820,2,90.8,0.1,
"De 50 y más años (019)",566,3701,3188,,86.1,,
"Separado(a) (020)",402,1318,1204,18,91.4,1.4,
"De 15 a 19 años (022)",33,31,30,5,96.8,16.1,
"De 20 a 24 años (023)",55,82,74,6,90.2,7.3,
"De 25 a 29 años (024)",51,82,81,4,98.8,4.9,
"De 30 a 34 años (025)",41,79,76,2,96.2,2.5,
"De 35 a 39 años (026)",48,140,136,1,97.1,0.7,
"De 40 a 44 años (027)",44,147,139,,94.6,,
"De 45 a 49 años (028)",29,110,107,,97.3,,
"De 50 y más años (029)",101,647,561,,86.7,,
"Casado(a) (030)",4454,20691,18549,252,89.6,1.2,
"De 12 a 14 años (031)",5,2,2,,100,,
"De 15 a 19 años (032)",109,106,100,17,94.3,16,
"De 20 a 24 años (033)",318,555,537,56,96.8,10.1,
"De 25 a 29 años (034)",463,1198,1147,64,95.7,5.3,
"De 30 a 34 años (035)",533,1734,1652,52,95.3,3,
"De 35 a 39 años (036)",590,2279,2138,48,93.8,2.1,
