"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CANTA (000)",13513,7081,6432,6454,3326,3128,7059,3755,3304
"Menores de 1 año (001)",230,108,122,90,46,44,140,62,78
"Menores de 1 mes (002)",15,6,9,6,2,4,9,4,5
"De 1 a 11 meses (003)",215,102,113,84,44,40,131,58,73
"De 1 a 4 años (004)",1041,545,496,436,245,191,605,300,305
"1 año (005)",271,136,135,123,64,59,148,72,76
"2 años (006)",269,143,126,104,61,43,165,82,83
"3 años (007)",250,139,111,103,65,38,147,74,73
"4 años (008)",251,127,124,106,55,51,145,72,73
"De 5 a 9 años (009)",1193,606,587,546,279,267,647,327,320
"5 años (010)",235,116,119,111,49,62,124,67,57
"6 años (011)",228,119,109,98,47,51,130,72,58
"7 años (012)",229,116,113,101,54,47,128,62,66
"8 años (013)",266,135,131,125,65,60,141,70,71
"9 años (014)",235,120,115,111,64,47,124,56,68
"De 10 a 14 años (015)",1371,663,708,660,313,347,711,350,361
"10 años (016)",235,116,119,118,56,62,117,60,57
"11 años (017)",284,125,159,147,62,85,137,63,74
"12 años (018)",296,138,158,150,71,79,146,67,79
"13 años (019)",280,144,136,132,66,66,148,78,70
"14 años (020)",276,140,136,113,58,55,163,82,81
"De 15 a 19 años (021)",1189,649,540,523,280,243,666,369,297
"15 años (022)",261,149,112,130,70,60,131,79,52
"16 años (023)",222,117,105,103,50,53,119,67,52
"17 años (024)",235,132,103,102,58,44,133,74,59
"18 años (025)",255,147,108,101,56,45,154,91,63
"19 años (026)",216,104,112,87,46,41,129,58,71
"De 20 a 24 años (027)",1087,566,521,434,232,202,653,334,319
"20 años (028)",241,116,125,95,48,47,146,68,78
"21 años (029)",183,96,87,80,40,40,103,56,47
"22 años (030)",218,109,109,83,47,36,135,62,73
"23 años (031)",250,131,119,101,54,47,149,77,72
"24 años (032)",195,114,81,75,43,32,120,71,49
"De 25 a 29 años (033)",1034,575,459,416,233,183,618,342,276
"25 años (034)",238,129,109,88,49,39,150,80,70
"26 años (035)",201,105,96,76,42,34,125,63,62
"27 años (036)",219,119,100,87,47,40,132,72,60
"28 años (037)",221,136,85,94,58,36,127,78,49
"29 años (038)",155,86,69,71,37,34,84,49,35
"De 30 a 34 años (039)",912,474,438,382,181,201,530,293,237
"30 años (040)",214,115,99,94,49,45,120,66,54
"31 años (041)",148,83,65,56,29,27,92,54,38
"32 años (042)",172,84,88,72,32,40,100,52,48
"33 años (043)",206,107,99,79,36,43,127,71,56
"34 años (044)",172,85,87,81,35,46,91,50,41
"De 35 a 39 años (045)",879,466,413,417,216,201,462,250,212
"35 años (046)",176,92,84,81,43,38,95,49,46
"36 años (047)",160,91,69,69,31,38,91,60,31
