"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Enseñanza (104)",266,6,242,1,6,,,,1,10,,
"Servicios sociales y de salud (105)",66,,18,31,3,1,,4,6,3,,
"Otras activ. serv.comun.soc y personales (106)",167,,24,36,4,6,,3,42,52,,
"Hogares privados con servicio doméstico (107)",28,,,,,,,,,28,,
"Actividad economica no especificada (109)",262,,,9,5,,,,,2,,246
"Mujeres (110)",3873,11,322,111,130,1153,361,494,67,1026,4,194
"Agric., ganadería, caza y silvicultura (111)",711,,,1,,,360,,1,349,,
"Pesca (112)",1,,,,,,1,,,,,
"Explotación de minas y canteras (113)",8,,,,,,,1,,7,,
"Industrias manufactureras (114)",536,,2,3,1,4,,488,37,1,,
"Suministro de electricidad, gas y agua (115)",3,,,,2,,,1,,,,
"Construcción (116)",31,,3,3,4,,,1,12,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1069,,2,16,3,872,,2,1,173,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",7,,1,,,5,,,1,,,
"Comercio al por mayor (119)",21,,,2,2,17,,,,,,
"Comercio al por menor (120)",1041,,1,14,1,850,,2,,173,,
"Hoteles y restaurantes (121)",502,,1,12,7,247,,,,235,,
"Trans., almac. y comunicaciones (122)",49,,1,7,5,4,,,16,16,,
"Intermediación financiera (123)",6,,1,2,3,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",59,,12,19,19,,,,,9,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",117,9,7,4,63,4,,,,26,4,
"Enseñanza (126)",255,2,251,,1,,,,,1,,
"Servicios sociales y de salud (127)",92,,40,31,4,3,,1,,13,,
"Otras activ. serv.comun.soc y personales (128)",87,,2,9,8,19,,,,49,,
"Hogares privados con servicio doméstico (129)",139,,,,,,,,,139,,
"Actividad economica no especificada (131)",208,,,4,10,,,,,,,194
,,,,,,,,,,,,
"RURAL (132)",15079,11,160,68,79,448,7603,585,771,4822,67,465
"Agric., ganadería, caza y silvicultura (133)",11395,,3,1,1,,7601,1,7,3781,,
"Pesca (134)",2,,,,,,2,,,,,
"Explotación de minas y canteras (135)",162,,,,,,,47,1,114,,
"Industrias manufactureras (136)",526,,,7,2,2,,457,58,,,
"Suministro de electricidad, gas y agua (137)",9,,,,,,,1,,8,,
"Construcción (138)",1027,2,43,28,22,,,40,520,372,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",474,,,3,,347,,34,2,88,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",32,,,,,4,,27,1,,,
"Comercio al por mayor (141)",29,,,,,27,,,1,1,,
"Comercio al por menor (142)",413,,,3,,316,,7,,87,,
"Hoteles y restaurantes (143)",201,,,5,8,76,,1,,111,,
"Trans., almac. y comunicaciones (144)",210,,,3,10,7,,,143,47,,
"Activid.inmobil., empres. y alquileres (146)",47,,2,3,5,11,,,12,14,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",298,8,5,3,26,1,,4,21,163,67,
"Enseñanza (148)",103,1,99,,,,,,,3,,
"Servicios sociales y de salud (149)",31,,6,11,,,,,,14,,
"Otras activ. serv.comun.soc y personales (150)",54,,1,3,3,4,,,7,36,,
"Hogares privados con servicio doméstico (151)",71,,,,,,,,,71,,
"Actividad economica no especificada (153)",469,,1,1,2,,,,,,,465
"Hombres (154)",10593,8,104,48,56,187,6297,392,726,2498,63,214
"Agric., ganadería, caza y silvicultura (155)",8037,,2,1,1,,6296,1,7,1729,,
"Pesca (156)",1,,,,,,1,,,,,
"Explotación de minas y canteras (157)",157,,,,,,,47,1,109,,
"Industrias manufactureras (158)",305,,,4,1,,,265,35,,,
"Suministro de electricidad, gas y agua (159)",9,,,,,,,1,,8,,
"Construcción (160)",955,2,33,27,19,,,39,499,336,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",221,,,1,,148,,34,2,36,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",31,,,,,3,,27,1,,,
"Comercio al por mayor (163)",25,,,,,23,,,1,1,,
"Comercio al por menor (164)",165,,,1,,122,,7,,35,,
"Hoteles y restaurantes (165)",55,,,1,5,20,,1,,28,,
"Trans., almac. y comunicaciones (166)",205,,,3,7,7,,,142,46,,
"Activid.inmobil., empres. y alquileres (168)",42,,2,2,3,11,,,12,12,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",261,6,5,3,15,,,4,21,144,63,
"Enseñanza (170)",60,,58,,,,,,,2,,
"Servicios sociales y de salud (171)",8,,2,3,,,,,,3,,
"Otras activ. serv.comun.soc y personales (172)",40,,1,3,3,1,,,7,25,,
"Hogares privados con servicio doméstico (173)",20,,,,,,,,,20,,
"Actividad economica no especificada (175)",217,,1,,2,,,,,,,214
"Mujeres (176)",4486,3,56,20,23,261,1306,193,45,2324,4,251
"Agric., ganadería, caza y silvicultura (177)",3358,,1,,,,1305,,,2052,,
"Pesca (178)",1,,,,,,1,,,,,
"Explotación de minas y canteras (179)",5,,,,,,,,,5,,
"Industrias manufactureras (180)",221,,,3,1,2,,192,23,,,
"Construcción (182)",72,,10,1,3,,,1,21,36,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",253,,,2,,199,,,,52,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,1,,,,,,
"Comercio al por mayor (185)",4,,,,,4,,,,,,
"Comercio al por menor (186)",248,,,2,,194,,,,52,,
"Hoteles y restaurantes (187)",146,,,4,3,56,,,,83,,
"Trans., almac. y comunicaciones (188)",5,,,,3,,,,1,1,,
"Activid.inmobil., empres. y alquileres (190)",5,,,1,2,,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",37,2,,,11,1,,,,19,4,
"Enseñanza (192)",43,1,41,,,,,,,1,,
"Servicios sociales y de salud (193)",23,,4,8,,,,,,11,,
"Otras activ. serv.comun.soc y personales (194)",14,,,,,3,,,,11,,
"Hogares privados con servicio doméstico (195)",51,,,,,,,,,51,,
"Actividad economica no especificada (197)",252,,,1,,,,,,,,251
