"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia LA CONVENCION (000)",166833,162805,3175,853
"Hombres (001)",88181,86247,1510,424
"Mujeres (002)",78652,76558,1665,429
"Menores de 1 año (003)",3112,2303,554,255
"Hombres (004)",1577,1164,277,136
"Mujeres (005)",1535,1139,277,119
"De 1 a 5 años (006)",19327,17146,1646,535
"Hombres (007)",9865,8785,819,261
"Mujeres (008)",9462,8361,827,274
"De 6 a 14 años (009)",35969,35760,177,32
"Hombres (010)",18404,18299,91,14
"Mujeres (011)",17565,17461,86,18
"De 15 a 29 años (012)",44027,43838,175,14
"Hombres (013)",23421,23342,73,6
"Mujeres (014)",20606,20496,102,8
"De 30 a 44 años (015)",32920,32783,133,4
"Hombres (016)",17428,17383,43,2
"Mujeres (017)",15492,15400,90,2
"De 45 a 64 años (018)",23039,22833,198,8
"Hombres (019)",12820,12733,84,3
"Mujeres (020)",10219,10100,114,5
"De 65 a más años (021)",8439,8142,292,5
"Hombres (022)",4666,4541,123,2
"Mujeres (023)",3773,3601,169,3
,,,,
"URBANA (024)",49892,49266,453,173
"Hombres (025)",25156,24872,197,87
"Mujeres (026)",24736,24394,256,86
"Menores de 1 año (027)",807,661,101,45
"Hombres (028)",425,352,50,23
"Mujeres (029)",382,309,51,22
"De 1 a 5 años (030)",4831,4442,267,122
"Hombres (031)",2521,2342,117,62
"Mujeres (032)",2310,2100,150,60
"De 6 a 14 años (033)",10598,10586,8,4
"Hombres (034)",5322,5316,6,
"Mujeres (035)",5276,5270,2,4
"De 15 a 29 años (036)",14241,14231,9,1
"Hombres (037)",7034,7029,4,1
"Mujeres (038)",7207,7202,5,
"De 30 a 44 años (039)",10812,10805,7,
"Hombres (040)",5322,5321,1,
"Mujeres (041)",5490,5484,6,
"De 45 a 64 años (042)",6586,6569,17,
"Hombres (043)",3486,3480,6,
"Mujeres (044)",3100,3089,11,
"De 65 a más años (045)",2017,1972,44,1
"Hombres (046)",1046,1032,13,1
"Mujeres (047)",971,940,31,
,,,,
"RURAL (048)",116941,113539,2722,680
"Hombres (049)",63025,61375,1313,337
"Mujeres (050)",53916,52164,1409,343
"Menores de 1 año (051)",2305,1642,453,210
"Hombres (052)",1152,812,227,113
"Mujeres (053)",1153,830,226,97
"De 1 a 5 años (054)",14496,12704,1379,413
"Hombres (055)",7344,6443,702,199
"Mujeres (056)",7152,6261,677,214
"De 6 a 14 años (057)",25371,25174,169,28
"Hombres (058)",13082,12983,85,14
"Mujeres (059)",12289,12191,84,14
"De 15 a 29 años (060)",29786,29607,166,13
"Hombres (061)",16387,16313,69,5
"Mujeres (062)",13399,13294,97,8
"De 30 a 44 años (063)",22108,21978,126,4
"Hombres (064)",12106,12062,42,2
"Mujeres (065)",10002,9916,84,2
"De 45 a 64 años (066)",16453,16264,181,8
"Hombres (067)",9334,9253,78,3
"Mujeres (068)",7119,7011,103,5
"De 65 a más años (069)",6422,6170,248,4
"Hombres (070)",3620,3509,110,1
"Mujeres (071)",2802,2661,138,3
