"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia URUBAMBA (000)",19685,4380,2759,9804,362,1997,383
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",42,32,,,10,,
"Profes., científicos e intelectuales (002)",1421,1177,,213,25,6,
"Técnicos de nivel medio y trab. asimilados (003)",608,345,,205,54,4,
"Jefes y empleados de oficina (004)",556,551,,,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",3545,1046,85,2083,64,267,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4921,4,1,4815,101,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",952,,218,653,32,49,
"Obreros construc.,conf.,papel, fab., instr. (008)",2105,241,875,899,56,34,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",4605,730,1397,627,12,1456,383
"Otra (010)",98,98,,,,,
"Ocupación no especificada (011)",832,156,183,309,8,176,
"Hombres (012)",13371,2672,2538,6665,262,1158,76
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",34,25,,,9,,
"Profes., científicos e intelectuales (014)",710,565,,120,21,4,
"Técnicos de nivel medio y trab. asimilados (015)",388,214,,139,33,2,
"Jefes y empleados de oficina (016)",319,317,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1264,635,63,491,18,57,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",4442,3,1,4345,93,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",686,,192,444,27,23,
"Obreros construc.,conf.,papel, fab., instr. (020)",1975,239,860,795,56,25,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",3048,491,1261,208,2,1010,76
"Otra (022)",97,97,,,,,
"Ocupación no especificada (023)",408,86,161,123,3,35,
"Mujeres (024)",6314,1708,221,3139,100,839,307
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",8,7,,,1,,
"Profes., científicos e intelectuales (026)",711,612,,93,4,2,
"Técnicos de nivel medio y trab. asimilados (027)",220,131,,66,21,2,
"Jefes y empleados de oficina (028)",237,234,,,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",2281,411,22,1592,46,210,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",479,1,,470,8,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",266,,26,209,5,26,
"Obreros construc.,conf.,papel, fab., instr. (032)",130,2,15,104,,9,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1557,239,136,419,10,446,307
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",424,70,22,186,5,141,
,,,,,,,
"URBANA (036)",11185,3676,1562,4688,263,707,289
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",32,22,,,10,,
"Profes., científicos e intelectuales (038)",1249,1036,,185,22,6,
"Técnicos de nivel medio y trab. asimilados (039)",511,288,,171,48,4,
"Jefes y empleados de oficina (040)",461,457,,,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2881,879,65,1671,55,211,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1098,2,,1047,49,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",645,,145,441,28,31,
"Obreros construc.,conf.,papel, fab., instr. (044)",1282,181,516,534,38,13,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",2466,595,718,459,8,397,289
"Otra (046)",91,91,,,,,
"Ocupación no especificada (047)",469,125,118,180,5,41,
"Hombres (048)",6720,2195,1404,2515,185,359,62
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",27,18,,,9,,
"Profes., científicos e intelectuales (050)",616,487,,106,19,4,
"Técnicos de nivel medio y trab. asimilados (051)",324,178,,113,31,2,
"Jefes y empleados de oficina (052)",254,252,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1048,521,47,418,16,46,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",943,1,,896,46,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",493,,127,321,24,21,
"Obreros construc.,conf.,papel, fab., instr. (056)",1193,180,505,459,38,11,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1454,392,622,123,,255,62
"Otra (058)",90,90,,,,,
"Ocupación no especificada (059)",278,76,103,79,2,18,
"Mujeres (060)",4465,1481,158,2173,78,348,227
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,4,,,1,,
"Profes., científicos e intelectuales (062)",633,549,,79,3,2,
"Técnicos de nivel medio y trab. asimilados (063)",187,110,,58,17,2,
"Jefes y empleados de oficina (064)",207,205,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1833,358,18,1253,39,165,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",155,1,,151,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",152,,18,120,4,10,
"Obreros construc.,conf.,papel, fab., instr. (068)",89,1,11,75,,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1012,203,96,336,8,142,227
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",191,49,15,101,3,23,
,,,,,,,
"RURAL (072)",8500,704,1197,5116,99,1290,94
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,10,,,,,
"Profes., científicos e intelectuales (074)",172,141,,28,3,,
"Técnicos de nivel medio y trab. asimilados (075)",97,57,,34,6,,
"Jefes y empleados de oficina (076)",95,94,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",664,167,20,412,9,56,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3823,2,1,3768,52,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",307,,73,212,4,18,
"Obreros construc.,conf.,papel, fab., instr. (080)",823,60,359,365,18,21,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2139,135,679,168,4,1059,94
"Otra (082)",7,7,,,,,
"Ocupación no especificada (083)",363,31,65,129,3,135,
"Hombres (084)",6651,477,1134,4150,77,799,14
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",7,7,,,,,
"Profes., científicos e intelectuales (086)",94,78,,14,2,,
"Técnicos de nivel medio y trab. asimilados (087)",64,36,,26,2,,
"Jefes y empleados de oficina (088)",65,65,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",216,114,16,73,2,11,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",3499,2,1,3449,47,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",193,,65,123,3,2,
"Obreros construc.,conf.,papel, fab., instr. (092)",782,59,355,336,18,14,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1594,99,639,85,2,755,14
"Otra (094)",7,7,,,,,
"Ocupación no especificada (095)",130,10,58,44,1,17,
"Mujeres (096)",1849,227,63,966,22,491,80
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,3,,,,,
