"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TARMA (000)",42825,2244,28,14714,15588,2194,3229,1363,3465
"Agric., ganadería, caza y silvicultura (001)",20794,1619,20,10764,7517,306,245,128,195
"Pesca (002)",4,,,1,2,,1,,
"Explotación de minas y canteras (003)",328,1,,54,159,26,33,14,41
"Industrias manufactureras (004)",2443,66,,586,1067,198,237,112,177
"Suministro de electricidad, gas y agua (005)",49,,,4,16,5,11,2,11
"Construcción (006)",1369,24,,275,643,117,155,59,96
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",6648,260,4,1503,2646,588,771,339,537
"Venta, mant.y rep. veh.autom.y motoc. (008)",802,3,1,91,341,93,150,47,76
"Comercio al por mayor (009)",298,6,,48,111,29,33,25,46
"Comercio al por menor (010)",5548,251,3,1364,2194,466,588,267,415
"Hoteles y restaurantes (011)",1455,77,1,364,624,99,116,74,100
"Trans., almac. y comunicaciones (012)",2869,25,,459,1559,253,268,134,171
"Intermediación financiera (013)",114,,,,16,13,27,15,43
"Activid.inmobil., empres. y de alquiler (014)",1013,7,,35,210,123,192,127,319
"Admin.pub. y defensa; p. segur.soc.afil (015)",663,3,,34,140,90,149,80,167
"Enseñanza (016)",2017,,,6,69,95,668,99,1080
"Servicios sociales y de salud (017)",653,,,5,39,37,160,58,354
"Otras activ. serv.comun.soc y personales (018)",829,44,,122,274,134,101,68,86
"Hogares privados con servicio doméstico (019)",619,49,2,184,287,46,24,17,10
"Actividad economica no especificada (021)",958,69,1,318,320,64,71,37,78
"Hombres (022)",28699,927,19,10137,11451,1468,1841,892,1964
"Agric., ganadería, caza y silvicultura (023)",15874,804,16,8163,6222,232,184,100,153
"Pesca (024)",4,,,1,2,,1,,
"Explotación de minas y canteras (025)",317,1,,54,155,25,31,13,38
"Industrias manufactureras (026)",1824,17,,410,836,157,184,95,125
"Suministro de electricidad, gas y agua (027)",42,,,4,15,4,11,1,7
"Construcción (028)",1321,24,,267,623,113,145,57,92
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",3037,32,3,529,1285,319,394,185,290
"Venta, mant.y rep. veh.autom.y motoc. (030)",731,3,1,79,316,86,133,41,72
"Comercio al por mayor (031)",158,1,,17,67,20,15,13,25
"Comercio al por menor (032)",2148,28,2,433,902,213,246,131,193
"Hoteles y restaurantes (033)",431,7,,75,207,34,32,29,47
"Trans., almac. y comunicaciones (034)",2704,23,,449,1509,224,229,119,151
"Intermediación financiera (035)",60,,,,9,10,13,6,22
"Activid.inmobil., empres. y de alquiler (036)",728,4,,27,159,92,128,89,229
"Admin.pub. y defensa; p. segur.soc.afil (037)",455,2,,19,104,71,84,61,114
"Enseñanza (038)",921,,,4,40,50,277,50,500
"Servicios sociales y de salud (039)",198,,,1,18,13,41,16,109
"Otras activ. serv.comun.soc y personales (040)",393,3,,35,104,96,51,54,50
"Hogares privados con servicio doméstico (041)",37,3,,9,18,3,1,1,2
"Actividad economica no especificada (043)",353,7,,90,145,25,35,16,35
"Mujeres (044)",14126,1317,9,4577,4137,726,1388,471,1501
