"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUALLAGA (000)",22807,1209,2624,2924,2365,3885,3382,4986,1432
"Sin nivel (001)",2497,1209,299,36,38,115,151,436,213
"Educación inicial (002)",701,,664,17,5,7,8,,
"Primaria (003)",12465,,1661,2219,926,1949,1820,2850,1040
"Secundaria (004)",5654,,,652,1331,1410,1000,1142,119
"Superior no univ. incompleto (005)",352,,,,50,127,76,91,8
"Superior no univ. completo (006)",566,,,,,156,174,205,31
"Superior univ. incompleto (007)",145,,,,15,50,26,52,2
"Superior univ. completo (008)",427,,,,,71,127,210,19
"Hombres (010)",12114,624,1391,1501,1230,2045,1778,2811,734
"Sin nivel (011)",1118,624,170,21,18,45,49,122,69
"Educación inicial (012)",376,,360,7,2,4,3,,
"Primaria (013)",6582,,861,1137,480,1000,943,1612,549
"Secundaria (014)",3213,,,336,704,800,568,735,70
"Superior no univ. incompleto (015)",195,,,,21,58,43,65,8
"Superior no univ. completo (016)",301,,,,,80,84,116,21
"Superior univ. incompleto (017)",81,,,,5,27,14,33,2
"Superior univ. completo (018)",248,,,,,31,74,128,15
"Mujeres (020)",10693,585,1233,1423,1135,1840,1604,2175,698
"Sin nivel (021)",1379,585,129,15,20,70,102,314,144
"Educación inicial (022)",325,,304,10,3,3,5,,
"Primaria (023)",5883,,800,1082,446,949,877,1238,491
"Secundaria (024)",2441,,,316,627,610,432,407,49
"Superior no univ. incompleto (025)",157,,,,29,69,33,26,
"Superior no univ. completo (026)",265,,,,,76,90,89,10
"Superior univ. incompleto (027)",64,,,,10,23,12,19,
"Superior univ. completo (028)",179,,,,,40,53,82,4
,,,,,,,,,
"URBANA (030)",12604,524,1153,1601,1317,1752,1938,3255,1064
"Sin nivel (031)",912,524,79,12,15,22,37,129,94
"Educación inicial (032)",318,,307,4,2,2,3,,
"Primaria (033)",5972,,767,1051,273,581,850,1649,801
"Secundaria (034)",4040,,,534,965,795,690,945,111
"Superior no univ. incompleto (035)",312,,,,48,107,63,87,7
"Superior no univ. completo (036)",504,,,,,131,154,188,31
"Superior univ. incompleto (037)",139,,,,14,46,26,52,1
"Superior univ. completo (038)",407,,,,,68,115,205,19
"Hombres (040)",6461,264,626,785,675,880,945,1768,518
"Sin nivel (041)",419,264,51,8,8,11,12,41,24
"Educación inicial (042)",169,,166,,2,1,,,
"Primaria (043)",2960,,409,510,149,273,403,829,387
"Secundaria (044)",2160,,,267,491,423,341,575,63
"Superior no univ. incompleto (045)",172,,,,20,50,34,61,7
"Superior no univ. completo (046)",267,,,,,67,74,105,21
"Superior univ. incompleto (047)",79,,,,5,26,14,33,1
"Superior univ. completo (048)",235,,,,,29,67,124,15
"Mujeres (050)",6143,260,527,816,642,872,993,1487,546
"Sin nivel (051)",493,260,28,4,7,11,25,88,70
"Educación inicial (052)",149,,141,4,,1,3,,
"Primaria (053)",3012,,358,541,124,308,447,820,414
"Secundaria (054)",1880,,,267,474,372,349,370,48
"Superior no univ. incompleto (055)",140,,,,28,57,29,26,
"Superior no univ. completo (056)",237,,,,,64,80,83,10
"Superior univ. incompleto (057)",60,,,,9,20,12,19,
"Superior univ. completo (058)",172,,,,,39,48,81,4
,,,,,,,,,
"RURAL (060)",10203,685,1471,1323,1048,2133,1444,1731,368
"Sin nivel (061)",1585,685,220,24,23,93,114,307,119
"Educación inicial (062)",383,,357,13,3,5,5,,
"Primaria (063)",6493,,894,1168,653,1368,970,1201,239
"Secundaria (064)",1614,,,118,366,615,310,197,8
"Superior no univ. incompleto (065)",40,,,,2,20,13,4,1
"Superior no univ. completo (066)",62,,,,,25,20,17,
"Superior univ. incompleto (067)",6,,,,1,4,,,1
"Superior univ. completo (068)",20,,,,,3,12,5,
"Hombres (070)",5653,360,765,716,555,1165,833,1043,216
"Sin nivel (071)",699,360,119,13,10,34,37,81,45
"Educación inicial (072)",207,,194,7,,3,3,,
"Primaria (073)",3622,,452,627,331,727,540,783,162
"Secundaria (074)",1053,,,69,213,377,227,160,7
"Superior no univ. incompleto (075)",23,,,,1,8,9,4,1
"Superior no univ. completo (076)",34,,,,,13,10,11,
"Superior univ. incompleto (077)",2,,,,,1,,,1
"Superior univ. completo (078)",13,,,,,2,7,4,
"Mujeres (080)",4550,325,706,607,493,968,611,688,152
"Sin nivel (081)",886,325,101,11,13,59,77,226,74
"Educación inicial (082)",176,,163,6,3,2,2,,
"Primaria (083)",2871,,442,541,322,641,430,418,77
"Secundaria (084)",561,,,49,153,238,83,37,1
"Superior no univ. incompleto (085)",17,,,,1,12,4,,
"Superior no univ. completo (086)",28,,,,,12,10,6,
"Superior univ. incompleto (087)",4,,,,1,3,,,
"Superior univ. completo (088)",7,,,,,1,5,1,
