"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia TRUJILLO (000)",639940,82168,134884,133452,104757,78326,106353
"Conviviente (001)",151020,1474,26337,52033,37005,19720,14451
"Separado(a) (002)",25369,144,2207,5469,6262,5502,5785
"Casado(a) (003)",170343,185,4513,26898,41788,40124,56835
"Viudo(a) (004)",22938,11,119,406,1037,2484,18881
"Divorciado(a) (005)",3755,,75,377,845,1012,1446
"Soltero(a) (006)",266515,80354,101633,48269,17820,9484,8955
"Hombres (008)",305072,41123,65896,63593,49169,36183,49108
"Conviviente (009)",72659,571,9639,24534,18951,10577,8387
"Separado(a) (010)",6791,46,413,1312,1751,1622,1647
"Casado(a) (011)",81646,99,1436,10975,19017,19119,31000
"Viudo(a) (012)",5146,4,25,81,218,466,4352
"Divorciado(a) (013)",1443,,42,126,321,386,568
"Soltero(a) (014)",137387,40403,54341,26565,8911,4013,3154
"Mujeres (016)",334868,41045,68988,69859,55588,42143,57245
"Conviviente (017)",78361,903,16698,27499,18054,9143,6064
"Separado(a) (018)",18578,98,1794,4157,4511,3880,4138
"Casado(a) (019)",88697,86,3077,15923,22771,21005,25835
"Viudo(a) (020)",17792,7,94,325,819,2018,14529
"Divorciado(a) (021)",2312,,33,251,524,626,878
"Soltero(a) (022)",129128,39951,47292,21704,8909,5471,5801
,,,,,,,
"URBANA (024)",625176,79904,131856,130544,102298,76632,103942
"Conviviente (025)",146335,1433,25515,50534,35852,19097,13904
"Separado(a) (026)",24924,140,2158,5375,6176,5406,5669
"Casado(a) (027)",166820,180,4398,26325,40896,39356,55665
"Viudo(a) (028)",22459,10,118,398,1020,2424,18489
"Divorciado(a) (029)",3722,,75,375,839,1006,1427
"Soltero(a) (030)",260916,78141,99592,47537,17515,9343,8788
"Hombres (032)",297377,39924,64286,62097,47926,35311,47833
"Conviviente (033)",70351,559,9372,23783,18353,10231,8053
"Separado(a) (034)",6661,46,407,1289,1722,1596,1601
"Casado(a) (035)",79888,99,1402,10733,18593,18736,30325
"Viudo(a) (036)",5015,4,25,79,216,444,4247
"Divorciado(a) (037)",1421,,42,125,319,382,553
"Soltero(a) (038)",134041,39216,53038,26088,8723,3922,3054
"Mujeres (040)",327799,39980,67570,68447,54372,41321,56109
"Conviviente (041)",75984,874,16143,26751,17499,8866,5851
"Separado(a) (042)",18263,94,1751,4086,4454,3810,4068
"Casado(a) (043)",86932,81,2996,15592,22303,20620,25340
"Viudo(a) (044)",17444,6,93,319,804,1980,14242
"Divorciado(a) (045)",2301,,33,250,520,624,874
"Soltero(a) (046)",126875,38925,46554,21449,8792,5421,5734
,,,,,,,
"RURAL (048)",14764,2264,3028,2908,2459,1694,2411
"Conviviente (049)",4685,41,822,1499,1153,623,547
"Separado(a) (050)",445,4,49,94,86,96,116
"Casado(a) (051)",3523,5,115,573,892,768,1170
"Viudo(a) (052)",479,1,1,8,17,60,392
"Divorciado(a) (053)",33,,,2,6,6,19
"Soltero(a) (054)",5599,2213,2041,732,305,141,167
"Hombres (056)",7695,1199,1610,1496,1243,872,1275
"Conviviente (057)",2308,12,267,751,598,346,334
"Separado(a) (058)",130,,6,23,29,26,46
"Casado(a) (059)",1758,,34,242,424,383,675
"Viudo(a) (060)",131,,,2,2,22,105
"Divorciado(a) (061)",22,,,1,2,4,15
"Soltero(a) (062)",3346,1187,1303,477,188,91,100
"Mujeres (064)",7069,1065,1418,1412,1216,822,1136
"Conviviente (065)",2377,29,555,748,555,277,213
"Separado(a) (066)",315,4,43,71,57,70,70
"Casado(a) (067)",1765,5,81,331,468,385,495
"Viudo(a) (068)",348,1,1,6,15,38,287
"Divorciado(a) (069)",11,,,1,4,2,4
"Soltero(a) (070)",2253,1026,738,255,117,50,67
