"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PISCO (000)",2755,25,1282,866,494,88
"Conviviente (001)",657,,263,281,105,8
"Separado(a) (002)",117,,25,58,31,3
"Casado(a) (003)",667,,73,273,270,51
"Viudo(a) (004)",42,,,6,21,15
"Divorciado(a) (005)",12,,2,3,7,
"Soltero(a) (006)",1260,25,919,245,60,11
"Hombres (008)",1833,21,788,551,398,75
"Conviviente (009)",460,,154,205,95,6
"Separado(a) (010)",46,,3,23,17,3
"Casado(a) (011)",485,,41,170,229,45
"Viudo(a) (012)",23,,,2,9,12
"Divorciado(a) (013)",7,,,2,5,
"Soltero(a) (014)",812,21,590,149,43,9
"Mujeres (016)",922,4,494,315,96,13
"Conviviente (017)",197,,109,76,10,2
"Separado(a) (018)",71,,22,35,14,
"Casado(a) (019)",182,,32,103,41,6
"Viudo(a) (020)",19,,,4,12,3
"Divorciado(a) (021)",5,,2,1,2,
"Soltero(a) (022)",448,4,329,96,17,2
,,,,,,
"AREA URBANA (024)",2607,21,1204,825,477,80
"Conviviente (025)",613,,248,257,101,7
"Separado(a) (026)",114,,24,57,30,3
"Casado(a) (027)",646,,73,267,259,47
"Viudo(a) (028)",39,,,6,20,13
"Divorciado(a) (029)",12,,2,3,7,
"Soltero(a) (030)",1183,21,857,235,60,10
"Hombres (032)",1729,18,740,520,382,69
"Conviviente (033)",423,,142,184,91,6
"Separado(a) (034)",44,,3,22,16,3
"Casado(a) (035)",468,,41,166,219,42
"Viudo(a) (036)",20,,,2,8,10
"Divorciado(a) (037)",7,,,2,5,
"Soltero(a) (038)",767,18,554,144,43,8
"Mujeres (040)",878,3,464,305,95,11
"Conviviente (041)",190,,106,73,10,1
"Separado(a) (042)",70,,21,35,14,
"Casado(a) (043)",178,,32,101,40,5
"Viudo(a) (044)",19,,,4,12,3
"Divorciado(a) (045)",5,,2,1,2,
"Soltero(a) (046)",416,3,303,91,17,2
,,,,,,
"AREA RURAL (048)",148,4,78,41,17,8
"Conviviente (049)",44,,15,24,4,1
"Separado(a) (050)",3,,1,1,1,
"Casado(a) (051)",21,,,6,11,4
"Viudo(a) (052)",3,,,,1,2
"Soltero(a) (054)",77,4,62,10,,1
"Hombres (056)",104,3,48,31,16,6
"Conviviente (057)",37,,12,21,4,
"Separado(a) (058)",2,,,1,1,
"Casado(a) (059)",17,,,4,10,3
"Viudo(a) (060)",3,,,,1,2
"Soltero(a) (062)",45,3,36,5,,1
"Mujeres (064)",44,1,30,10,1,2
"Conviviente (065)",7,,3,3,,1
"Separado(a) (066)",1,,1,,,
"Casado(a) (067)",4,,,2,1,1
"Soltero(a) (070)",32,1,26,5,,
