"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia AIJA (000)",2181,360,410,1003,8,365,35
"Agric., ganadería, caza y silvicultura (001)",1275,3,153,779,4,336,
"Pesca (002)",2,1,1,,,,
"Explotación de minas y canteras (003)",118,4,109,,2,3,
"Industrias manufactureras (004)",37,2,7,23,,5,
"Suministro de electricidad, gas y agua (005)",2,,2,,,,
"Construcción (006)",117,3,101,9,1,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",116,9,1,98,,8,
"Venta, mant.y rep. veh.autom.y motoc. (008)",2,,1,1,,,
"Comercio al por mayor (009)",6,1,,5,,,
"Comercio al por menor (010)",108,8,,92,,8,
"Hoteles y restaurantes (011)",49,15,,32,,2,
"Trans., almac. y comunicaciones (012)",23,5,2,15,1,,
"Intermediación financiera (013)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (014)",24,22,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",90,80,10,,,,
"Enseñanza (016)",174,167,1,6,,,
"Servicios sociales y de salud (017)",33,27,2,4,,,
"Otras activ. serv.comun.soc y personales (018)",23,10,3,10,,,
"Hogares privados con servicio doméstico (019)",35,,,,,,35
"Actividad economica no especificada (021)",61,10,18,25,,8,
"Hombres (022)",1606,202,370,803,8,219,4
"Agric., ganadería, caza y silvicultura (023)",1044,3,130,701,4,206,
"Pesca (024)",2,1,1,,,,
"Explotación de minas y canteras (025)",117,4,108,,2,3,
"Industrias manufactureras (026)",30,1,7,17,,5,
"Suministro de electricidad, gas y agua (027)",1,,1,,,,
"Construcción (028)",114,3,98,9,1,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",38,2,1,35,,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",2,,1,1,,,
"Comercio al por mayor (031)",4,1,,3,,,
"Comercio al por menor (032)",32,1,,31,,,
"Hoteles y restaurantes (033)",4,,,3,,1,
"Trans., almac. y comunicaciones (034)",22,4,2,15,1,,
"Intermediación financiera (035)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (036)",16,14,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",58,50,8,,,,
"Enseñanza (038)",106,102,1,3,,,
"Servicios sociales y de salud (039)",13,9,,4,,,
"Otras activ. serv.comun.soc y personales (040)",14,5,3,6,,,
"Hogares privados con servicio doméstico (041)",4,,,,,,4
"Actividad economica no especificada (043)",22,3,10,8,,1,
"Mujeres (044)",575,158,40,200,,146,31
"Agric., ganadería, caza y silvicultura (045)",231,,23,78,,130,
"Explotación de minas y canteras (047)",1,,1,,,,
"Industrias manufactureras (048)",7,1,,6,,,
"Suministro de electricidad, gas y agua (049)",1,,1,,,,
"Construcción (050)",3,,3,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",78,7,,63,,8,
"Comercio al por mayor (053)",2,,,2,,,
"Comercio al por menor (054)",76,7,,61,,8,
"Hoteles y restaurantes (055)",45,15,,29,,1,
"Trans., almac. y comunicaciones (056)",1,1,,,,,
"Intermediación financiera (057)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (058)",8,8,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",32,30,2,,,,
"Enseñanza (060)",68,65,,3,,,
"Servicios sociales y de salud (061)",20,18,2,,,,
"Otras activ. serv.comun.soc y personales (062)",9,5,,4,,,
"Hogares privados con servicio doméstico (063)",31,,,,,,31
"Actividad economica no especificada (065)",39,7,8,17,,7,
,,,,,,,
"URBANA (066)",788,263,142,297,2,62,22
"Agric., ganadería, caza y silvicultura (067)",261,1,58,155,1,46,
"Explotación de minas y canteras (069)",26,,23,,,3,
"Industrias manufactureras (070)",18,1,1,14,,2,
"Suministro de electricidad, gas y agua (071)",2,,2,,,,
"Construcción (072)",40,1,34,4,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",77,5,,67,,5,
"Comercio al por mayor (075)",3,,,3,,,
"Comercio al por menor (076)",74,5,,64,,5,
"Hoteles y restaurantes (077)",33,8,,24,,1,
"Trans., almac. y comunicaciones (078)",14,5,1,8,,,
"Intermediación financiera (079)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (080)",15,13,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",72,67,5,,,,
"Enseñanza (082)",121,121,,,,,
"Servicios sociales y de salud (083)",27,22,1,4,,,
"Otras activ. serv.comun.soc y personales (084)",17,8,2,7,,,
"Hogares privados con servicio doméstico (085)",22,,,,,,22
"Actividad economica no especificada (087)",41,9,15,12,,5,
"Hombres (088)",522,147,124,206,2,41,2
"Agric., ganadería, caza y silvicultura (089)",237,1,50,150,1,35,
"Explotación de minas y canteras (091)",26,,23,,,3,
"Industrias manufactureras (092)",11,,1,8,,2,
"Suministro de electricidad, gas y agua (093)",1,,1,,,,
"Construcción (094)",40,1,34,4,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",23,,,23,,,
"Comercio al por mayor (097)",1,,,1,,,
"Comercio al por menor (098)",22,,,22,,,
"Hoteles y restaurantes (099)",2,,,2,,,
"Trans., almac. y comunicaciones (100)",13,4,1,8,,,
"Intermediación financiera (101)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (102)",9,7,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",48,44,4,,,,
"Enseñanza (104)",74,74,,,,,
"Servicios sociales y de salud (105)",11,7,,4,,,
"Otras activ. serv.comun.soc y personales (106)",11,5,2,4,,,
"Hogares privados con servicio doméstico (107)",2,,,,,,2
"Actividad economica no especificada (109)",13,3,8,1,,1,
"Mujeres (110)",266,116,18,91,,21,20
"Agric., ganadería, caza y silvicultura (111)",24,,8,5,,11,
"Industrias manufactureras (114)",7,1,,6,,,
"Suministro de electricidad, gas y agua (115)",1,,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",54,5,,44,,5,
"Comercio al por mayor (119)",2,,,2,,,
"Comercio al por menor (120)",52,5,,42,,5,
"Hoteles y restaurantes (121)",31,8,,22,,1,
"Trans., almac. y comunicaciones (122)",1,1,,,,,
"Intermediación financiera (123)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (124)",6,6,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",24,23,1,,,,
"Enseñanza (126)",47,47,,,,,
"Servicios sociales y de salud (127)",16,15,1,,,,
"Otras activ. serv.comun.soc y personales (128)",6,3,,3,,,
"Hogares privados con servicio doméstico (129)",20,,,,,,20
"Actividad economica no especificada (131)",28,6,7,11,,4,
,,,,,,,
"RURAL (132)",1393,97,268,706,6,303,13
"Agric., ganadería, caza y silvicultura (133)",1014,2,95,624,3,290,
"Pesca (134)",2,1,1,,,,
"Explotación de minas y canteras (135)",92,4,86,,2,,
"Industrias manufactureras (136)",19,1,6,9,,3,
"Construcción (138)",77,2,67,5,,3,
