"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia HUAMANGA",,,,,,,,,
"Viviendas particulares (001)",52332,13973,15956,8872,5979,2931,1870,949,1802
"Ocupantes presentes (002)",217703,44442,63522,39659,29387,15226,9904,5346,10217
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",46735,11578,14498,8033,5542,2706,1766,894,1718
"Ocupantes presentes (005)",197433,37593,57995,36218,27320,14086,9395,5005,9821
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",656,139,134,188,89,42,21,13,30
"Ocupantes presentes (008)",2347,307,477,622,398,184,125,96,138
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",1815,681,385,270,181,119,83,42,54
"Ocupantes presentes (011)",6808,1858,1490,1127,837,609,384,245,258
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1306,757,255,157,91,46,,,
"Ocupantes presentes (014)",4471,2061,939,730,477,264,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1754,771,668,222,75,18,,,
"Ocupantes presentes (017)",6404,2468,2553,952,348,83,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",15,11,3,1,,,,,
"Ocupantes presentes (020)",94,55,30,9,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",46,31,13,1,1,,,,
"Ocupantes presentes (023)",136,90,38,1,7,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",5,5,,,,,,,
"Ocupantes presentes (026)",10,10,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",36980,8694,9722,6711,4771,2677,1737,913,1755
"Ocupantes presentes (029)",157988,27096,38897,29994,23607,13977,9272,5174,9971
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",33149,7077,8936,6094,4410,2470,1633,858,1671
"Ocupantes presentes (032)",144157,22730,35936,27505,21895,12920,8763,4833,9575
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",656,139,134,188,89,42,21,13,30
"Ocupantes presentes (035)",2347,307,477,622,398,184,125,96,138
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",1815,681,385,270,181,119,83,42,54
"Ocupantes presentes (038)",6808,1858,1490,1127,837,609,384,245,258
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1306,757,255,157,91,46,,,
"Ocupantes presentes (041)",4471,2061,939,730,477,264,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",15,11,3,1,,,,,
"Ocupantes presentes (047)",94,55,30,9,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",35,25,9,1,,,,,
"Ocupantes presentes (050)",102,76,25,1,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",4,4,,,,,,,
"Ocupantes presentes (053)",9,9,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",15352,5279,6234,2161,1208,254,133,36,47
"Ocupantes presentes (056)",59715,17346,24625,9665,5780,1249,632,172,246
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",13586,4501,5562,1939,1132,236,133,36,47
"Ocupantes presentes (059)",53276,14863,22059,8713,5425,1166,632,172,246
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1754,771,668,222,75,18,,,
"Ocupantes presentes (071)",6404,2468,2553,952,348,83,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",11,6,4,,1,,,,
"Ocupantes presentes (077)",34,14,13,,7,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,,
"Ocupantes presentes (080)",1,1,,,,,,,
