"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CUTERVO (000)",97156,18511,18051,18445,15539,10797,15813
"Conviviente (001)",28890,468,5115,9151,6617,3709,3830
"Separado(a) (002)",2749,26,345,605,681,480,612
"Casado(a) (003)",24188,58,1098,4407,5997,5197,7431
"Viudo(a) (004)",3786,5,45,119,284,457,2876
"Divorciado(a) (005)",315,,26,42,78,66,103
"Soltero(a) (006)",37228,17954,11422,4121,1882,888,961
"Hombres (008)",48406,9439,9286,8951,7592,5162,7976
"Conviviente (009)",14070,115,1729,4556,3466,1955,2249
"Separado(a) (010)",514,3,27,75,112,112,185
"Casado(a) (011)",11938,17,327,1849,2951,2580,4214
"Viudo(a) (012)",957,1,7,19,47,88,795
"Divorciado(a) (013)",108,,7,8,23,26,44
"Soltero(a) (014)",20819,9303,7189,2444,993,401,489
"Mujeres (016)",48750,9072,8765,9494,7947,5635,7837
"Conviviente (017)",14820,353,3386,4595,3151,1754,1581
"Separado(a) (018)",2235,23,318,530,569,368,427
"Casado(a) (019)",12250,41,771,2558,3046,2617,3217
"Viudo(a) (020)",2829,4,38,100,237,369,2081
"Divorciado(a) (021)",207,,19,34,55,40,59
"Soltero(a) (022)",16409,8651,4233,1677,889,487,472
,,,,,,,
"URBANA (024)",20465,3434,3787,4081,3693,2406,3064
"Conviviente (025)",5286,68,935,1798,1309,655,521
"Separado(a) (026)",778,3,65,172,223,151,164
"Casado(a) (027)",5516,10,152,904,1629,1264,1557
"Viudo(a) (028)",727,,2,18,42,87,578
"Divorciado(a) (029)",99,,4,12,29,25,29
"Soltero(a) (030)",8059,3353,2629,1177,461,224,215
"Hombres (032)",9907,1698,1844,1896,1781,1162,1526
"Conviviente (033)",2575,22,318,861,698,348,328
"Separado(a) (034)",159,,9,25,42,36,47
"Casado(a) (035)",2743,5,34,348,796,661,899
"Viudo(a) (036)",175,,1,3,2,12,157
"Divorciado(a) (037)",31,,1,3,8,14,5
"Soltero(a) (038)",4224,1671,1481,656,235,91,90
"Mujeres (040)",10558,1736,1943,2185,1912,1244,1538
"Conviviente (041)",2711,46,617,937,611,307,193
"Separado(a) (042)",619,3,56,147,181,115,117
"Casado(a) (043)",2773,5,118,556,833,603,658
"Viudo(a) (044)",552,,1,15,40,75,421
"Divorciado(a) (045)",68,,3,9,21,11,24
"Soltero(a) (046)",3835,1682,1148,521,226,133,125
,,,,,,,
"RURAL (048)",76691,15077,14264,14364,11846,8391,12749
"Conviviente (049)",23604,400,4180,7353,5308,3054,3309
"Separado(a) (050)",1971,23,280,433,458,329,448
"Casado(a) (051)",18672,48,946,3503,4368,3933,5874
"Viudo(a) (052)",3059,5,43,101,242,370,2298
"Divorciado(a) (053)",216,,22,30,49,41,74
"Soltero(a) (054)",29169,14601,8793,2944,1421,664,746
"Hombres (056)",38499,7741,7442,7055,5811,4000,6450
"Conviviente (057)",11495,93,1411,3695,2768,1607,1921
"Separado(a) (058)",355,3,18,50,70,76,138
"Casado(a) (059)",9195,12,293,1501,2155,1919,3315
"Viudo(a) (060)",782,1,6,16,45,76,638
"Divorciado(a) (061)",77,,6,5,15,12,39
"Soltero(a) (062)",16595,7632,5708,1788,758,310,399
"Mujeres (064)",38192,7336,6822,7309,6035,4391,6299
"Conviviente (065)",12109,307,2769,3658,2540,1447,1388
"Separado(a) (066)",1616,20,262,383,388,253,310
"Casado(a) (067)",9477,36,653,2002,2213,2014,2559
"Viudo(a) (068)",2277,4,37,85,197,294,1660
"Divorciado(a) (069)",139,,16,25,34,29,35
"Soltero(a) (070)",12574,6969,3085,1156,663,354,347
