"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUANCABAMBA (000)",43089,144055,121691,,2776,84.5,1.9
"De 12 a 14 años (001)",5294,26,23,,6,88.5,23.1
"De 15 a 19 años (002)",5825,902,863,294,95.7,32.6,
"De 20 a 24 años (003)",4575,4723,4516,660,95.6,14,
"De 25 a 29 años (004)",3929,8078,7623,653,94.4,8.1,
"De 30 a 34 años (005)",3639,11103,10370,501,93.4,4.5,
"De 35 a 39 años (006)",3527,14392,13189,406,91.6,2.8,
"De 40 a 44 años (007)",3207,16225,14442,208,89,1.3,
"De 45 a 49 años (008)",2854,16762,14409,48,86,0.3,
"De 50 y más años (009)",10239,71844,56256,,78.3,,
"Conviviente (010)",14787,63246,54961,1963,86.9,3.1,
"De 12 a 14 años (011)",72,18,15,4,83.3,22.2,
"De 15 a 19 años (012)",832,603,571,199,94.7,33,
"De 20 a 24 años (013)",2211,3482,3312,505,95.1,14.5,
"De 25 a 29 años (014)",2181,5648,5322,478,94.2,8.5,
"De 30 a 34 años (015)",2029,7347,6836,377,93,5.1,
"De 35 a 39 años (016)",1863,8589,7844,259,91.3,3,
"De 40 a 44 años (017)",1521,8671,7725,118,89.1,1.4,
"De 45 a 49 años (018)",1199,7659,6548,23,85.5,0.3,
"De 50 y más años (019)",2879,21229,16788,,79.1,,
"Separado(a) (020)",2291,7061,6221,186,88.1,2.6,
"De 12 a 14 años (021)",7,1,1,1,100,100,
"De 15 a 19 años (022)",132,138,136,45,98.6,32.6,
"De 20 a 24 años (023)",316,393,388,50,98.7,12.7,
"De 25 a 29 años (024)",316,575,548,33,95.3,5.7,
"De 30 a 34 años (025)",302,667,622,26,93.3,3.9,
"De 35 a 39 años (026)",244,708,648,17,91.5,2.4,
"De 40 a 44 años (027)",221,785,712,13,90.7,1.7,
"De 45 a 49 años (028)",189,831,730,1,87.8,0.1,
"De 50 y más años (029)",564,2963,2436,,82.2,,
"Casado(a) (030)",8136,48937,41166,427,84.1,0.9,
"De 12 a 14 años (031)",3,,,,,,
"De 15 a 19 años (032)",41,27,27,6,100,22.2,
"De 20 a 24 años (033)",230,420,401,36,95.5,8.6,
"De 25 a 29 años (034)",494,1299,1218,99,93.8,7.6,
"De 30 a 34 años (035)",700,2358,2218,75,94.1,3.2,
