"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",2441,1961,162,55,263
"Agric., ganadería, caza y silvicultura (045)",762,728,28,,6
"Industrias manufactureras (048)",209,203,5,,1
"Construcción (050)",2,,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",229,220,7,1,1
"Venta, mant.y rep. veh.autom y motoc. (052)",1,1,,,
"Comercio al por mayor (053)",13,10,2,,1
"Comercio al por menor (054)",215,209,5,1,
"Hoteles y restaurantes (055)",143,135,6,,2
"Trans., almac. y comunicaciones (056)",12,9,,1,2
"Activid.inmobil., empres. y alquileres (058)",14,10,,3,1
"Admin.pub. y defensa; p. segur soc.afil (059)",49,,,,49
"Enseñanza (060)",411,133,101,41,136
"Servicios sociales y de salud (061)",71,12,5,2,52
"Otras activ. serv.comun.soc y personales (062)",32,25,2,2,3
"Hogares privados con servicio doméstico (063)",268,268,,,
"Actividad economica no especificada (065)",239,218,7,4,10
,,,,,
"URBANA (066)",3099,2168,277,135,519
"Agric., ganadería, caza y silvicultura (067)",953,893,49,5,6
"Pesca (068)",2,2,,,
"Explotación de minas y canteras (069)",6,2,2,,2
"Industrias manufactureras (070)",194,181,9,1,3
"Suministro de electricidad, gas y agua (071)",7,2,1,3,1
"Construcción (072)",83,36,33,12,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",428,410,13,4,1
"Venta, mant.y rep. veh.autom y motoc. (074)",14,14,,,
"Comercio al por mayor (075)",26,23,2,,1
"Comercio al por menor (076)",388,373,11,4,
"Hoteles y restaurantes (077)",132,128,4,,
"Trans., almac. y comunicaciones (078)",134,103,10,7,14
"Intermediación financiera (079)",3,1,,1,1
"Activid.inmobil., empres. y alquileres (080)",36,26,1,6,3
"Admin.pub. y defensa; p. segur soc.afil (081)",218,,,,218
"Enseñanza (082)",522,114,136,79,193
"Servicios sociales y de salud (083)",87,21,6,2,58
"Otras activ. serv.comun.soc y personales (084)",52,35,2,8,7
"Hogares privados con servicio doméstico (085)",105,105,,,
"Actividad economica no especificada (087)",137,109,11,7,10
"Hombres (088)",2104,1502,188,86,328
"Agric., ganadería, caza y silvicultura (089)",862,807,45,5,5
"Pesca (090)",2,2,,,
"Explotación de minas y canteras (091)",6,2,2,,2
"Industrias manufactureras (092)",137,127,6,1,3
"Suministro de electricidad, gas y agua (093)",7,2,1,3,1
"Construcción (094)",82,36,33,11,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",253,242,7,3,1
"Venta, mant.y rep. veh.autom y motoc. (096)",14,14,,,
"Comercio al por mayor (097)",19,17,1,,1
"Comercio al por menor (098)",220,211,6,3,
"Hoteles y restaurantes (099)",28,27,1,,
"Trans., almac. y comunicaciones (100)",123,95,10,6,12
"Intermediación financiera (101)",3,1,,1,1
"Activid.inmobil., empres. y alquileres (102)",24,17,1,3,3
"Admin.pub. y defensa; p. segur soc.afil (103)",179,,,,179
"Enseñanza (104)",250,48,72,44,86
"Servicios sociales y de salud (105)",39,13,2,,24
"Otras activ. serv.comun.soc y personales (106)",33,22,1,6,4
"Hogares privados con servicio doméstico (107)",8,8,,,
"Actividad economica no especificada (109)",68,53,7,3,5
"Mujeres (110)",995,666,89,49,191
"Agric., ganadería, caza y silvicultura (111)",91,86,4,,1
"Industrias manufactureras (114)",57,54,3,,
"Construcción (116)",1,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",175,168,6,1,
"Comercio al por mayor (119)",7,6,1,,
"Comercio al por menor (120)",168,162,5,1,
"Hoteles y restaurantes (121)",104,101,3,,
"Trans., almac. y comunicaciones (122)",11,8,,1,2
"Activid.inmobil., empres. y alquileres (124)",12,9,,3,
"Admin.pub. y defensa; p. segur soc.afil (125)",39,,,,39
"Enseñanza (126)",272,66,64,35,107
"Servicios sociales y de salud (127)",48,8,4,2,34
"Otras activ. serv.comun.soc y personales (128)",19,13,1,2,3
"Hogares privados con servicio doméstico (129)",97,97,,,
"Actividad economica no especificada (131)",69,56,4,4,5
,,,,,
"RURAL (132)",11825,10928,487,94,316
"Agric., ganadería, caza y silvicultura (133)",10022,9666,296,7,53
"Explotación de minas y canteras (135)",15,,6,7,2
"Industrias manufactureras (136)",283,262,10,2,9
"Suministro de electricidad, gas y agua (137)",3,,,2,1
"Construcción (138)",215,88,43,47,37
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",182,173,4,2,3
"Venta, mant.y rep. veh.autom y motoc. (140)",4,3,,,1
"Comercio al por mayor (141)",19,15,2,,2
"Comercio al por menor (142)",159,155,2,2,
"Hoteles y restaurantes (143)",43,37,4,,2
"Trans., almac. y comunicaciones (144)",81,77,4,,
"Activid.inmobil., empres. y alquileres (146)",15,9,,3,3
"Admin.pub. y defensa; p. segur soc.afil (147)",81,,,,81
"Enseñanza (148)",365,146,111,21,87
"Servicios sociales y de salud (149)",45,20,1,,24
"Otras activ. serv.comun.soc y personales (150)",35,27,2,2,4
"Hogares privados con servicio doméstico (151)",179,179,,,
"Actividad economica no especificada (153)",261,244,6,1,10
"Hombres (154)",10379,9633,414,88,244
"Agric., ganadería, caza y silvicultura (155)",9351,9024,272,7,48
"Explotación de minas y canteras (157)",15,,6,7,2
"Industrias manufactureras (158)",131,113,8,2,8
"Suministro de electricidad, gas y agua (159)",3,,,2,1
"Construcción (160)",214,88,42,47,37
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",128,121,3,2,2
"Venta, mant.y rep. veh.autom y motoc. (162)",3,2,,,1
"Comercio al por mayor (163)",13,11,1,,1
"Comercio al por menor (164)",112,108,2,2,
"Hoteles y restaurantes (165)",4,3,1,,
"Trans., almac. y comunicaciones (166)",80,76,4,,
"Activid.inmobil., empres. y alquileres (168)",13,8,,3,2
"Admin.pub. y defensa; p. segur soc.afil (169)",71,,,,71
"Enseñanza (170)",226,79,74,15,58
"Servicios sociales y de salud (171)",22,16,,,6
"Otras activ. serv.comun.soc y personales (172)",22,15,1,2,4
"Hogares privados con servicio doméstico (173)",8,8,,,
"Actividad economica no especificada (175)",91,82,3,1,5
"Mujeres (176)",1446,1295,73,6,72
"Agric., ganadería, caza y silvicultura (177)",671,642,24,,5
"Industrias manufactureras (180)",152,149,2,,1
"Construcción (182)",1,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",54,52,1,,1
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",6,4,1,,1
"Comercio al por menor (186)",47,47,,,
"Hoteles y restaurantes (187)",39,34,3,,2
"Trans., almac. y comunicaciones (188)",1,1,,,
"Activid.inmobil., empres. y alquileres (190)",2,1,,,1
"Admin.pub. y defensa; p. segur soc.afil (191)",10,,,,10
"Enseñanza (192)",139,67,37,6,29
"Servicios sociales y de salud (193)",23,4,1,,18
"Otras activ. serv.comun.soc y personales (194)",13,12,1,,
"Hogares privados con servicio doméstico (195)",171,171,,,
"Actividad economica no especificada (197)",170,162,3,,5
