"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TAMBOPATA (000)",27095,26176,8163,4637,4141,2986,3529,1558,690,472,919,58534
"De 12 a 14 años (001)",2487,2458,2430,28,,,,,,,29,28
"De 15 a 19 años (002)",4341,4246,3396,715,118,11,6,,,,95,1008
"De 20 a 24 años (003)",4168,3832,1311,1641,688,160,28,4,,,336,3638
"De 25 a 29 años (004)",3641,3412,461,1093,1115,521,209,10,3,,229,5852
"De 30 a 34 años (005)",3013,2933,212,525,883,648,586,72,6,1,80,7246
"De 35 a 39 años (006)",2670,2619,128,297,578,628,753,206,27,2,51,8165
"De 40 a 44 años (007)",2124,2105,89,142,317,436,733,298,74,16,19,8015
"De 45 a 49 años (008)",1560,1546,43,82,211,273,478,297,130,32,14,6786
"De 50 y más años (009)",3091,3025,93,114,231,309,736,671,450,421,66,17796
"Sin nivel (010)",1473,1441,91,98,141,178,369,257,149,158,32,7331
"De 12 a 14 años (011)",19,19,18,1,,,,,,,,1
"De 15 a 19 años (012)",26,26,22,4,,,,,,,,4
"De 20 a 24 años (013)",40,36,11,17,5,3,,,,,4,36
"De 25 a 29 años (014)",41,38,2,6,15,8,7,,,,3,89
"De 30 a 34 años (015)",146,143,4,20,28,34,47,10,,,3,448
"De 35 a 39 años (016)",170,165,5,9,22,39,71,17,2,,5,617
"De 40 a 44 años (017)",149,146,5,8,14,19,50,39,7,4,3,671
"De 45 a 49 años (018)",175,174,3,11,16,22,52,37,22,11,1,902
"De 50 y más años (019)",707,694,21,22,41,53,142,154,118,143,13,4563
"Educacion Inicial (020)",53,48,12,8,7,8,8,4,1,,5,114
"De 12 a 14 años (021)",5,5,5,,,,,,,,,
"De 15 a 19 años (022)",8,8,6,1,1,,,,,,,3
