"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia MARISCAL CACERES (000)",47263,2463,5397,6323,5401,8117,7176,10089,2297
"Sabe leer y escribir (001)",41154,,3906,6214,5302,7865,6833,9188,1846
"No sabe leer y escribir (002)",6109,2463,1491,109,99,252,343,901,451
"Hombres (004)",25133,1237,2780,3285,2900,4249,3816,5724,1142
"Sabe leer y escribir (005)",22283,,1954,3231,2846,4143,3686,5418,1005
"No sabe leer y escribir (006)",2850,1237,826,54,54,106,130,306,137
"Mujeres (008)",22130,1226,2617,3038,2501,3868,3360,4365,1155
"Sabe leer y escribir (009)",18871,,1952,2983,2456,3722,3147,3770,841
"No sabe leer y escribir (010)",3259,1226,665,55,45,146,213,595,314
,,,,,,,,,
"URBANA (012)",29526,1372,3041,3853,3561,4949,4545,6606,1599
"Sabe leer y escribir (013)",26448,,2275,3806,3516,4845,4397,6225,1384
"No sabe leer y escribir (014)",3078,1372,766,47,45,104,148,381,215
"Hombres (016)",15119,685,1556,1955,1884,2472,2275,3539,753
"Sabe leer y escribir (017)",13695,,1137,1934,1858,2427,2219,3417,703
"No sabe leer y escribir (018)",1424,685,419,21,26,45,56,122,50
"Mujeres (020)",14407,687,1485,1898,1677,2477,2270,3067,846
"Sabe leer y escribir (021)",12753,,1138,1872,1658,2418,2178,2808,681
"No sabe leer y escribir (022)",1654,687,347,26,19,59,92,259,165
,,,,,,,,,
"RURAL (024)",17737,1091,2356,2470,1840,3168,2631,3483,698
"Sabe leer y escribir (025)",14706,,1631,2408,1786,3020,2436,2963,462
"No sabe leer y escribir (026)",3031,1091,725,62,54,148,195,520,236
"Hombres (028)",10014,552,1224,1330,1016,1777,1541,2185,389
"Sabe leer y escribir (029)",8588,,817,1297,988,1716,1467,2001,302
"No sabe leer y escribir (030)",1426,552,407,33,28,61,74,184,87
"Mujeres (032)",7723,539,1132,1140,824,1391,1090,1298,309
"Sabe leer y escribir (033)",6118,,814,1111,798,1304,969,962,160
"No sabe leer y escribir (034)",1605,539,318,29,26,87,121,336,149
