"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",7085,,,,1280,2612,1356,1659,178
"Superior no univ. completo (036)",11477,,,,,3554,2973,4439,511
"Superior univ. incompleto (037)",4791,,,,880,1843,800,1143,125
"Superior univ. completo (038)",7325,,,,,1986,1866,3086,387
"Hombres (040)",59506,2625,5544,6821,6166,11035,8225,15503,3587
"Sin nivel (041)",3972,2625,416,67,95,116,154,272,227
"Educación inicial (042)",1794,,1683,63,27,12,9,,
"Primaria (043)",16154,,3445,4227,664,1259,1276,3303,1980
"Secundaria (044)",21991,,,2464,4369,4626,3400,6432,700
"Superior no univ. incompleto (045)",3585,,,,565,1230,687,992,111
"Superior no univ. completo (046)",5515,,,,,1836,1360,2049,270
"Superior univ. incompleto (047)",2584,,,,446,919,393,744,82
"Superior univ. completo (048)",3911,,,,,1037,946,1711,217
"Mujeres (050)",59336,2529,5452,6440,6153,11090,8926,14978,3768
"Sin nivel (051)",4463,2529,349,44,45,133,187,601,575
"Educación inicial (052)",1773,,1671,44,20,26,12,,
"Primaria (053)",19003,,3432,4008,678,1510,2141,5018,2216
"Secundaria (054)",19014,,,2344,4261,4448,2977,4528,456
"Superior no univ. incompleto (055)",3500,,,,715,1382,669,667,67
"Superior no univ. completo (056)",5962,,,,,1718,1613,2390,241
"Superior univ. incompleto (057)",2207,,,,434,924,407,399,43
"Superior univ. completo (058)",3414,,,,,949,920,1375,170
,,,,,,,,,
"RURAL (060)",2364,100,201,228,254,543,381,544,113
"Sin nivel (061)",216,100,29,5,3,14,8,37,20
"Educación inicial (062)",57,,57,,,,,,
"Primaria (063)",1141,,115,184,102,248,139,284,69
"Secundaria (064)",543,,,39,136,175,98,88,7
"Superior no univ. incompleto (065)",69,,,,7,21,19,18,4
"Superior no univ. completo (066)",94,,,,,28,38,26,2
"Superior univ. incompleto (067)",50,,,,6,14,16,14,
"Superior univ. completo (068)",194,,,,,43,63,77,11
"Hombres (070)",1307,48,101,119,145,282,227,316,69
"Sin nivel (071)",99,48,17,1,2,6,3,13,9
"Educación inicial (072)",32,,32,,,,,,
"Primaria (073)",594,,52,99,53,119,71,160,40
"Secundaria (074)",371,,,19,85,112,76,73,6
"Superior no univ. incompleto (075)",36,,,,2,11,11,9,3
"Superior no univ. completo (076)",39,,,,,12,18,8,1
"Superior univ. incompleto (077)",27,,,,3,6,9,9,
"Superior univ. completo (078)",109,,,,,16,39,44,10
"Mujeres (080)",1057,52,100,109,109,261,154,228,44
"Sin nivel (081)",117,52,12,4,1,8,5,24,11
"Educación inicial (082)",25,,25,,,,,,
"Primaria (083)",547,,63,85,49,129,68,124,29
"Secundaria (084)",172,,,20,51,63,22,15,1
"Superior no univ. incompleto (085)",33,,,,5,10,8,9,1
"Superior no univ. completo (086)",55,,,,,16,20,18,1
"Superior univ. incompleto (087)",23,,,,3,8,7,5,
"Superior univ. completo (088)",85,,,,,27,24,33,1
