"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia BARRANCA (000)",39073,344,1258,2904,4859,7441,11312,10955
"De 12 a 14 años (001)",52,,,,,,2,50
"De 15 a 19 años (002)",971,,,,,,540,431
"De 20 a 24 años (003)",4047,,,,,10,2072,1965
"De 25 a 29 años (004)",5028,,,,,308,2754,1966
"De 30 a 34 años (005)",4722,,,,,803,2562,1357
"De 35 a 39 años (006)",4551,,,,72,1531,1926,1022
"De 40 a 44 años (007)",4034,,,,371,1748,1076,839
"De 45 a 49 años (008)",3329,,,30,808,1496,352,643
"De 50 y más años (009)",12339,344,1258,2874,3608,1545,28,2682
"Conviviente (010)",13696,13,81,273,862,2663,6531,3273
"De 12 a 14 años (011)",36,,,,,,2,34
"De 15 a 19 años (012)",713,,,,,,398,315
"De 20 a 24 años (013)",2160,,,,,4,1413,743
"De 25 a 29 años (014)",2611,,,,,174,1773,664
"De 30 a 34 años (015)",2283,,,,,408,1432,443
"De 35 a 39 años (016)",1921,,,,29,655,905,332
"De 40 a 44 años (017)",1410,,,,114,612,462,222
"De 45 a 49 años (018)",922,,,8,187,437,136,154
"De 50 y más años (019)",1640,13,81,265,532,373,10,366
"Separado(a) (020)",2956,13,60,186,444,744,763,746
"De 12 a 14 años (021)",3,,,,,,,3
"De 15 a 19 años (022)",79,,,,,,44,35
"De 20 a 24 años (023)",241,,,,,3,155,83
"De 25 a 29 años (024)",330,,,,,38,185,107
"De 30 a 34 años (025)",364,,,,,86,180,98
"De 35 a 39 años (026)",380,,,,7,174,113,86
"De 40 a 44 años (027)",361,,,,52,164,63,82
"De 45 a 49 años (028)",329,,,4,95,143,22,65
"De 50 y más años (029)",869,13,60,182,290,136,1,187
"Casado(a) (030)",13975,73,508,1589,2819,3294,3129,2563
"De 12 a 14 años (031)",6,,,,,,,6
"De 15 a 19 años (032)",54,,,,,,18,36
"De 20 a 24 años (033)",374,,,,,,242,132
"De 25 a 29 años (034)",872,,,,,51,577,244
"De 30 a 34 años (035)",1310,,,,,198,798,314
"De 35 a 39 años (036)",1659,,,,27,552,807,273
"De 40 a 44 años (037)",1759,,,,171,820,504,264
"De 45 a 49 años (038)",1620,,,14,422,801,167,216
"De 50 y más años (039)",6321,73,508,1575,2199,872,16,1078
"Viudo(a) (040)",3146,229,560,754,535,270,65,733
"De 15 a 19 años (042)",4,,,,,,,4
"De 20 a 24 años (043)",7,,,,,,6,1
"De 25 a 29 años (044)",13,,,,,1,7,5
"De 30 a 34 años (045)",42,,,,,13,15,14
"De 35 a 39 años (046)",43,,,,2,22,13,6
"De 40 a 44 años (047)",86,,,,10,47,12,17
