"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CAÑETE (000)",2977,30,1559,832,449,107
"Conviviente (001)",711,1,333,283,82,12
"Separado(a) (002)",115,,28,44,39,4
"Casado(a) (003)",620,,81,232,238,69
"Viudo(a) (004)",38,,1,9,17,11
"Divorciado(a) (005)",11,,,6,4,1
"Soltero(a) (006)",1482,29,1116,258,69,10
"Hombres (008)",1980,19,985,546,345,85
"Conviviente (009)",467,1,197,192,68,9
"Separado(a) (010)",54,,11,16,25,2
"Casado(a) (011)",456,,44,159,192,61
"Viudo(a) (012)",12,,,1,6,5
"Divorciado(a) (013)",5,,,2,3,
"Soltero(a) (014)",986,18,733,176,51,8
"Mujeres (016)",997,11,574,286,104,22
"Conviviente (017)",244,,136,91,14,3
"Separado(a) (018)",61,,17,28,14,2
"Casado(a) (019)",164,,37,73,46,8
"Viudo(a) (020)",26,,1,8,11,6
"Divorciado(a) (021)",6,,,4,1,1
"Soltero(a) (022)",496,11,383,82,18,2
,,,,,,
"AREA URBANA (024)",2660,28,1389,751,400,92
"Conviviente (025)",642,1,302,259,70,10
"Separado(a) (026)",107,,26,41,36,4
"Casado(a) (027)",550,,72,208,213,57
"Viudo(a) (028)",36,,1,9,16,10
"Divorciado(a) (029)",9,,,6,2,1
"Soltero(a) (030)",1316,27,988,228,63,10
"Hombres (032)",1766,18,884,487,304,73
"Conviviente (033)",417,1,179,174,56,7
"Separado(a) (034)",50,,11,15,22,2
"Casado(a) (035)",404,,37,142,173,52
"Viudo(a) (036)",11,,,1,6,4
"Divorciado(a) (037)",3,,,2,1,
"Soltero(a) (038)",881,17,657,153,46,8
"Mujeres (040)",894,10,505,264,96,19
"Conviviente (041)",225,,123,85,14,3
"Separado(a) (042)",57,,15,26,14,2
"Casado(a) (043)",146,,35,66,40,5
"Viudo(a) (044)",25,,1,8,10,6
"Divorciado(a) (045)",6,,,4,1,1
"Soltero(a) (046)",435,10,331,75,17,2
,,,,,,
"AREA RURAL (048)",317,2,170,81,49,15
"Conviviente (049)",69,,31,24,12,2
"Separado(a) (050)",8,,2,3,3,
"Casado(a) (051)",70,,9,24,25,12
"Viudo(a) (052)",2,,,,1,1
"Divorciado(a) (053)",2,,,,2,
"Soltero(a) (054)",166,2,128,30,6,
"Hombres (056)",214,1,101,59,41,12
"Conviviente (057)",50,,18,18,12,2
"Separado(a) (058)",4,,,1,3,
"Casado(a) (059)",52,,7,17,19,9
"Viudo(a) (060)",1,,,,,1
"Divorciado(a) (061)",2,,,,2,
"Soltero(a) (062)",105,1,76,23,5,
"Mujeres (064)",103,1,69,22,8,3
"Conviviente (065)",19,,13,6,,
"Separado(a) (066)",4,,2,2,,
"Casado(a) (067)",18,,2,7,6,3
"Viudo(a) (068)",1,,,,1,
"Soltero(a) (070)",61,1,52,7,1,
