"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Explotación de minas y canteras (047)",1,,,1,,,,,
"Industrias manufactureras (048)",128,12,,63,44,2,4,1,2
"Suministro de electricidad, gas y agua (049)",3,,,,,,1,1,1
"Construcción (050)",15,,,4,7,,1,1,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",983,118,5,335,398,44,38,16,29
"Venta, mant.y rep. veh.autom.y motoc. (052)",8,,,3,5,,,,
"Comercio al por mayor (053)",35,2,,8,16,1,3,2,3
"Comercio al por menor (054)",940,116,5,324,377,43,35,14,26
"Hoteles y restaurantes (055)",428,63,,156,168,14,11,7,9
"Trans., almac. y comunicaciones (056)",19,,,,7,3,6,2,1
"Intermediación financiera (057)",7,,,,,,1,3,3
"Activid.inmobil., empres. y de alquiler (058)",36,,,3,10,2,11,1,9
"Admin.pub. y defensa; p. segur.soc.afil (059)",113,3,,6,25,18,26,10,25
"Enseñanza (060)",472,,,,35,27,105,18,287
"Servicios sociales y de salud (061)",147,2,,8,20,6,40,5,66
"Otras activ. serv.comun.soc y personales (062)",71,19,,19,17,3,9,2,2
"Hogares privados con servicio doméstico (063)",216,37,,93,81,2,3,,
"Actividad economica no especificada (065)",388,101,,185,76,10,7,2,7
,,,,,,,,,
"URBANA (066)",8593,750,13,2826,3186,302,516,226,774
"Agric., ganadería, caza y silvicultura (067)",4372,548,9,1998,1647,63,43,24,40
"Explotación de minas y canteras (069)",18,,,2,9,2,2,1,2
"Industrias manufactureras (070)",278,4,,79,155,11,14,7,8
"Suministro de electricidad, gas y agua (071)",51,,,1,20,4,11,3,12
"Construcción (072)",281,6,,67,140,13,20,13,22
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1087,80,4,284,487,67,74,38,53
"Venta, mant.y rep. veh.autom.y motoc. (074)",60,,,15,30,9,1,1,4
"Comercio al por mayor (075)",67,1,,9,31,4,5,8,9
"Comercio al por menor (076)",960,79,4,260,426,54,68,29,40
"Hoteles y restaurantes (077)",343,33,,119,140,17,16,10,8
"Trans., almac. y comunicaciones (078)",292,1,,47,185,15,24,11,9
"Intermediación financiera (079)",12,,,,1,,1,4,6
"Activid.inmobil., empres. y de alquiler (080)",148,2,,10,55,17,19,16,29
"Admin.pub. y defensa; p. segur.soc.afil (081)",390,6,,17,105,39,74,54,95
"Enseñanza (082)",628,,,1,46,29,131,32,389
"Servicios sociales y de salud (083)",168,,,5,12,7,58,5,81
"Otras activ. serv.comun.soc y personales (084)",123,14,,33,40,6,13,6,11
"Hogares privados con servicio doméstico (085)",154,25,,67,57,2,3,,
"Actividad economica no especificada (087)",248,31,,96,87,10,13,2,9
"Hombres (088)",5299,239,6,1628,2313,186,304,169,454
"Agric., ganadería, caza y silvicultura (089)",2911,201,6,1256,1317,46,32,20,33
"Explotación de minas y canteras (091)",18,,,2,9,2,2,1,2
"Industrias manufactureras (092)",227,3,,56,137,9,10,6,6
"Suministro de electricidad, gas y agua (093)",48,,,1,20,4,10,2,11
"Construcción (094)",270,6,,64,135,13,19,12,21
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",458,9,,94,231,31,39,26,28
"Venta, mant.y rep. veh.autom.y motoc. (096)",53,,,12,26,9,1,1,4
"Comercio al por mayor (097)",43,,,4,22,3,2,6,6
"Comercio al por menor (098)",362,9,,78,183,19,36,19,18
"Hoteles y restaurantes (099)",67,2,,19,33,4,5,3,1
"Trans., almac. y comunicaciones (100)",276,1,,47,180,13,18,9,8
"Intermediación financiera (101)",6,,,,1,,,2,3
"Activid.inmobil., empres. y de alquiler (102)",118,2,,7,45,15,11,15,23
"Admin.pub. y defensa; p. segur.soc.afil (103)",299,3,,12,89,25,51,47,72
"Enseñanza (104)",319,,,1,24,14,67,19,194
"Servicios sociales y de salud (105)",76,,,2,2,3,28,2,39
"Otras activ. serv.comun.soc y personales (106)",72,3,,20,29,3,4,4,9
"Hogares privados con servicio doméstico (107)",18,2,,6,8,1,1,,
"Actividad economica no especificada (109)",116,7,,41,53,3,7,1,4
"Mujeres (110)",3294,511,7,1198,873,116,212,57,320
"Agric., ganadería, caza y silvicultura (111)",1461,347,3,742,330,17,11,4,7
"Industrias manufactureras (114)",51,1,,23,18,2,4,1,2
"Suministro de electricidad, gas y agua (115)",3,,,,,,1,1,1
"Construcción (116)",11,,,3,5,,1,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",629,71,4,190,256,36,35,12,25
"Venta, mant.y rep. veh.autom.y motoc. (118)",7,,,3,4,,,,
"Comercio al por mayor (119)",24,1,,5,9,1,3,2,3
"Comercio al por menor (120)",598,70,4,182,243,35,32,10,22
"Hoteles y restaurantes (121)",276,31,,100,107,13,11,7,7
"Trans., almac. y comunicaciones (122)",16,,,,5,2,6,2,1
"Intermediación financiera (123)",6,,,,,,1,2,3
"Activid.inmobil., empres. y de alquiler (124)",30,,,3,10,2,8,1,6
"Admin.pub. y defensa; p. segur.soc.afil (125)",91,3,,5,16,14,23,7,23
"Enseñanza (126)",309,,,,22,15,64,13,195
"Servicios sociales y de salud (127)",92,,,3,10,4,30,3,42
"Otras activ. serv.comun.soc y personales (128)",51,11,,13,11,3,9,2,2
"Hogares privados con servicio doméstico (129)",136,23,,61,49,1,2,,
"Actividad economica no especificada (131)",132,24,,55,34,7,6,1,5
,,,,,,,,,
"RURAL (132)",22238,3654,38,10829,6847,219,236,83,332
"Agric., ganadería, caza y silvicultura (133)",19668,3408,36,10073,5888,109,72,40,42
"Pesca (134)",7,,,5,2,,,,
"Explotación de minas y canteras (135)",21,,,5,14,1,,1,
"Industrias manufactureras (136)",177,16,,81,74,5,1,,
"Suministro de electricidad, gas y agua (137)",4,,,1,2,1,,,
"Construcción (138)",226,12,,82,105,9,7,2,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",627,55,1,219,293,23,12,11,13
"Venta, mant.y rep. veh.autom.y motoc. (140)",18,,,2,14,1,1,,
"Comercio al por mayor (141)",29,1,,9,17,1,,1,
"Comercio al por menor (142)",580,54,1,208,262,21,11,10,13
"Hoteles y restaurantes (143)",180,34,,62,79,2,,,3
"Trans., almac. y comunicaciones (144)",172,4,,37,115,6,6,4,
"Intermediación financiera (145)",1,,,,,,,1,
"Activid.inmobil., empres. y de alquiler (146)",43,,,6,20,4,4,2,7
"Admin.pub. y defensa; p. segur.soc.afil (147)",100,2,,11,54,10,7,4,12
"Enseñanza (148)",378,,,,35,31,98,12,202
"Servicios sociales y de salud (149)",101,2,,5,20,8,22,4,40
"Otras activ. serv.comun.soc y personales (150)",46,9,,13,17,3,1,1,2
"Hogares privados con servicio doméstico (151)",87,16,,35,34,1,1,,
"Actividad economica no especificada (153)",400,96,1,194,95,6,5,1,2
"Hombres (154)",16388,1990,23,7964,5809,175,166,65,196
"Agric., ganadería, caza y silvicultura (155)",15012,1935,22,7625,5195,97,64,38,36
"Pesca (156)",7,,,5,2,,,,
"Explotación de minas y canteras (157)",20,,,4,14,1,,1,
"Industrias manufactureras (158)",100,5,,41,48,5,1,,
"Suministro de electricidad, gas y agua (159)",4,,,1,2,1,,,
"Construcción (160)",222,12,,81,103,9,7,2,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",273,8,,74,151,15,9,7,9
"Venta, mant.y rep. veh.autom.y motoc. (162)",17,,,2,13,1,1,,
"Comercio al por mayor (163)",18,,,6,10,1,,1,
"Comercio al por menor (164)",238,8,,66,128,13,8,6,9
"Hoteles y restaurantes (165)",28,2,,6,18,1,,,1
"Trans., almac. y comunicaciones (166)",169,4,,37,113,5,6,4,
"Activid.inmobil., empres. y de alquiler (168)",37,,,6,20,4,1,2,4
"Admin.pub. y defensa; p. segur.soc.afil (169)",78,2,,10,45,6,4,1,10
"Enseñanza (170)",215,,,,22,19,57,7,110
"Servicios sociales y de salud (171)",46,,,,10,6,12,2,16
"Otras activ. serv.comun.soc y personales (172)",26,1,,7,11,3,1,1,2
"Hogares privados con servicio doméstico (173)",7,2,,3,2,,,,
"Actividad economica no especificada (175)",144,19,1,64,53,3,4,,
"Mujeres (176)",5850,1664,15,2865,1038,44,70,18,136
"Agric., ganadería, caza y silvicultura (177)",4656,1473,14,2448,693,12,8,2,6
"Explotación de minas y canteras (179)",1,,,1,,,,,
"Industrias manufactureras (180)",77,11,,40,26,,,,
"Construcción (182)",4,,,1,2,,,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",354,47,1,145,142,8,3,4,4
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,1,,,,
"Comercio al por mayor (185)",11,1,,3,7,,,,
"Comercio al por menor (186)",342,46,1,142,134,8,3,4,4
"Hoteles y restaurantes (187)",152,32,,56,61,1,,,2
"Trans., almac. y comunicaciones (188)",3,,,,2,1,,,
"Intermediación financiera (189)",1,,,,,,,1,
"Activid.inmobil., empres. y de alquiler (190)",6,,,,,,3,,3
"Admin.pub. y defensa; p. segur.soc.afil (191)",22,,,1,9,4,3,3,2
"Enseñanza (192)",163,,,,13,12,41,5,92
"Servicios sociales y de salud (193)",55,2,,5,10,2,10,2,24
"Otras activ. serv.comun.soc y personales (194)",20,8,,6,6,,,,
"Hogares privados con servicio doméstico (195)",80,14,,32,32,1,1,,
"Actividad economica no especificada (197)",256,77,,130,42,3,1,1,2
