"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia JAUJA (000)",28936,5304,6702,12245,483,3799,403
"Agric., ganadería, caza y silvicultura (001)",12392,38,4214,4864,244,3032,
"Pesca (002)",21,1,12,7,1,,
"Explotación de minas y canteras (003)",656,79,562,9,5,1,
"Industrias manufactureras (004)",1604,83,504,909,33,75,
"Suministro de electricidad, gas y agua (005)",53,25,27,1,,,
"Construcción (006)",1148,39,724,336,32,17,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",4298,527,136,3105,90,440,
"Venta, mant.y rep. veh.autom.y motoc. (008)",394,63,97,191,22,21,
"Comercio al por mayor (009)",206,53,9,114,7,23,
"Comercio al por menor (010)",3698,411,30,2800,61,396,
"Hoteles y restaurantes (011)",1169,228,67,778,28,68,
"Trans., almac. y comunicaciones (012)",1860,330,241,1239,17,33,
"Intermediación financiera (013)",46,45,1,,,,
"Activid.inmobil., empres. y alquileres (014)",654,430,50,157,11,6,
"Admin.pub. y defensa; p. segur.soc.afil (015)",848,765,83,,,,
"Enseñanza (016)",1981,1906,2,69,3,1,
"Servicios sociales y de salud (017)",562,484,4,71,1,2,
"Otras activ. serv.comun.soc y personales (018)",786,239,36,480,13,18,
"Hogares privados con servicio doméstico (019)",403,,,,,,403
"Actividad economica no especificada (021)",455,85,39,220,5,106,
"Hombres (022)",17920,2873,4961,7889,354,1818,25
"Agric., ganadería, caza y silvicultura (023)",8095,30,2702,3626,185,1552,
"Pesca (024)",19,1,10,7,1,,
"Explotación de minas y canteras (025)",636,74,550,6,5,1,
"Industrias manufactureras (026)",1208,48,408,683,23,46,
"Suministro de electricidad, gas y agua (027)",48,23,24,1,,,
"Construcción (028)",1119,33,707,331,32,16,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1910,280,133,1300,61,136,
"Venta, mant.y rep. veh.autom.y motoc. (030)",369,57,96,181,21,14,
"Comercio al por mayor (031)",94,25,9,51,4,5,
"Comercio al por menor (032)",1447,198,28,1068,36,117,
"Hoteles y restaurantes (033)",312,90,28,167,12,15,
"Trans., almac. y comunicaciones (034)",1750,276,235,1201,15,23,
"Intermediación financiera (035)",21,20,1,,,,
"Activid.inmobil., empres. y alquileres (036)",474,299,41,122,8,4,
"Admin.pub. y defensa; p. segur.soc.afil (037)",534,469,65,,,,
"Enseñanza (038)",949,905,2,40,2,,
"Servicios sociales y de salud (039)",175,122,,52,1,,
"Otras activ. serv.comun.soc y personales (040)",492,160,23,292,9,8,
"Hogares privados con servicio doméstico (041)",25,,,,,,25
"Actividad economica no especificada (043)",153,43,32,61,,17,
"Mujeres (044)",11016,2431,1741,4356,129,1981,378
"Agric., ganadería, caza y silvicultura (045)",4297,8,1512,1238,59,1480,
"Pesca (046)",2,,2,,,,
"Explotación de minas y canteras (047)",20,5,12,3,,,
"Industrias manufactureras (048)",396,35,96,226,10,29,
"Suministro de electricidad, gas y agua (049)",5,2,3,,,,
"Construcción (050)",29,6,17,5,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",2388,247,3,1805,29,304,
"Venta, mant.y rep. veh.autom.y motoc. (052)",25,6,1,10,1,7,
"Comercio al por mayor (053)",112,28,,63,3,18,
"Comercio al por menor (054)",2251,213,2,1732,25,279,
"Hoteles y restaurantes (055)",857,138,39,611,16,53,
"Trans., almac. y comunicaciones (056)",110,54,6,38,2,10,
"Intermediación financiera (057)",25,25,,,,,
"Activid.inmobil., empres. y alquileres (058)",180,131,9,35,3,2,
"Admin.pub. y defensa; p. segur.soc.afil (059)",314,296,18,,,,
"Enseñanza (060)",1032,1001,,29,1,1,
"Servicios sociales y de salud (061)",387,362,4,19,,2,
"Otras activ. serv.comun.soc y personales (062)",294,79,13,188,4,10,
"Hogares privados con servicio doméstico (063)",378,,,,,,378
"Actividad economica no especificada (065)",302,42,7,159,5,89,
,,,,,,,
"URBANA (066)",20631,4819,4325,8887,358,1914,328
"Agric., ganadería, caza y silvicultura (067)",6171,32,2438,2280,150,1271,
"Pesca (068)",13,,7,6,,,
"Explotación de minas y canteras (069)",354,68,279,2,5,,
"Industrias manufactureras (070)",1338,76,425,743,28,66,
"Suministro de electricidad, gas y agua (071)",46,23,22,1,,,
"Construcción (072)",996,35,620,298,28,15,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",3917,487,119,2838,80,393,
"Venta, mant.y rep. veh.autom.y motoc. (074)",332,51,83,161,19,18,
"Comercio al por mayor (075)",200,52,9,111,7,21,
"Comercio al por menor (076)",3385,384,27,2566,54,354,
"Hoteles y restaurantes (077)",1054,196,56,727,24,51,
"Trans., almac. y comunicaciones (078)",1622,292,185,1102,17,26,
"Intermediación financiera (079)",46,45,1,,,,
"Activid.inmobil., empres. y alquileres (080)",567,365,40,148,9,5,
"Admin.pub. y defensa; p. segur.soc.afil (081)",771,695,76,,,,
"Enseñanza (082)",1828,1769,1,54,3,1,
"Servicios sociales y de salud (083)",528,455,4,67,1,1,
"Otras activ. serv.comun.soc y personales (084)",706,212,26,453,8,7,
"Hogares privados con servicio doméstico (085)",328,,,,,,328
"Actividad economica no especificada (087)",346,69,26,168,5,78,
"Hombres (088)",12296,2557,3220,5389,262,849,19
"Agric., ganadería, caza y silvicultura (089)",3928,25,1521,1635,116,631,
"Pesca (090)",11,,5,6,,,
"Explotación de minas y canteras (091)",344,64,273,2,5,,
"Industrias manufactureras (092)",992,42,344,545,20,41,
"Suministro de electricidad, gas y agua (093)",41,21,19,1,,,
"Construcción (094)",969,29,604,294,28,14,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1714,256,117,1170,53,118,
"Venta, mant.y rep. veh.autom.y motoc. (096)",308,45,82,152,18,11,
"Comercio al por mayor (097)",90,25,9,48,4,4,
"Comercio al por menor (098)",1316,186,26,970,31,103,
"Hoteles y restaurantes (099)",282,80,25,155,11,11,
"Trans., almac. y comunicaciones (100)",1517,239,180,1066,15,17,
"Intermediación financiera (101)",21,20,1,,,,
"Activid.inmobil., empres. y alquileres (102)",404,244,34,116,6,4,
"Admin.pub. y defensa; p. segur.soc.afil (103)",481,422,59,,,,
"Enseñanza (104)",857,824,1,30,2,,
"Servicios sociales y de salud (105)",166,115,,50,1,,
"Otras activ. serv.comun.soc y personales (106)",436,140,15,272,5,4,
"Hogares privados con servicio doméstico (107)",19,,,,,,19
"Actividad economica no especificada (109)",114,36,22,47,,9,
"Mujeres (110)",8335,2262,1105,3498,96,1065,309
"Agric., ganadería, caza y silvicultura (111)",2243,7,917,645,34,640,
"Pesca (112)",2,,2,,,,
"Explotación de minas y canteras (113)",10,4,6,,,,
"Industrias manufactureras (114)",346,34,81,198,8,25,
"Suministro de electricidad, gas y agua (115)",5,2,3,,,,
"Construcción (116)",27,6,16,4,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2203,231,2,1668,27,275,
