"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Servicios sociales y de salud (039)",589,204,39,25,321
"Otras activ. serv.comun.soc y personales (040)",1055,595,144,174,142
"Hogares privados con servicio doméstico (041)",168,168,,,
"Organiz. y organos extraterritoriales (042)",2,,,2,
"Actividad economica no especificada (043)",1294,622,164,189,319
"Mujeres (044)",26457,13619,1991,3482,7365
"Agric., ganadería, caza y silvicultura (045)",3050,1505,260,482,803
"Pesca (046)",17,4,1,1,11
"Explotación de minas y canteras (047)",24,3,1,1,19
"Industrias manufactureras (048)",6208,1010,236,941,4021
"Suministro de electricidad, gas y agua (049)",16,6,1,3,6
"Construcción (050)",98,51,14,16,17
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",6564,5958,363,160,83
"Venta, mant.y rep. veh.autom y motoc. (052)",102,78,16,5,3
"Comercio al por mayor (053)",481,300,48,53,80
"Comercio al por menor (054)",5981,5580,299,102,
"Hoteles y restaurantes (055)",1719,1417,178,90,34
"Trans., almac. y comunicaciones (056)",257,159,32,30,36
"Intermediación financiera (057)",177,13,19,115,30
"Activid.inmobil., empres. y alquileres (058)",783,336,116,148,183
"Admin.pub. y defensa; p. segur soc.afil (059)",525,,,,525
"Enseñanza (060)",2955,419,594,1288,654
"Servicios sociales y de salud (061)",970,188,41,41,700
"Otras activ. serv.comun.soc y personales (062)",721,509,77,78,57
"Hogares privados con servicio doméstico (063)",1445,1445,,,
"Organiz. y organos extraterritoriales (064)",1,,,1,
"Actividad economica no especificada (065)",927,596,58,87,186
,,,,,
"URBANA (066)",67495,35236,6217,8486,17556
"Agric., ganadería, caza y silvicultura (067)",7440,3744,879,996,1821
"Pesca (068)",415,219,28,82,86
"Explotación de minas y canteras (069)",444,25,13,22,384
"Industrias manufactureras (070)",14394,3149,765,2160,8320
"Suministro de electricidad, gas y agua (071)",161,44,9,56,52
"Construcción (072)",5329,3694,832,464,339
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",13150,11240,988,539,383
"Venta, mant.y rep. veh.autom y motoc. (074)",1464,1036,207,90,131
"Comercio al por mayor (075)",1247,671,149,175,252
"Comercio al por menor (076)",10439,9533,632,274,
"Hoteles y restaurantes (077)",2513,1951,325,184,53
"Trans., almac. y comunicaciones (078)",6393,5008,468,424,493
"Intermediación financiera (079)",368,37,40,216,75
"Activid.inmobil., empres. y alquileres (080)",3268,1472,441,613,742
"Admin.pub. y defensa; p. segur soc.afil (081)",1826,,,,1826
"Enseñanza (082)",4972,548,936,2172,1316
"Servicios sociales y de salud (083)",1519,379,79,62,999
"Otras activ. serv.comun.soc y personales (084)",1703,1071,210,236,186
"Hogares privados con servicio doméstico (085)",1519,1519,,,
"Organiz. y organos extraterritoriales (086)",3,,,3,
"Actividad economica no especificada (087)",2078,1136,204,257,481
"Hombres (088)",43318,22900,4390,5294,10734
"Agric., ganadería, caza y silvicultura (089)",5809,3109,714,717,1269
"Pesca (090)",398,215,27,81,75
"Explotación de minas y canteras (091)",424,22,13,21,368
"Industrias manufactureras (092)",8468,2158,543,1255,4512
"Suministro de electricidad, gas y agua (093)",145,38,8,53,46
"Construcción (094)",5232,3643,818,449,322
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",6767,5445,636,383,303
"Venta, mant.y rep. veh.autom y motoc. (096)",1364,960,191,85,128
"Comercio al por mayor (097)",782,382,102,123,175
"Comercio al por menor (098)",4621,4103,343,175,
"Hoteles y restaurantes (099)",864,589,155,98,22
"Trans., almac. y comunicaciones (100)",6141,4852,437,394,458
"Intermediación financiera (101)",191,24,21,101,45
"Activid.inmobil., empres. y alquileres (102)",2509,1141,336,467,565
"Admin.pub. y defensa; p. segur soc.afil (103)",1323,,,,1323
"Enseñanza (104)",2104,160,358,915,671
"Servicios sociales y de salud (105)",575,196,38,24,317
"Otras activ. serv.comun.soc y personales (106)",1006,578,135,162,131
"Hogares privados con servicio doméstico (107)",152,152,,,
"Organiz. y organos extraterritoriales (108)",2,,,2,
"Actividad economica no especificada (109)",1208,578,151,172,307
"Mujeres (110)",24177,12336,1827,3192,6822
"Agric., ganadería, caza y silvicultura (111)",1631,635,165,279,552
"Pesca (112)",17,4,1,1,11
"Explotación de minas y canteras (113)",20,3,,1,16
"Industrias manufactureras (114)",5926,991,222,905,3808
"Suministro de electricidad, gas y agua (115)",16,6,1,3,6
"Construcción (116)",97,51,14,15,17
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",6383,5795,352,156,80
"Venta, mant.y rep. veh.autom y motoc. (118)",100,76,16,5,3
"Comercio al por mayor (119)",465,289,47,52,77
"Comercio al por menor (120)",5818,5430,289,99,
"Hoteles y restaurantes (121)",1649,1362,170,86,31
"Trans., almac. y comunicaciones (122)",252,156,31,30,35
"Intermediación financiera (123)",177,13,19,115,30
"Activid.inmobil., empres. y alquileres (124)",759,331,105,146,177
"Admin.pub. y defensa; p. segur soc.afil (125)",503,,,,503
"Enseñanza (126)",2868,388,578,1257,645
"Servicios sociales y de salud (127)",944,183,41,38,682
"Otras activ. serv.comun.soc y personales (128)",697,493,75,74,55
"Hogares privados con servicio doméstico (129)",1367,1367,,,
"Organiz. y organos extraterritoriales (130)",1,,,1,
"Actividad economica no especificada (131)",870,558,53,85,174
,,,,,
"RURAL (132)",7823,3987,854,1088,1894
"Agric., ganadería, caza y silvicultura (133)",5196,2907,579,721,989
"Pesca (134)",24,14,1,3,6
"Explotación de minas y canteras (135)",27,3,4,,20
"Industrias manufactureras (136)",793,75,40,125,553
"Suministro de electricidad, gas y agua (137)",2,,,1,1
"Construcción (138)",174,90,49,18,17
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",406,306,41,26,33
"Venta, mant.y rep. veh.autom y motoc. (140)",58,27,14,6,11
"Comercio al por mayor (141)",72,29,7,14,22
"Comercio al por menor (142)",276,250,20,6,
"Hoteles y restaurantes (143)",107,79,15,9,4
"Trans., almac. y comunicaciones (144)",280,182,25,44,29
"Intermediación financiera (145)",1,,1,,
"Activid.inmobil., empres. y alquileres (146)",243,68,37,42,96
"Admin.pub. y defensa; p. segur soc.afil (147)",60,,,,60
"Enseñanza (148)",160,41,32,60,27
"Servicios sociales y de salud (149)",40,13,1,4,22
"Otras activ. serv.comun.soc y personales (150)",73,33,11,16,13
"Hogares privados con servicio doméstico (151)",94,94,,,
"Actividad economica no especificada (153)",143,82,18,19,24
"Hombres (154)",5543,2704,690,798,1351
"Agric., ganadería, caza y silvicultura (155)",3777,2037,484,518,738
"Pesca (156)",24,14,1,3,6
"Explotación de minas y canteras (157)",23,3,3,,17
"Industrias manufactureras (158)",511,56,26,89,340
"Suministro de electricidad, gas y agua (159)",2,,,1,1
"Construcción (160)",173,90,49,17,17
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",225,143,30,22,30
"Venta, mant.y rep. veh.autom y motoc. (162)",56,25,14,6,11
"Comercio al por mayor (163)",56,18,6,13,19
"Comercio al por menor (164)",113,100,10,3,
"Hoteles y restaurantes (165)",37,24,7,5,1
"Trans., almac. y comunicaciones (166)",275,179,24,44,28
"Intermediación financiera (167)",1,,1,,
"Activid.inmobil., empres. y alquileres (168)",219,63,26,40,90
"Admin.pub. y defensa; p. segur soc.afil (169)",38,,,,38
"Enseñanza (170)",73,10,16,29,18
"Servicios sociales y de salud (171)",14,8,1,1,4
"Otras activ. serv.comun.soc y personales (172)",49,17,9,12,11
"Hogares privados con servicio doméstico (173)",16,16,,,
"Actividad economica no especificada (175)",86,44,13,17,12
"Mujeres (176)",2280,1283,164,290,543
"Agric., ganadería, caza y silvicultura (177)",1419,870,95,203,251
"Explotación de minas y canteras (179)",4,,1,,3
"Industrias manufactureras (180)",282,19,14,36,213
"Construcción (182)",1,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",181,163,11,4,3
"Venta, mant.y rep. veh.autom y motoc. (184)",2,2,,,
"Comercio al por mayor (185)",16,11,1,1,3
"Comercio al por menor (186)",163,150,10,3,
"Hoteles y restaurantes (187)",70,55,8,4,3
"Trans., almac. y comunicaciones (188)",5,3,1,,1
"Activid.inmobil., empres. y alquileres (190)",24,5,11,2,6
"Admin.pub. y defensa; p. segur soc.afil (191)",22,,,,22
"Enseñanza (192)",87,31,16,31,9
"Servicios sociales y de salud (193)",26,5,,3,18
"Otras activ. serv.comun.soc y personales (194)",24,16,2,4,2
"Hogares privados con servicio doméstico (195)",78,78,,,
"Actividad economica no especificada (197)",57,38,5,2,12
