"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ABANCAY (000)",31552,9059,4892,12861,549,3410,781
"Agric., ganadería, caza y silvicultura (001)",9614,52,2264,4745,191,2362,
"Pesca (002)",11,2,,8,,1,
"Explotación de minas y canteras (003)",134,28,86,19,1,,
"Industrias manufactureras (004)",1191,67,282,705,54,83,
"Suministro de electricidad, gas y agua (005)",86,60,26,,,,
"Construcción (006)",2163,92,1545,462,27,37,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",5312,649,106,3800,125,632,
"Venta, mant.y rep. veh.autom.y motoc. (008)",409,54,67,240,23,25,
"Comercio al por mayor (009)",228,81,18,103,10,16,
"Comercio al por menor (010)",4675,514,21,3457,92,591,
"Hoteles y restaurantes (011)",1566,448,49,894,61,114,
"Trans., almac. y comunicaciones (012)",1679,464,160,998,34,23,
"Intermediación financiera (013)",161,158,,3,,,
"Activid.inmobil., empres. y alquileres (014)",950,562,14,338,23,13,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1985,1748,237,,,,
"Enseñanza (016)",3264,3094,1,161,4,4,
"Servicios sociales y de salud (017)",1141,1063,4,70,3,1,
"Otras activ. serv.comun.soc y personales (018)",724,331,26,334,16,17,
"Hogares privados con servicio doméstico (019)",781,,,,,,781
"Organiz. y organos extraterritoriales (020)",1,1,,,,,
"Actividad economica no especificada (021)",789,240,92,324,10,123,
"Hombres (022)",20119,4903,4337,8395,419,2007,58
"Agric., ganadería, caza y silvicultura (023)",8174,45,1993,4295,177,1664,
"Pesca (024)",9,2,,6,,1,
"Explotación de minas y canteras (025)",124,20,85,18,1,,
"Industrias manufactureras (026)",907,50,231,529,45,52,
"Suministro de electricidad, gas y agua (027)",74,49,25,,,,
"Construcción (028)",2098,77,1505,455,26,35,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",2008,364,99,1317,79,149,
"Venta, mant.y rep. veh.autom.y motoc. (030)",364,39,63,224,22,16,
"Comercio al por mayor (031)",140,62,17,48,8,5,
"Comercio al por menor (032)",1504,263,19,1045,49,128,
"Hoteles y restaurantes (033)",346,154,13,125,28,26,
"Trans., almac. y comunicaciones (034)",1475,325,148,958,26,18,
"Intermediación financiera (035)",87,85,,2,,,
"Activid.inmobil., empres. y alquileres (036)",698,397,10,264,18,9,
"Admin.pub. y defensa; p. segur.soc.afil (037)",1324,1186,138,,,,
"Enseñanza (038)",1561,1486,1,70,2,2,
"Servicios sociales y de salud (039)",422,369,1,51,1,,
"Otras activ. serv.comun.soc y personales (040)",357,173,10,155,10,9,
"Hogares privados con servicio doméstico (041)",58,,,,,,58
"Actividad economica no especificada (043)",397,121,78,150,6,42,
"Mujeres (044)",11433,4156,555,4466,130,1403,723
"Agric., ganadería, caza y silvicultura (045)",1440,7,271,450,14,698,
"Pesca (046)",2,,,2,,,
"Explotación de minas y canteras (047)",10,8,1,1,,,
"Industrias manufactureras (048)",284,17,51,176,9,31,
"Suministro de electricidad, gas y agua (049)",12,11,1,,,,
"Construcción (050)",65,15,40,7,1,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3304,285,7,2483,46,483,
"Venta, mant.y rep. veh.autom.y motoc. (052)",45,15,4,16,1,9,
"Comercio al por mayor (053)",88,19,1,55,2,11,
"Comercio al por menor (054)",3171,251,2,2412,43,463,
"Hoteles y restaurantes (055)",1220,294,36,769,33,88,
"Trans., almac. y comunicaciones (056)",204,139,12,40,8,5,
"Intermediación financiera (057)",74,73,,1,,,
"Activid.inmobil., empres. y alquileres (058)",252,165,4,74,5,4,
"Admin.pub. y defensa; p. segur.soc.afil (059)",661,562,99,,,,
"Enseñanza (060)",1703,1608,,91,2,2,
"Servicios sociales y de salud (061)",719,694,3,19,2,1,
"Otras activ. serv.comun.soc y personales (062)",367,158,16,179,6,8,
"Hogares privados con servicio doméstico (063)",723,,,,,,723
"Organiz. y organos extraterritoriales (064)",1,1,,,,,
"Actividad economica no especificada (065)",392,119,14,174,4,81,
,,,,,,,
"URBANA (066)",22085,8595,2817,8252,400,1313,708
"Agric., ganadería, caza y silvicultura (067)",2166,41,644,1003,56,422,
"Pesca (068)",4,2,,1,,1,
"Explotación de minas y canteras (069)",109,26,63,19,1,,
"Industrias manufactureras (070)",1073,64,242,636,53,78,
"Suministro de electricidad, gas y agua (071)",83,60,23,,,,
"Construcción (072)",1778,86,1249,393,26,24,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",4916,622,102,3474,121,597,
"Venta, mant.y rep. veh.autom.y motoc. (074)",396,52,64,234,23,23,
"Comercio al por mayor (075)",223,79,17,101,10,16,
"Comercio al por menor (076)",4297,491,21,3139,88,558,
"Hoteles y restaurantes (077)",1445,418,41,830,59,97,
"Trans., almac. y comunicaciones (078)",1539,434,147,905,31,22,
"Intermediación financiera (079)",161,158,,3,,,
"Activid.inmobil., empres. y alquileres (080)",910,529,14,331,23,13,
"Admin.pub. y defensa; p. segur.soc.afil (081)",1899,1691,208,,,,
"Enseñanza (082)",3100,2959,1,132,4,4,
"Servicios sociales y de salud (083)",1055,980,4,67,3,1,
"Otras activ. serv.comun.soc y personales (084)",688,316,25,315,16,16,
"Hogares privados con servicio doméstico (085)",708,,,,,,708
"Organiz. y organos extraterritoriales (086)",1,1,,,,,
"Actividad economica no especificada (087)",450,208,54,143,7,38,
"Hombres (088)",12529,4634,2458,4541,282,573,41
"Agric., ganadería, caza y silvicultura (089)",1755,35,547,841,48,284,
"Pesca (090)",3,2,,,,1,
"Explotación de minas y canteras (091)",100,19,62,18,1,,
"Industrias manufactureras (092)",806,48,194,472,44,48,
"Suministro de electricidad, gas y agua (093)",71,49,22,,,,
"Construcción (094)",1717,72,1212,386,25,22,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1910,347,95,1244,79,145,
"Venta, mant.y rep. veh.autom.y motoc. (096)",351,37,60,218,22,14,
"Comercio al por mayor (097)",137,60,16,48,8,5,
"Comercio al por menor (098)",1422,250,19,978,49,126,
"Hoteles y restaurantes (099)",327,142,13,119,27,26,
"Trans., almac. y comunicaciones (100)",1342,296,135,871,23,17,
"Intermediación financiera (101)",87,85,,2,,,
"Activid.inmobil., empres. y alquileres (102)",670,374,10,259,18,9,
"Admin.pub. y defensa; p. segur.soc.afil (103)",1254,1142,112,,,,
"Enseñanza (104)",1480,1416,1,59,2,2,
"Servicios sociales y de salud (105)",393,342,1,49,1,,
"Otras activ. serv.comun.soc y personales (106)",340,165,10,147,10,8,
"Hogares privados con servicio doméstico (107)",41,,,,,,41
"Actividad economica no especificada (109)",233,100,44,74,4,11,
"Mujeres (110)",9556,3961,359,3711,118,740,667
"Agric., ganadería, caza y silvicultura (111)",411,6,97,162,8,138,
"Pesca (112)",1,,,1,,,
"Explotación de minas y canteras (113)",9,7,1,1,,,
"Industrias manufactureras (114)",267,16,48,164,9,30,
