"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Industrias manufactureras (049)",8,1,1,4,1,1
"Construcción (051)",3,2,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",100,3,23,39,31,4
"Comercio al por mayor (054)",5,,1,1,3,
"Comercio al por menor (055)",95,3,22,38,28,4
"Hoteles y restaurantes (056)",57,3,12,22,17,3
"Trans., almac. y comunicaciones (057)",8,,7,,1,
"Activid.inmobil., empres. y alquileres (059)",5,,4,,1,
"Admin.pub. y defensa; p. segur.soc.afil (060)",9,,2,7,,
"Enseñanza (061)",197,,65,90,30,12
"Servicios sociales y de salud (062)",29,,16,11,2,
"Otras activ. serv.comun.soc y personales (063)",23,,8,9,5,1
"Hogares privados con servicio doméstico (064)",59,1,32,12,13,1
"Actividad economica no especificada (066)",223,,71,76,53,23
,,,,,,
"URBANA (067)",1164,28,302,450,305,79
"Agric., ganadería, caza y silvicultura (068)",501,12,129,170,139,51
"Explotación de minas y canteras (070)",1,,,1,,
"Industrias manufactureras (071)",47,1,12,14,17,3
"Suministro de electricidad, gas y agua (072)",3,,,1,1,1
"Construcción (073)",26,2,8,10,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",183,7,39,70,60,7
"Venta, mant.y rep. veh.autom.y motoc. (075)",1,,1,,,
"Comercio al por mayor (076)",10,,5,2,3,
"Comercio al por menor (077)",172,7,33,68,57,7
"Hoteles y restaurantes (078)",43,3,4,20,14,2
"Trans., almac. y comunicaciones (079)",55,3,25,20,6,1
"Activid.inmobil., empres. y alquileres (081)",12,,7,2,3,
"Admin.pub. y defensa; p. segur.soc.afil (082)",43,,9,26,8,
"Enseñanza (083)",119,,23,71,24,1
"Servicios sociales y de salud (084)",33,,17,13,3,
"Otras activ. serv.comun.soc y personales (085)",27,,7,11,7,2
"Hogares privados con servicio doméstico (086)",26,,11,7,7,1
"Actividad economica no especificada (088)",45,,11,14,11,9
"Hombres (089)",848,22,216,315,229,66
"Agric., ganadería, caza y silvicultura (090)",481,12,127,161,131,50
"Explotación de minas y canteras (092)",1,,,1,,
"Industrias manufactureras (093)",41,,11,11,16,3
"Suministro de electricidad, gas y agua (094)",3,,,1,1,1
"Construcción (095)",26,2,8,10,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",107,5,24,41,33,4
"Venta, mant.y rep. veh.autom.y motoc. (097)",1,,1,,,
"Comercio al por mayor (098)",6,,4,1,1,
"Comercio al por menor (099)",100,5,19,40,32,4
"Hoteles y restaurantes (100)",1,,,1,,
"Trans., almac. y comunicaciones (101)",48,3,19,20,5,1
"Activid.inmobil., empres. y alquileres (103)",8,,4,2,2,
"Admin.pub. y defensa; p. segur.soc.afil (104)",36,,7,21,8,
"Enseñanza (105)",60,,8,34,17,1
"Servicios sociales y de salud (106)",12,,5,5,2,
"Otras activ. serv.comun.soc y personales (107)",7,,2,2,2,1
"Hogares privados con servicio doméstico (108)",1,,,,1,
"Actividad economica no especificada (110)",16,,1,5,6,4
"Mujeres (112)",316,6,86,135,76,13
"Agric., ganadería, caza y silvicultura (113)",20,,2,9,8,1
"Industrias manufactureras (116)",6,1,1,3,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",76,2,15,29,27,3
"Comercio al por mayor (121)",4,,1,1,2,
"Comercio al por menor (122)",72,2,14,28,25,3
"Hoteles y restaurantes (123)",42,3,4,19,14,2
"Trans., almac. y comunicaciones (124)",7,,6,,1,
"Activid.inmobil., empres. y alquileres (126)",4,,3,,1,
"Admin.pub. y defensa; p. segur.soc.afil (127)",7,,2,5,,
"Enseñanza (128)",59,,15,37,7,
"Servicios sociales y de salud (129)",21,,12,8,1,
"Otras activ. serv.comun.soc y personales (130)",20,,5,9,5,1
"Hogares privados con servicio doméstico (131)",25,,11,7,6,1
"Actividad economica no especificada (133)",29,,10,9,5,5
,,,,,,
"RURAL (134)",6709,147,2292,2119,1481,670
"Agric., ganadería, caza y silvicultura (135)",5892,140,1997,1839,1304,612
"Explotación de minas y canteras (137)",3,,1,2,,
"Industrias manufactureras (138)",27,,9,10,5,3
"Suministro de electricidad, gas y agua (139)",1,,,1,,
"Construcción (140)",48,2,18,17,9,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",67,1,22,28,12,4
"Venta, mant.y rep. veh.autom.y motoc. (142)",1,,1,,,
"Comercio al por mayor (143)",2,,1,,1,
"Comercio al por menor (144)",64,1,20,28,11,4
"Hoteles y restaurantes (145)",17,1,8,4,3,1
"Trans., almac. y comunicaciones (146)",26,,17,6,2,1
"Activid.inmobil., empres. y alquileres (148)",8,,2,3,3,
"Admin.pub. y defensa; p. segur.soc.afil (149)",15,,6,5,4,
"Enseñanza (150)",202,,71,77,41,13
"Servicios sociales y de salud (151)",14,,8,3,3,
"Otras activ. serv.comun.soc y personales (152)",6,,4,2,,
"Hogares privados con servicio doméstico (153)",40,3,23,6,8,
"Actividad economica no especificada (155)",343,,106,116,87,34
"Hombres (156)",6140,138,2075,1930,1368,629
"Agric., ganadería, caza y silvicultura (157)",5748,135,1938,1794,1277,604
"Explotación de minas y canteras (159)",3,,1,2,,
"Industrias manufactureras (160)",25,,9,9,5,2
"Suministro de electricidad, gas y agua (161)",1,,,1,,
"Construcción (162)",45,,17,17,9,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",43,,14,18,8,3
"Venta, mant.y rep. veh.autom.y motoc. (164)",1,,1,,,
"Comercio al por mayor (165)",1,,1,,,
"Comercio al por menor (166)",41,,12,18,8,3
"Hoteles y restaurantes (167)",2,1,,1,,
"Trans., almac. y comunicaciones (168)",25,,16,6,2,1
"Activid.inmobil., empres. y alquileres (170)",7,,1,3,3,
"Admin.pub. y defensa; p. segur.soc.afil (171)",13,,6,3,4,
"Enseñanza (172)",64,,21,24,18,1
"Servicios sociales y de salud (173)",6,,4,,2,
"Otras activ. serv.comun.soc y personales (174)",3,,1,2,,
"Hogares privados con servicio doméstico (175)",6,2,2,1,1,
"Actividad economica no especificada (177)",149,,45,49,39,16
"Mujeres (179)",569,9,217,189,113,41
"Agric., ganadería, caza y silvicultura (180)",144,5,59,45,27,8
"Industrias manufactureras (183)",2,,,1,,1
"Construcción (185)",3,2,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",24,1,8,10,4,1
"Comercio al por mayor (188)",1,,,,1,
"Comercio al por menor (189)",23,1,8,10,3,1
"Hoteles y restaurantes (190)",15,,8,3,3,1
"Trans., almac. y comunicaciones (191)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",1,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",2,,,2,,
"Enseñanza (195)",138,,50,53,23,12
"Servicios sociales y de salud (196)",8,,4,3,1,
"Otras activ. serv.comun.soc y personales (197)",3,,3,,,
"Hogares privados con servicio doméstico (198)",34,1,21,5,7,
"Actividad economica no especificada (200)",194,,61,67,48,18
