"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia QUISPICANCHI (000)",20320,19019,105,3323,3442,3237,4984,2721,997,210,1301,69972
"De 12 a 14 años (001)",39,10,,9,1,,,,,,29,11
"De 15 a 19 años (002)",577,459,3,401,43,9,3,,,,118,526
"De 20 a 24 años (003)",2325,1856,16,1040,570,175,47,8,,,469,2952
"De 25 a 29 años (004)",2682,2385,9,639,752,596,362,24,3,,297,5633
"De 30 a 34 años (005)",2435,2341,7,302,571,571,723,152,14,1,94,7380
"De 35 a 39 años (006)",2413,2353,5,199,436,468,770,380,91,4,60,9094
"De 40 a 44 años (007)",2029,1984,4,93,247,356,664,433,164,23,45,8973
"De 45 a 49 años (008)",1716,1685,10,112,179,236,529,389,185,45,31,8078
"De 50 y más años (009)",6104,5946,51,528,643,826,1886,1335,540,137,158,27325
"Conviviente (010)",6140,5851,25,1824,1491,958,1014,404,112,23,289,15833
"De 12 a 14 años (011)",26,5,,5,,,,,,,21,5
"De 15 a 19 años (012)",454,359,3,319,33,2,2,,,,95,399
"De 20 a 24 años (013)",1376,1288,10,769,375,109,19,6,,,88,1963
"De 25 a 29 años (014)",1335,1289,3,415,456,264,144,7,,,46,2776
"De 30 a 34 años (015)",951,936,3,142,288,229,232,40,1,1,15,2666
"De 35 a 39 años (016)",700,694,1,62,168,155,216,75,16,1,6,2431
"De 40 a 44 años (017)",493,488,,27,70,103,163,93,28,4,5,2068
"De 45 a 49 años (018)",325,322,2,32,39,41,96,77,29,6,3,1443
"De 50 y más años (019)",480,470,3,53,62,55,142,106,38,11,10,2082
"Separado(a) (020)",765,745,4,300,166,101,117,42,10,5,20,1849
"De 12 a 14 años (021)",4,1,,1,,,,,,,3,1
"De 15 a 19 años (022)",40,35,,33,2,,,,,,5,37
