"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 20 a 24 años (023)",133,130,1,89,29,6,3,2,,,3,191
"De 25 a 29 años (024)",170,169,4,78,53,29,5,,,,1,292
"De 30 a 34 años (025)",135,132,4,38,29,27,29,5,,,3,331
"De 35 a 39 años (026)",132,132,1,27,26,24,34,16,4,,,438
"De 40 a 44 años (027)",111,110,3,15,13,16,30,20,9,4,1,466
"De 45 a 49 años (028)",96,95,4,10,16,19,22,14,6,4,1,379
"De 50 y más años (029)",227,225,7,20,30,31,58,32,25,22,2,1093
"Casado(a) (030)",5388,5324,145,281,571,679,1438,1105,704,401,64,27407
"De 12 a 14 años (031)",3,2,,,2,,,,,,1,4
"De 15 a 19 años (032)",22,16,6,8,1,1,,,,,6,13
"De 20 a 24 años (033)",83,82,7,26,29,12,7,1,,,1,154
"De 25 a 29 años (034)",261,255,9,39,81,74,47,5,,,6,655
"De 30 a 34 años (035)",548,545,10,45,107,111,200,63,9,,3,1941
"De 35 a 39 años (036)",815,813,10,36,128,153,292,136,47,11,2,3428
"De 40 a 44 años (037)",833,828,14,27,61,99,263,212,116,36,5,4354
"De 45 a 49 años (038)",695,691,10,23,44,76,169,177,139,53,4,3998
"De 50 y más años (039)",2128,2092,79,77,118,153,460,511,393,301,36,12860
"Viudo(a) (040)",1605,1581,70,96,137,174,413,351,188,152,24,8294
"De 15 a 19 años (042)",1,1,,1,,,,,,,,1
"De 20 a 24 años (043)",11,10,1,7,2,,,,,,1,11
"De 25 a 29 años (044)",29,29,3,2,10,9,4,1,,,,73
"De 30 a 34 años (045)",42,41,2,4,5,9,14,7,,,1,146
"De 35 a 39 años (046)",61,60,2,6,10,9,25,6,2,,1,223
"De 40 a 44 años (047)",97,94,5,5,8,18,30,14,8,6,3,430
"De 45 a 49 años (048)",98,97,1,7,7,8,31,26,13,4,1,509
"De 50 y más años (049)",1266,1249,56,64,95,121,309,297,165,142,17,6901
"Divorciado(a) (050)",94,94,7,15,15,21,23,8,5,,,305
"De 15 a 19 años (052)",3,3,2,1,,,,,,,,1
"De 20 a 24 años (053)",3,3,,3,,,,,,,,3
"De 25 a 29 años (054)",9,9,,2,3,3,1,,,,,21
"De 30 a 34 años (055)",10,10,1,2,4,1,2,,,,,22
"De 35 a 39 años (056)",7,7,,2,1,1,2,1,,,,22
"De 40 a 44 años (057)",13,13,,2,2,2,7,,,,,43
"De 45 a 49 años (058)",12,12,,1,1,4,3,2,1,,,50
"De 50 y más años (059)",37,37,4,2,4,10,8,5,4,,,143
"Soltero(a) (060)",8240,7764,7105,385,147,79,48,,,,476,1108
"De 12 a 14 años (061)",2642,2642,2640,2,,,,,,,,2
"De 15 a 19 años (062)",3052,3052,2990,50,10,1,1,,,,,77
"De 20 a 24 años (063)",1299,1100,950,119,26,3,2,,,,199,188
"De 25 a 29 años (064)",553,380,249,89,28,7,7,,,,173,194
"De 30 a 34 años (065)",246,196,101,44,27,17,7,,,,50,177
"De 35 a 39 años (066)",112,87,38,20,12,13,4,,,,25,99
"De 40 a 44 años (067)",98,89,37,22,18,3,9,,,,9,103
"De 45 a 49 años (068)",69,63,25,10,12,11,5,,,,6,87
"De 50 y más años (069)",169,155,75,29,14,24,13,,,,14,181
,,,,,,,,,,,,
"URBANA (080)",10417,10013,3406,1244,1185,1162,1525,839,422,230,404,25325
"De 12 a 14 años (081)",1225,1216,1212,1,3,,,,,,9,7
"De 15 a 19 años (082)",1533,1510,1367,119,16,5,3,,,,23,178
"De 20 a 24 años (083)",1348,1202,486,422,205,69,17,3,,,146,1131
"De 25 a 29 años (084)",1276,1146,140,293,327,255,126,5,,,130,2284
"De 30 a 34 años (085)",1095,1060,54,140,239,249,291,80,5,2,35,3189
"De 35 a 39 años (086)",971,951,28,92,150,187,303,154,29,8,20,3587
"De 40 a 44 años (087)",747,738,26,40,85,121,227,143,78,18,9,3338
"De 45 a 49 años (088)",541,535,20,33,46,86,157,97,75,21,6,2569
"De 50 y más años (089)",1681,1655,73,104,114,190,401,357,235,181,26,9042
"Conviviente (090)",3626,3559,256,759,771,658,671,310,98,36,67,10412
"De 12 a 14 años (091)",17,9,8,,1,,,,,,8,2
"De 15 a 19 años (092)",199,182,78,85,14,3,2,,,,17,130
"De 20 a 24 años (093)",666,649,82,308,184,62,11,2,,,17,922
"De 25 a 29 años (094)",827,811,42,195,252,215,104,3,,,16,1811
"De 30 a 34 años (095)",669,667,13,80,159,171,191,48,3,2,2,2084
"De 35 a 39 años (096)",532,527,14,49,89,101,165,90,17,2,5,1987
"De 40 a 44 años (097)",287,287,6,13,39,52,74,68,29,6,,1319
"De 45 a 49 años (098)",170,169,3,10,13,25,58,34,21,5,1,816
"De 50 y más años (099)",259,258,10,19,20,29,66,65,28,21,1,1341
"Separado(a) (100)",537,528,13,150,90,86,103,47,25,14,9,1696
"De 15 a 19 años (102)",17,16,1,15,,,,,,,1,15
"De 20 a 24 años (103)",67,65,1,48,9,3,3,1,,,2,95
"De 25 a 29 años (104)",83,83,2,38,25,14,4,,,,,146
"De 30 a 34 años (105)",68,65,1,15,17,13,15,4,,,3,175
"De 35 a 39 años (106)",73,73,,13,13,17,19,10,1,,,246
"De 40 a 44 años (107)",62,61,2,8,6,10,18,9,7,1,1,256
"De 45 a 49 años (108)",49,49,2,6,6,12,10,6,5,2,,199
"De 50 y más años (109)",118,116,4,7,14,17,34,17,12,11,2,564
"Casado(a) (110)",1933,1907,50,129,220,283,542,344,220,119,26,9224
"De 12 a 14 años (111)",3,2,,,2,,,,,,1,4
"De 15 a 19 años (112)",10,5,3,1,,1,,,,,5,4
"De 20 a 24 años (113)",29,28,4,14,5,3,2,,,,1,41
"De 25 a 29 años (114)",90,88,3,21,30,18,14,2,,,2,207
"De 30 a 34 años (115)",236,234,6,24,53,53,72,24,2,,2,772
"De 35 a 39 años (116)",297,296,3,18,40,60,108,51,10,6,1,1224
"De 40 a 44 años (117)",315,312,6,11,31,44,112,61,37,10,3,1508
"De 45 a 49 años (118)",250,248,3,11,19,36,70,50,46,13,2,1326
"De 50 y más años (119)",703,694,22,29,40,68,164,156,125,90,9,4138
"Viudo(a) (120)",665,653,18,51,54,84,173,135,77,61,12,3400
"De 20 a 24 años (123)",5,5,,5,,,,,,,,5
"De 25 a 29 años (124)",12,12,2,,5,4,1,,,,,27
"De 30 a 34 años (125)",22,21,,1,3,5,8,4,,,1,82
"De 35 a 39 años (126)",24,23,1,3,5,3,7,3,1,,1,81
"De 40 a 44 años (127)",45,44,1,1,2,12,17,5,5,1,1,200
"De 45 a 49 años (128)",36,35,,3,4,4,14,6,3,1,1,163
"De 50 y más años (129)",521,513,14,38,35,56,126,117,68,59,8,2842
"Divorciado(a) (130)",40,40,5,6,7,8,9,3,2,,,121
"De 15 a 19 años (132)",2,2,2,,,,,,,,,
"De 20 a 24 años (133)",2,2,,2,,,,,,,,2
"De 25 a 29 años (134)",2,2,,,2,,,,,,,4
"De 30 a 34 años (135)",5,5,,1,3,,1,,,,,12
"De 35 a 39 años (136)",2,2,,1,,,1,,,,,5
"De 40 a 44 años (137)",3,3,,,1,1,1,,,,,10
"De 45 a 49 años (138)",4,4,,,,2,1,1,,,,17
"De 50 y más años (139)",20,20,3,2,1,5,5,2,2,,,71
"Soltero(a) (140)",3616,3326,3064,149,43,43,27,,,,290,472
"De 12 a 14 años (141)",1205,1205,1204,1,,,,,,,,1
"De 15 a 19 años (142)",1305,1305,1283,18,2,1,1,,,,,29
"De 20 a 24 años (143)",579,453,399,45,7,1,1,,,,126,66
"De 25 a 29 años (144)",262,150,91,39,13,4,3,,,,112,89
"De 30 a 34 años (145)",95,68,34,19,4,7,4,,,,27,64
"De 35 a 39 años (146)",43,30,10,8,3,6,3,,,,13,44
"De 40 a 44 años (147)",35,31,11,7,6,2,5,,,,4,45
"De 45 a 49 años (148)",32,30,12,3,4,7,4,,,,2,48
"De 50 y más años (149)",60,54,20,9,4,15,6,,,,6,86
,,,,,,,,,,,,
"RURAL (160)",14275,13956,4540,1592,1703,1336,2065,1452,790,478,319,39447
"De 12 a 14 años (161)",1456,1446,1438,6,2,,,,,,10,10
"De 15 a 19 años (162)",2149,2126,1807,259,53,4,3,,,,23,389
"De 20 a 24 años (163)",1875,1773,678,551,409,104,27,4,,,102,1814
"De 25 a 29 años (164)",1680,1604,222,329,472,355,204,20,2,,76,3343
"De 30 a 34 años (165)",1296,1267,94,142,242,266,384,114,23,2,29,4042
"De 35 a 39 años (166)",1240,1224,50,85,183,217,397,208,73,11,16,4928
"De 40 a 44 años (167)",1018,1007,45,58,87,100,275,258,127,57,11,5111
"De 45 a 49 años (168)",803,796,32,35,58,79,183,216,139,54,7,4359
"De 50 y más años (169)",2758,2713,174,127,197,211,592,632,426,354,45,15451
"Conviviente (170)",4684,4606,335,983,1047,735,816,428,173,89,78,14008
"De 12 a 14 años (171)",17,7,2,4,1,,,,,,10,6
"De 15 a 19 años (172)",356,336,94,194,41,4,3,,,,20,300
"De 20 a 24 años (173)",1028,1001,123,421,344,90,21,2,,,27,1476
"De 25 a 29 años (174)",1107,1097,55,217,372,273,162,16,2,,10,2581
"De 30 a 34 años (175)",741,736,17,69,150,179,232,71,16,2,5,2530
"De 35 a 39 años (176)",552,549,13,37,67,103,178,113,32,6,3,2318
"De 40 a 44 años (177)",326,324,6,14,31,31,89,87,43,23,2,1734
"De 45 a 49 años (178)",204,204,9,7,11,22,52,60,34,9,,1089
"De 50 y más años (179)",353,352,16,20,30,33,79,79,46,49,1,1974
"Separado(a) (180)",518,513,15,167,110,66,78,42,19,16,5,1542
"De 12 a 14 años (181)",2,2,,1,1,,,,,,,3
"De 15 a 19 años (182)",32,30,3,24,3,,,,,,2,30
"De 20 a 24 años (183)",66,65,,41,20,3,,1,,,1,96
"De 25 a 29 años (184)",87,86,2,40,28,15,1,,,,1,146
"De 30 a 34 años (185)",67,67,3,23,12,14,14,1,,,,156
"De 35 a 39 años (186)",59,59,1,14,13,7,15,6,3,,,192
"De 40 a 44 años (187)",49,49,1,7,7,6,12,11,2,3,,210
"De 45 a 49 años (188)",47,46,2,4,10,7,12,8,1,2,1,180
"De 50 y más años (189)",109,109,3,13,16,14,24,15,13,11,,529
"Casado(a) (190)",3455,3417,95,152,351,396,896,761,484,282,38,18183
"De 15 a 19 años (192)",12,11,3,7,1,,,,,,1,9
"De 20 a 24 años (193)",54,54,3,12,24,9,5,1,,,,113
"De 25 a 29 años (194)",171,167,6,18,51,56,33,3,,,4,448
"De 30 a 34 años (195)",312,311,4,21,54,58,128,39,7,,1,1169
"De 35 a 39 años (196)",518,517,7,18,88,93,184,85,37,5,1,2204
"De 40 a 44 años (197)",518,516,8,16,30,55,151,151,79,26,2,2846
"De 45 a 49 años (198)",445,443,7,12,25,40,99,127,93,40,2,2672
"De 50 y más años (199)",1425,1398,57,48,78,85,296,355,268,211,27,8722
"Viudo(a) (200)",940,928,52,45,83,90,240,216,111,91,12,4894
"De 15 a 19 años (202)",1,1,,1,,,,,,,,1
"De 20 a 24 años (203)",6,5,1,2,2,,,,,,1,6
"De 25 a 29 años (204)",17,17,1,2,5,5,3,1,,,,46
"De 30 a 34 años (205)",20,20,2,3,2,4,6,3,,,,64
"De 35 a 39 años (206)",37,37,1,3,5,6,18,3,1,,,142
"De 40 a 44 años (207)",52,50,4,4,6,6,13,9,3,5,2,230
"De 45 a 49 años (208)",62,62,1,4,3,4,17,20,10,3,,346
"De 50 y más años (209)",745,736,42,26,60,65,183,180,97,83,9,4059
"Divorciado(a) (210)",54,54,2,9,8,13,14,5,3,,,184
"De 15 a 19 años (212)",1,1,,1,,,,,,,,1
"De 20 a 24 años (213)",1,1,,1,,,,,,,,1
"De 25 a 29 años (214)",7,7,,2,1,3,1,,,,,17
"De 30 a 34 años (215)",5,5,1,1,1,1,1,,,,,10
"De 35 a 39 años (216)",5,5,,1,1,1,1,1,,,,17
"De 40 a 44 años (217)",10,10,,2,1,1,6,,,,,33
"De 45 a 49 años (218)",8,8,,1,1,2,2,1,1,,,33
"De 50 y más años (219)",17,17,1,,3,5,3,3,2,,,72
"Soltero(a) (220)",4624,4438,4041,236,104,36,21,,,,186,636
"De 12 a 14 años (221)",1437,1437,1436,1,,,,,,,,1
"De 15 a 19 años (222)",1747,1747,1707,32,8,,,,,,,48
"De 20 a 24 años (223)",720,647,551,74,19,2,1,,,,73,122
"De 25 a 29 años (224)",291,230,158,50,15,3,4,,,,61,105
"De 30 a 34 años (225)",151,128,67,25,23,10,3,,,,23,113
"De 35 a 39 años (226)",69,57,28,12,9,7,1,,,,12,55
"De 40 a 44 años (227)",63,58,26,15,12,1,4,,,,5,58
"De 45 a 49 años (228)",37,33,13,7,8,4,1,,,,4,39
"De 50 y más años (229)",109,101,55,20,10,9,7,,,,8,95
