"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia TARMA (000)",44297,108231,98729,,1557,91.2,1.4
"De 12 a 14 años (001)",3871,12,12,,2,100,16.7
"De 15 a 19 años (002)",5859,682,654,187,95.9,27.4,
"De 20 a 24 años (003)",4745,3316,3234,400,97.5,12.1,
"De 25 a 29 años (004)",4340,5916,5783,378,97.8,6.4,
"De 30 a 34 años (005)",3960,8102,7854,274,96.9,3.4,
"De 35 a 39 años (006)",4126,11102,10621,216,95.7,1.9,
"De 40 a 44 años (007)",3462,11704,11068,78,94.6,0.7,
"De 45 a 49 años (008)",2923,11584,10817,22,93.4,0.2,
"De 50 y más años (009)",11011,55813,48686,,87.2,,
"Sin nivel (010)",5178,27361,23213,55,84.8,0.2,
"De 12 a 14 años (011)",26,1,1,,100,,
"De 15 a 19 años (012)",61,26,24,2,92.3,7.7,
"De 20 a 24 años (013)",85,98,93,5,94.9,5.1,
"De 25 a 29 años (014)",119,252,239,14,94.8,5.6,
"De 30 a 34 años (015)",201,535,511,9,95.5,1.7,
"De 35 a 39 años (016)",243,872,823,18,94.4,2.1,
"De 40 a 44 años (017)",291,1339,1247,6,93.1,0.4,
"De 45 a 49 años (018)",357,1920,1762,1,91.8,0.1,
"De 50 y más años (019)",3795,22318,18513,,83,,
"Educacion Inicial (020)",34,50,46,1,92,2,
"De 12 a 14 años (021)",4,,,,,,
"De 15 a 19 años (022)",8,,,,,,
"De 20 a 24 años (023)",6,6,6,,100,,
"De 25 a 29 años (024)",5,8,8,,100,,
"De 30 a 34 años (025)",8,24,21,1,87.5,4.2,
"De 35 a 39 años (026)",3,12,11,,91.7,,
"Primaria (030)",15276,49810,45705,590,91.8,1.2,
"De 12 a 14 años (031)",1716,2,2,,100,,
"De 15 a 19 años (032)",908,254,241,68,94.9,26.8,
"De 20 a 24 años (033)",1044,1234,1197,129,97,10.5,
"De 25 a 29 años (034)",1209,2408,2349,137,97.5,5.7,
"De 30 a 34 años (035)",1292,3488,3362,101,96.4,2.9,
"De 35 a 39 años (036)",1522,5289,5006,100,94.6,1.9,
"De 40 a 44 años (037)",1438,5991,5625,39,93.9,0.7,
"De 45 a 49 años (038)",1276,5923,5468,16,92.3,0.3,
"De 50 y más años (039)",4871,25221,22455,,89,,
