"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia LUYA (000)",48328,47582,540,206
"Hombres (001)",24968,24679,167,122
"Mujeres (002)",23360,22903,373,84
"Menores de 1 año (003)",1000,886,67,47
"Hombres (004)",517,459,32,26
"Mujeres (005)",483,427,35,21
"De 1 a 5 años (006)",5963,5754,79,130
"Hombres (007)",3020,2902,33,85
"Mujeres (008)",2943,2852,46,45
"De 6 a 14 años (009)",10981,10966,14,1
"Hombres (010)",5640,5633,7,
"Mujeres (011)",5341,5333,7,1
"De 15 a 29 años (012)",11270,11254,15,1
"Hombres (013)",6053,6045,8,
"Mujeres (014)",5217,5209,7,1
"De 30 a 44 años (015)",8382,8322,49,11
"Hombres (016)",4419,4396,18,5
"Mujeres (017)",3963,3926,31,6
"De 45 a 64 años (018)",6835,6752,77,6
"Hombres (019)",3497,3468,26,3
"Mujeres (020)",3338,3284,51,3
"De 65 a más años (021)",3897,3648,239,10
"Hombres (022)",1822,1776,43,3
"Mujeres (023)",2075,1872,196,7
,,,,
"URBANA (024)",19526,19271,175,80
"Hombres (025)",9715,9634,35,46
"Mujeres (026)",9811,9637,140,34
"Menores de 1 año (027)",339,301,21,17
"Hombres (028)",166,149,10,7
"Mujeres (029)",173,152,11,10
"De 1 a 5 años (030)",2152,2071,28,53
"Hombres (031)",1093,1049,10,34
"Mujeres (032)",1059,1022,18,19
"De 6 a 14 años (033)",4186,4182,3,1
"Hombres (034)",2124,2122,2,
"Mujeres (035)",2062,2060,1,1
"De 15 a 29 años (036)",4406,4403,2,1
"Hombres (037)",2266,2264,2,
"Mujeres (038)",2140,2139,,1
"De 30 a 44 años (039)",3594,3584,6,4
"Hombres (040)",1801,1798,,3
"Mujeres (041)",1793,1786,6,1
"De 45 a 64 años (042)",2956,2939,16,1
"Hombres (043)",1470,1466,3,1
"Mujeres (044)",1486,1473,13,
"De 65 a más años (045)",1893,1791,99,3
"Hombres (046)",795,786,8,1
"Mujeres (047)",1098,1005,91,2
,,,,
"RURAL (048)",28802,28311,365,126
"Hombres (049)",15253,15045,132,76
"Mujeres (050)",13549,13266,233,50
"Menores de 1 año (051)",661,585,46,30
"Hombres (052)",351,310,22,19
"Mujeres (053)",310,275,24,11
"De 1 a 5 años (054)",3811,3683,51,77
"Hombres (055)",1927,1853,23,51
"Mujeres (056)",1884,1830,28,26
"De 6 a 14 años (057)",6795,6784,11,
"Hombres (058)",3516,3511,5,
"Mujeres (059)",3279,3273,6,
"De 15 a 29 años (060)",6864,6851,13,
"Hombres (061)",3787,3781,6,
"Mujeres (062)",3077,3070,7,
"De 30 a 44 años (063)",4788,4738,43,7
"Hombres (064)",2618,2598,18,2
"Mujeres (065)",2170,2140,25,5
"De 45 a 64 años (066)",3879,3813,61,5
"Hombres (067)",2027,2002,23,2
"Mujeres (068)",1852,1811,38,3
"De 65 a más años (069)",2004,1857,140,7
"Hombres (070)",1027,990,35,2
"Mujeres (071)",977,867,105,5
