"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PADRE ABAD (000)",20103,1032,25,8589,7813,685,822,397,740
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",20,,,2,8,,1,2,7
"Profes., científicos e intelectuales (002)",790,,,,37,55,207,85,406
"Técnicos de nivel medio ytrab.asimilados (003)",358,,,14,70,100,88,22,64
"Jefes y empleados de oficina (004)",380,,,5,140,46,67,34,88
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",2012,74,3,641,1028,102,59,67,38
"Agricult.trabaj. calif.agrop. y pesquros (006)",6926,497,6,3964,2276,89,37,35,22
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",1086,17,,305,576,71,66,23,28
"Obreros. construc., conf., papel, fab., instr (008)",1609,19,1,384,1010,75,55,45,20
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",6027,387,14,3036,2346,104,46,64,30
"Otra (010)",232,,,,27,2,168,11,24
"Ocupación no especificada (011)",663,38,1,238,295,41,28,9,13
"Hombres (012)",15230,613,14,6483,6222,520,580,280,518
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",15,,,1,5,,1,2,6
"Profes., científicos e intelectuales (014)",438,,,,9,23,105,43,258
"Técnicos de nivel medio ytrab.asimilados (015)",276,,,9,54,87,56,17,53
"Jefes y empleados de oficina (016)",221,,,3,80,28,28,21,61
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",813,14,,199,475,52,22,31,20
"Agricult.trabaj. calif.agrop. y pesquros (018)",6359,398,4,3634,2153,80,36,32,22
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",970,12,,261,526,63,62,21,25
"Obreros. construc., conf., papel, fab., instr (020)",1558,14,1,367,982,75,55,44,20
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",3931,159,9,1881,1701,76,33,51,21
"Otra (022)",231,,,,27,2,167,11,24
"Ocupación no especificada (023)",418,16,,128,210,34,15,7,8
"Mujeres (024)",4873,419,11,2106,1591,165,242,117,222
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",5,,,1,3,,,,1
"Profes., científicos e intelectuales (026)",352,,,,28,32,102,42,148
"Técnicos de nivel medio ytrab.asimilados (027)",82,,,5,16,13,32,5,11
"Jefes y empleados de oficina (028)",159,,,2,60,18,39,13,27
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",1199,60,3,442,553,50,37,36,18
"Agricult.trabaj. calif.agrop. y pesquros (030)",567,99,2,330,123,9,1,3,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",116,5,,44,50,8,4,2,3
"Obreros. construc., conf., papel, fab., instr (032)",51,5,,17,28,,,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",2096,228,5,1155,645,28,13,13,9
"Otra (034)",1,,,,,,1,,
"Ocupación no especificada (035)",245,22,1,110,85,7,13,2,5
,,,,,,,,,
"URBANA (036)",10691,336,12,3437,4657,546,718,328,657
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",17,,,1,6,,1,2,7
