"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Profes., científicos e intelectuales (038)",650,,,,24,35,168,71,352
"Técnicos de nivel medio ytrab.asimilados (039)",318,,,11,55,97,74,21,60
"Jefes y empleados de oficina (040)",346,,,3,121,41,63,31,87
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",1714,54,2,506,904,91,57,65,35
"Agricult.trabaj. calif.agrop. y pesquros (042)",1993,116,1,1056,738,42,18,15,7
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",915,11,,234,497,64,61,21,27
"Obreros. construc., conf., papel, fab., instr (044)",1374,15,1,311,872,67,49,39,20
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",2681,123,8,1186,1189,72,34,44,25
"Otra (046)",232,,,,27,2,168,11,24
"Ocupación no especificada (047)",451,17,,129,224,35,25,8,13
"Hombres (048)",7680,169,6,2364,3518,425,513,227,458
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",13,,,1,3,,1,2,6
"Profes., científicos e intelectuales (050)",364,,,,5,17,83,36,223
"Técnicos de nivel medio ytrab.asimilados (051)",255,,,8,45,84,53,16,49
"Jefes y empleados de oficina (052)",198,,,2,65,24,25,21,61
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",725,11,,168,428,47,22,31,18
"Agricult.trabaj. calif.agrop. y pesquros (054)",1787,80,,949,681,39,17,14,7
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",820,11,,200,452,57,57,19,24
"Obreros. construc., conf., papel, fab., instr (056)",1335,12,1,299,849,67,49,38,20
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",1648,45,5,668,796,58,25,33,18
"Otra (058)",231,,,,27,2,167,11,24
"Ocupación no especificada (059)",304,10,,69,167,30,14,6,8
"Mujeres (060)",3011,167,6,1073,1139,121,205,101,199
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",4,,,,3,,,,1
"Profes., científicos e intelectuales (062)",286,,,,19,18,85,35,129
"Técnicos de nivel medio ytrab.asimilados (063)",63,,,3,10,13,21,5,11
"Jefes y empleados de oficina (064)",148,,,1,56,17,38,10,26
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",989,43,2,338,476,44,35,34,17
"Agricult.trabaj. calif.agrop. y pesquros (066)",206,36,1,107,57,3,1,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",95,,,34,45,7,4,2,3
"Obreros. construc., conf., papel, fab., instr (068)",39,3,,12,23,,,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",1033,78,3,518,393,14,9,11,7
"Otra (070)",1,,,,,,1,,
"Ocupación no especificada (071)",147,7,,60,57,5,11,2,5
,,,,,,,,,
"RURAL (072)",9412,696,13,5152,3156,139,104,69,83
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",3,,,1,2,,,,
"Profes., científicos e intelectuales (074)",140,,,,13,20,39,14,54
"Técnicos de nivel medio ytrab.asimilados (075)",40,,,3,15,3,14,1,4
"Jefes y empleados de oficina (076)",34,,,2,19,5,4,3,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",298,20,1,135,124,11,2,2,3
"Agricult.trabaj. calif.agrop. y pesquros (078)",4933,381,5,2908,1538,47,19,20,15
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",171,6,,71,79,7,5,2,1
"Obreros. construc., conf., papel, fab., instr (080)",235,4,,73,138,8,6,6,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",3346,264,6,1850,1157,32,12,20,5
"Ocupación no especificada (083)",212,21,1,109,71,6,3,1,
"Hombres (084)",7550,444,8,4119,2704,95,67,53,60
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",2,,,,2,,,,
"Profes., científicos e intelectuales (086)",74,,,,4,6,22,7,35
"Técnicos de nivel medio ytrab.asimilados (087)",21,,,1,9,3,3,1,4
"Jefes y empleados de oficina (088)",23,,,1,15,4,3,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",88,3,,31,47,5,,,2
"Agricult.trabaj. calif.agrop. y pesquros (090)",4572,318,4,2685,1472,41,19,18,15
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",150,1,,61,74,6,5,2,1
"Obreros. construc., conf., papel, fab., instr (092)",223,2,,68,133,8,6,6,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2283,114,4,1213,905,18,8,18,3
"Ocupación no especificada (095)",114,6,,59,43,4,1,1,
"Mujeres (096)",1862,252,5,1033,452,44,37,16,23
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,1,,,,,
"Profes., científicos e intelectuales (098)",66,,,,9,14,17,7,19
"Técnicos de nivel medio ytrab.asimilados (099)",19,,,2,6,,11,,
"Jefes y empleados de oficina (100)",11,,,1,4,1,1,3,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",210,17,1,104,77,6,2,2,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",361,63,1,223,66,6,,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",21,5,,10,5,1,,,
"Obreros. construc., conf., papel, fab., instr (104)",12,2,,5,5,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1063,150,2,637,252,14,4,2,2
"Ocupación no especificada (107)",98,15,1,50,28,2,2,,
