"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUALLAGA (000)",9304,826,1242,5208,238,1466,324
"Sin nivel (001)",390,,63,204,10,89,24
"Educación inicial (002)",12,,3,5,,3,1
"Primaria (003)",5218,37,733,3139,155,969,185
"Secundaria (004)",2674,165,394,1590,59,363,103
"Superior no univ. incompleta (005)",202,59,23,89,6,18,7
"Superior no univ. completa (006)",410,274,19,101,3,10,3
"Superior univ. incompleta (007)",85,51,5,22,1,6,
"Superior univ. completa (008)",313,240,2,58,4,8,1
"Hombres (010)",7257,461,1061,4595,216,910,14
"Sin nivel (011)",252,,46,155,10,38,3
"Educación inicial (012)",10,,3,5,,2,
"Primaria (013)",4197,21,615,2837,144,575,5
"Secundaria (014)",2166,103,353,1384,52,268,6
"Superior no univ. incompleta (015)",149,35,20,75,6,13,
"Superior no univ. completa (016)",242,138,18,78,,8,
"Superior univ. incompleta (017)",55,31,4,17,,3,
"Superior univ. completa (018)",186,133,2,44,4,3,
"Mujeres (020)",2047,365,181,613,22,556,310
"Sin nivel (021)",138,,17,49,,51,21
"Educación inicial (022)",2,,,,,1,1
"Primaria (023)",1021,16,118,302,11,394,180
"Secundaria (024)",508,62,41,206,7,95,97
"Superior no univ. incompleta (025)",53,24,3,14,,5,7
"Superior no univ. completa (026)",168,136,1,23,3,2,3
"Superior univ. incompleta (027)",30,20,1,5,1,3,
"Superior univ. completa (028)",127,107,,14,,5,1
,,,,,,,
"URBANA (030)",4969,759,607,2701,88,574,240
"Sin nivel (031)",112,,12,60,2,25,13
"Educación inicial (032)",4,,2,,,1,1
"Primaria (033)",2206,30,293,1405,39,312,127
"Secundaria (034)",1726,154,257,995,35,197,88
"Superior no univ. incompleta (035)",176,56,18,74,5,16,7
"Superior no univ. completa (036)",364,242,18,89,3,9,3
"Superior univ. incompleta (037)",83,50,5,21,1,6,
"Superior univ. completa (038)",298,227,2,57,3,8,1
"Hombres (040)",3633,426,518,2262,71,343,13
"Sin nivel (041)",60,,7,41,2,7,3
"Educación inicial (042)",3,,2,,,1,
"Primaria (043)",1676,17,240,1214,31,170,4
"Secundaria (044)",1322,96,229,821,30,140,6
"Superior no univ. incompleta (045)",129,34,17,61,5,12,
"Superior no univ. completa (046)",213,123,17,66,,7,
"Superior univ. incompleta (047)",54,31,4,16,,3,
"Superior univ. completa (048)",176,125,2,43,3,3,
"Mujeres (050)",1336,333,89,439,17,231,227
"Sin nivel (051)",52,,5,19,,18,10
"Educación inicial (052)",1,,,,,,1
"Primaria (053)",530,13,53,191,8,142,123
"Secundaria (054)",404,58,28,174,5,57,82
"Superior no univ. incompleta (055)",47,22,1,13,,4,7
"Superior no univ. completa (056)",151,119,1,23,3,2,3
"Superior univ. incompleta (057)",29,19,1,5,1,3,
"Superior univ. completa (058)",122,102,,14,,5,1
,,,,,,,
"RURAL (060)",4335,67,635,2507,150,892,84
"Sin nivel (061)",278,,51,144,8,64,11
"Educación inicial (062)",8,,1,5,,2,
"Primaria (063)",3012,7,440,1734,116,657,58
"Secundaria (064)",948,11,137,595,24,166,15
"Superior no univ. incompleta (065)",26,3,5,15,1,2,
"Superior no univ. completa (066)",46,32,1,12,,1,
"Superior univ. incompleta (067)",2,1,,1,,,
"Superior univ. completa (068)",15,13,,1,1,,
"Hombres (070)",3624,35,543,2333,145,567,1
"Sin nivel (071)",192,,39,114,8,31,
"Educación inicial (072)",7,,1,5,,1,
"Primaria (073)",2521,4,375,1623,113,405,1
"Secundaria (074)",844,7,124,563,22,128,
"Superior no univ. incompleta (075)",20,1,3,14,1,1,
"Superior no univ. completa (076)",29,15,1,12,,1,
"Superior univ. incompleta (077)",1,,,1,,,
"Superior univ. completa (078)",10,8,,1,1,,
"Mujeres (080)",711,32,92,174,5,325,83
"Sin nivel (081)",86,,12,30,,33,11
"Educación inicial (082)",1,,,,,1,
"Primaria (083)",491,3,65,111,3,252,57
"Secundaria (084)",104,4,13,32,2,38,15
"Superior no univ. incompleta (085)",6,2,2,1,,1,
"Superior no univ. completa (086)",17,17,,,,,
"Superior univ. incompleta (087)",1,1,,,,,
"Superior univ. completa (088)",5,5,,,,,
