"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PALLASCA (000)",7928,5809,726,674,719
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",48,,6,4,38
"Profes., científicos e intelectuales (002)",743,179,206,254,104
"Técnicos de nivel medio y trab. asimilados (003)",157,62,24,15,56
"Jefes y empleados de oficina (004)",216,32,17,29,138
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",527,494,25,6,2
"Agricult.trabaj.calif.agrop.y pesqueros (006)",2434,2393,41,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",672,323,114,113,122
"Obreros construc.,conf.,papel, fab., instr. (008)",457,231,87,75,64
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",2440,1894,198,172,176
"Otra (010)",18,,,,18
"Ocupación no especificada (011)",216,201,8,6,1
"Hombres (012)",6296,4612,598,542,544
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",37,,5,4,28
"Profes., científicos e intelectuales (014)",394,61,125,152,56
"Técnicos de nivel medio y trab. asimilados (015)",113,48,20,10,35
"Jefes y empleados de oficina (016)",143,23,14,20,86
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",196,178,14,2,2
"Agricult.trabaj.calif.agrop.y pesqueros (018)",2296,2256,40,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",624,289,109,108,118
"Obreros construc.,conf.,papel, fab., instr. (020)",448,228,85,73,62
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1966,1477,182,168,139
"Otra (022)",18,,,,18
"Ocupación no especificada (023)",61,52,4,5,
"Mujeres (024)",1632,1197,128,132,175
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",11,,1,,10
"Profes., científicos e intelectuales (026)",349,118,81,102,48
"Técnicos de nivel medio y trab. asimilados (027)",44,14,4,5,21
"Jefes y empleados de oficina (028)",73,9,3,9,52
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",331,316,11,4,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",138,137,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",48,34,5,5,4
"Obreros construc.,conf.,papel, fab., instr. (032)",9,3,2,2,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",474,417,16,4,37
