"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Ocupación no especificada (035)",141,,46,44,34,17
,,,,,,
"URBANA (036)",3679,34,983,1483,986,193
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",28,,5,11,12,
"Profes., científicos e intelectuales (038)",529,,107,323,96,3
"Técnicos de nivel medio y trab. asimilados (039)",165,,50,72,43,
"Jefes y empleados de oficina (040)",151,,56,55,40,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",430,3,136,165,106,20
"Agricult. trabaj. calif.agrop. y pesqueros (042)",640,,106,215,226,93
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",450,,113,192,138,7
"Obreros construc., conf., papel, fab., instr. (044)",327,,83,141,96,7
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",831,31,273,261,208,58
"Otra (046)",61,,34,25,2,
"Ocupación no especificada (047)",67,,20,23,19,5
"Hombres (048)",2498,23,653,995,708,119
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",24,,2,10,12,
"Profes., científicos e intelectuales (050)",285,,49,160,73,3
"Técnicos de nivel medio y trab. asimilados (051)",121,,34,55,32,
"Jefes y empleados de oficina (052)",89,,25,32,32,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",175,3,57,74,32,9
"Agricult. trabaj. calif.agrop. y pesqueros (054)",503,,81,172,185,65
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",416,,100,181,128,7
"Obreros construc., conf., papel, fab., instr. (056)",322,,81,138,96,7
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",473,20,183,139,107,24
"Otra (058)",52,,28,22,2,
"Ocupación no especificada (059)",38,,13,12,9,4
"Mujeres (060)",1181,11,330,488,278,74
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",4,,3,1,,
"Profes., científicos e intelectuales (062)",244,,58,163,23,
"Técnicos de nivel medio y trab. asimilados (063)",44,,16,17,11,
"Jefes y empleados de oficina (064)",62,,31,23,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",255,,79,91,74,11
"Agricult. trabaj. calif.agrop. y pesqueros (066)",137,,25,43,41,28
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",34,,13,11,10,
"Obreros construc., conf., papel, fab., instr. (068)",5,,2,3,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",358,11,90,122,101,34
"Otra (070)",9,,6,3,,
"Ocupación no especificada (071)",29,,7,11,10,1
,,,,,,
"RURAL (072)",9433,102,2907,3054,2513,857
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",11,,5,5,1,
"Profes., científicos e intelectuales (074)",212,,54,123,35,
"Técnicos de nivel medio y trab. asimilados (075)",26,,12,10,4,
"Jefes y empleados de oficina (076)",22,,7,13,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",148,3,55,53,31,6
"Agricult. trabaj. calif.agrop. y pesqueros (078)",4853,14,1184,1591,1472,592
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",108,,44,39,19,6
"Obreros construc., conf., papel, fab., instr. (080)",107,,34,43,25,5
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",3786,85,1451,1132,889,229
"Ocupación no especificada (083)",160,,61,45,35,19
"Hombres (084)",6690,56,2036,2174,1790,634
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",7,,2,5,,
"Profes., científicos e intelectuales (086)",128,,30,67,31,
"Técnicos de nivel medio y trab. asimilados (087)",14,,5,7,2,
"Jefes y empleados de oficina (088)",17,,4,11,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",54,,20,20,13,1
"Agricult. trabaj. calif.agrop. y pesqueros (090)",4142,8,1014,1382,1251,487
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",77,,33,25,16,3
"Obreros construc., conf., papel, fab., instr. (092)",103,,31,43,24,5
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",2100,48,875,602,440,135
"Ocupación no especificada (095)",48,,22,12,11,3
"Mujeres (096)",2743,46,871,880,723,223
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",4,,3,,1,
"Profes., científicos e intelectuales (098)",84,,24,56,4,
"Técnicos de nivel medio y trab. asimilados (099)",12,,7,3,2,
"Jefes y empleados de oficina (100)",5,,3,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",94,3,35,33,18,5
"Agricult. trabaj. calif.agrop. y pesqueros (102)",711,6,170,209,221,105
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",31,,11,14,3,3
"Obreros construc., conf., papel, fab., instr. (104)",4,,3,,1,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",1686,37,576,530,449,94
"Ocupación no especificada (107)",112,,39,33,24,16
