"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia JUNIN (000)",9244,7457,448,288,1051
"Hombres (001)",6221,5050,328,216,627
"Mujeres (002)",3023,2407,120,72,424
"De 06 a 14 años (003)",81,71,10,,
"Hombres (004)",37,35,2,,
"Mujeres (005)",44,36,8,,
"De 15 a 29 años (006)",2455,1912,150,83,310
"Hombres (007)",1691,1349,116,64,162
"Mujeres (008)",764,563,34,19,148
"De 30 a 44 años (009)",3064,2310,179,118,457
"Hombres (010)",2022,1536,128,84,274
"Mujeres (011)",1042,774,51,34,183
"De 45 a 64 años (012)",2680,2221,97,84,278
"Hombres (013)",1812,1488,71,67,186
"Mujeres (014)",868,733,26,17,92
"De 65 y más años (015)",964,943,12,3,6
"Hombres (016)",659,642,11,1,5
"Mujeres (017)",305,301,1,2,1
,,,,,
"URBANA (018)",5942,4368,355,217,1002
"Hombres (019)",3701,2697,258,152,594
"Mujeres (020)",2241,1671,97,65,408
"De 06 a 14 años (021)",51,46,5,,
"Hombres (022)",19,18,1,,
"Mujeres (023)",32,28,4,,
"De 15 a 29 años (024)",1627,1144,124,68,291
"Hombres (025)",1050,754,96,51,149
"Mujeres (026)",577,390,28,17,142
"De 30 a 44 años (027)",2173,1493,147,99,434
"Hombres (028)",1326,897,104,66,259
"Mujeres (029)",847,596,43,33,175
"De 45 a 64 años (030)",1690,1298,74,47,271
"Hombres (031)",1055,787,53,34,181
"Mujeres (032)",635,511,21,13,90
"De 65 y más años (033)",401,387,5,3,6
"Hombres (034)",251,241,4,1,5
"Mujeres (035)",150,146,1,2,1
,,,,,
"RURAL (036)",3302,3089,93,71,49
"Hombres (037)",2520,2353,70,64,33
"Mujeres (038)",782,736,23,7,16
"De 06 a 14 años (039)",30,25,5,,
"Hombres (040)",18,17,1,,
"Mujeres (041)",12,8,4,,
"De 15 a 29 años (042)",828,768,26,15,19
"Hombres (043)",641,595,20,13,13
"Mujeres (044)",187,173,6,2,6
"De 30 a 44 años (045)",891,817,32,19,23
"Hombres (046)",696,639,24,18,15
"Mujeres (047)",195,178,8,1,8
"De 45 a 64 años (048)",990,923,23,37,7
"Hombres (049)",757,701,18,33,5
"Mujeres (050)",233,222,5,4,2
"De 65 y más años (051)",563,556,7,,
"Hombres (052)",408,401,7,,
"Mujeres (053)",155,155,,,
