"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia SAN ROMAN (000)",89144,125,10071,3490,2573,19779,5052,13944,10136,21022,780,2172
"Agric., ganadería, caza y silvicultura (001)",7833,,36,31,4,,5044,5,24,2689,,
"Pesca (002)",21,,2,1,,,8,,,10,,
"Explotación de minas y canteras (003)",1052,3,41,56,17,,,558,47,330,,
"Industrias manufactureras (004)",12133,4,111,245,72,54,,10831,659,157,,
"Suministro de electricidad, gas y agua (005)",155,1,26,19,23,,,47,16,23,,
"Construcción (006)",5735,3,238,97,23,,,349,3418,1607,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",26115,3,149,552,101,17024,,2017,117,6152,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",2472,1,23,79,22,621,,1624,69,33,,
"Comercio al por mayor (009)",1423,1,15,95,30,1233,,1,12,36,,
"Comercio al por menor (010)",22220,1,111,378,49,15170,,392,36,6083,,
"Hoteles y restaurantes (011)",4850,1,12,186,67,1883,,,,2701,,
"Trans., almac. y comunicaciones (012)",10669,4,60,225,239,13,,32,5660,4436,,
"Intermediación financiera (013)",437,6,49,83,271,3,,,,25,,
"Activid.inmobil., empres. y alquileres (014)",2944,12,1096,747,294,320,,52,92,331,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",2695,30,378,125,921,109,,12,78,262,780,
"Enseñanza (016)",7054,51,6725,35,173,,,,4,66,,
"Servicios sociales y de salud (017)",1796,,951,555,122,57,,21,6,84,,
"Otras activ. serv.comun.soc y personales (018)",2034,7,184,516,65,315,,20,15,912,,
"Hogares privados con servicio doméstico (019)",1237,,,1,,1,,,,1235,,
"Actividad economica no especificada (021)",2384,,13,16,181,,,,,2,,2172
"Hombres (022)",51732,100,6090,2227,1264,7258,3269,9547,9669,10549,757,1002
"Agric., ganadería, caza y silvicultura (023)",4341,,31,25,4,,3262,4,24,991,,
"Pesca (024)",20,,2,1,,,7,,,10,,
"Explotación de minas y canteras (025)",991,3,37,51,14,,,525,47,314,,
"Industrias manufactureras (026)",7386,3,88,177,40,30,,6557,375,116,,
