"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",9,3,3,2,1,
"Actividad economica no especificada (043)",63,,25,18,16,4
"Mujeres (045)",2229,24,631,766,602,206
"Agric., ganadería, caza y silvicultura (046)",996,13,201,268,349,165
"Pesca (047)",4,,2,1,1,
"Explotación de minas y canteras (048)",141,,66,49,25,1
"Industrias manufactureras (049)",71,,13,33,22,3
"Construcción (051)",18,,13,4,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",320,1,119,129,56,15
"Venta, mant.y rep. veh.autom.y motoc. (053)",3,,2,,,1
"Comercio al por mayor (054)",13,,6,5,2,
"Comercio al por menor (055)",304,1,111,124,54,14
"Hoteles y restaurantes (056)",162,8,45,62,38,9
"Trans., almac. y comunicaciones (057)",10,,6,4,,
"Intermediación financiera (058)",1,,,1,,
"Activid.inmobil., empres. y alquileres (059)",15,,5,5,5,
"Admin.pub. y defensa; p. segur.soc.afil (060)",71,,29,29,13,
"Enseñanza (061)",197,,40,106,51,
"Servicios sociales y de salud (062)",55,,21,26,8,
"Otras activ. serv.comun.soc y personales (063)",51,,24,19,7,1
"Hogares privados con servicio doméstico (064)",43,2,22,14,4,1
"Actividad economica no especificada (066)",74,,25,16,22,11
,,,,,,
"URBANA (067)",3219,40,898,1168,901,212
"Agric., ganadería, caza y silvicultura (068)",896,17,160,250,319,150
"Pesca (069)",42,2,16,11,11,2
"Explotación de minas y canteras (070)",805,2,299,324,176,4
"Industrias manufactureras (071)",105,3,23,37,36,6
"Suministro de electricidad, gas y agua (072)",5,,,2,2,1
"Construcción (073)",117,2,46,43,24,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",313,2,94,106,84,27
"Venta, mant.y rep. veh.autom.y motoc. (075)",14,,9,3,1,1
"Comercio al por mayor (076)",13,,5,4,4,
"Comercio al por menor (077)",286,2,80,99,79,26
"Hoteles y restaurantes (078)",130,8,32,45,35,10
"Trans., almac. y comunicaciones (079)",94,,34,40,20,
"Intermediación financiera (080)",3,,,2,1,
"Activid.inmobil., empres. y alquileres (081)",58,,22,22,13,1
"Admin.pub. y defensa; p. segur.soc.afil (082)",173,,54,73,45,1
"Enseñanza (083)",262,,32,139,91,
"Servicios sociales y de salud (084)",59,,19,29,11,
"Otras activ. serv.comun.soc y personales (085)",62,1,26,22,10,3
"Hogares privados con servicio doméstico (086)",38,3,20,10,4,1
"Actividad economica no especificada (088)",57,,21,13,19,4
"Hombres (089)",2102,27,614,737,589,135
"Agric., ganadería, caza y silvicultura (090)",567,11,107,151,196,102
"Pesca (091)",41,2,15,11,11,2
"Explotación de minas y canteras (092)",776,2,289,313,168,4
"Industrias manufactureras (093)",52,3,13,16,16,4
"Suministro de electricidad, gas y agua (094)",5,,,2,2,1
"Construcción (095)",110,2,42,40,24,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",118,2,27,30,46,13
"Venta, mant.y rep. veh.autom.y motoc. (097)",11,,7,3,1,
"Comercio al por mayor (098)",7,,2,3,2,
"Comercio al por menor (099)",100,2,18,24,43,13
"Hoteles y restaurantes (100)",12,2,6,,3,1
"Trans., almac. y comunicaciones (101)",85,,29,36,20,
"Intermediación financiera (102)",2,,,1,1,
"Activid.inmobil., empres. y alquileres (103)",45,,18,17,9,1
"Admin.pub. y defensa; p. segur.soc.afil (104)",105,,27,45,32,1
"Enseñanza (105)",105,,7,56,42,
"Servicios sociales y de salud (106)",18,,7,7,4,
"Otras activ. serv.comun.soc y personales (107)",28,1,13,7,5,2
"Hogares privados con servicio doméstico (108)",7,2,3,1,1,
"Actividad economica no especificada (110)",26,,11,4,9,2
"Mujeres (112)",1117,13,284,431,312,77
"Agric., ganadería, caza y silvicultura (113)",329,6,53,99,123,48
"Pesca (114)",1,,1,,,
"Explotación de minas y canteras (115)",29,,10,11,8,
"Industrias manufactureras (116)",53,,10,21,20,2
"Construcción (118)",7,,4,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",195,,67,76,38,14
"Venta, mant.y rep. veh.autom.y motoc. (120)",3,,2,,,1
"Comercio al por mayor (121)",6,,3,1,2,
"Comercio al por menor (122)",186,,62,75,36,13
"Hoteles y restaurantes (123)",118,6,26,45,32,9
"Trans., almac. y comunicaciones (124)",9,,5,4,,
"Intermediación financiera (125)",1,,,1,,
"Activid.inmobil., empres. y alquileres (126)",13,,4,5,4,
"Admin.pub. y defensa; p. segur.soc.afil (127)",68,,27,28,13,
"Enseñanza (128)",157,,25,83,49,
"Servicios sociales y de salud (129)",41,,12,22,7,
"Otras activ. serv.comun.soc y personales (130)",34,,13,15,5,1
"Hogares privados con servicio doméstico (131)",31,1,17,9,3,1
"Actividad economica no especificada (133)",31,,10,9,10,2
,,,,,,
"RURAL (134)",5189,30,1775,1938,1061,385
"Agric., ganadería, caza y silvicultura (135)",1828,23,377,460,611,357
"Pesca (136)",94,,33,45,16,
"Explotación de minas y canteras (137)",2428,2,1044,1086,289,7
"Industrias manufactureras (138)",49,,15,23,9,2
"Suministro de electricidad, gas y agua (139)",1,,1,,,
"Construcción (140)",151,,63,57,28,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",180,1,72,78,28,1
"Venta, mant.y rep. veh.autom.y motoc. (142)",3,,2,,1,
"Comercio al por mayor (143)",9,,3,6,,
"Comercio al por menor (144)",168,1,67,72,27,1
"Hoteles y restaurantes (145)",73,2,34,26,11,
"Trans., almac. y comunicaciones (146)",60,,24,28,6,2
"Activid.inmobil., empres. y alquileres (148)",33,,9,17,7,
"Admin.pub. y defensa; p. segur.soc.afil (149)",42,,12,20,9,1
"Enseñanza (150)",78,,23,43,12,
"Servicios sociales y de salud (151)",22,,12,9,1,
"Otras activ. serv.comun.soc y personales (152)",56,,22,19,14,1
"Hogares privados con servicio doméstico (153)",14,2,5,6,1,
"Actividad economica no especificada (155)",80,,29,21,19,11
"Hombres (156)",4077,19,1428,1603,771,256
"Agric., ganadería, caza y silvicultura (157)",1161,16,229,291,385,240
"Pesca (158)",91,,32,44,15,
"Explotación de minas y canteras (159)",2316,2,988,1048,272,6
"Industrias manufactureras (160)",31,,12,11,7,1
"Suministro de electricidad, gas y agua (161)",1,,1,,,
"Construcción (162)",140,,54,56,27,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",55,,20,25,10,
"Venta, mant.y rep. veh.autom.y motoc. (164)",3,,2,,1,
"Comercio al por mayor (165)",2,,,2,,
"Comercio al por menor (166)",50,,18,23,9,
"Hoteles y restaurantes (167)",29,,15,9,5,
"Trans., almac. y comunicaciones (168)",59,,23,28,6,2
"Activid.inmobil., empres. y alquileres (170)",31,,8,17,6,
"Admin.pub. y defensa; p. segur.soc.afil (171)",39,,10,19,9,1
"Enseñanza (172)",38,,8,20,10,
"Servicios sociales y de salud (173)",8,,3,5,,
"Otras activ. serv.comun.soc y personales (174)",39,,11,15,12,1
"Hogares privados con servicio doméstico (175)",2,1,,1,,
"Actividad economica no especificada (177)",37,,14,14,7,2
"Mujeres (179)",1112,11,347,335,290,129
"Agric., ganadería, caza y silvicultura (180)",667,7,148,169,226,117
"Pesca (181)",3,,1,1,1,
"Explotación de minas y canteras (182)",112,,56,38,17,1
"Industrias manufactureras (183)",18,,3,12,2,1
"Construcción (185)",11,,9,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",125,1,52,53,18,1
"Comercio al por mayor (188)",7,,3,4,,
"Comercio al por menor (189)",118,1,49,49,18,1
"Hoteles y restaurantes (190)",44,2,19,17,6,
"Trans., almac. y comunicaciones (191)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",2,,1,,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",3,,2,1,,
"Enseñanza (195)",40,,15,23,2,
"Servicios sociales y de salud (196)",14,,9,4,1,
"Otras activ. serv.comun.soc y personales (197)",17,,11,4,2,
"Hogares privados con servicio doméstico (198)",12,1,5,5,1,
"Actividad economica no especificada (200)",43,,15,7,12,9
