"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",172,4,50,63,49,6
"Secundaria (034)",267,1,177,68,20,1
"Superior no univ. incompleta (035)",10,,6,3,1,
"Superior no univ. completa (036)",15,,9,5,1,
"Superior univ. incompleta (037)",4,,3,1,,
"Superior univ. completa (038)",16,,13,2,1,
"No PEA (040)",23062,9529,5741,2983,2720,2089
"Sin nivel (041)",3281,221,106,387,1076,1491
"Educación inicial (042)",556,540,12,4,,
"Primaria (043)",12347,7314,1289,1813,1384,547
"Secundaria (044)",6102,1454,3768,638,208,34
"Superior no univ. incompleta (045)",280,,223,46,10,1
"Superior no univ. completa (046)",134,,53,55,22,4
"Superior univ. incompleta (047)",285,,253,19,9,4
"Superior univ. completa (048)",77,,37,21,11,8
,,,,,,
"URBANA (060)",5382,1423,1578,1222,773,386
"Sin nivel (061)",431,20,18,55,134,204
"Educación inicial (062)",95,85,8,2,,
"Primaria (063)",2060,1037,153,380,340,150
"Secundaria (064)",1837,281,931,440,163,22
"Superior no univ. incompleta (065)",196,,114,62,18,2
"Superior no univ. completa (066)",276,,74,144,55,3
"Superior univ. incompleta (067)",260,,207,39,13,1
"Superior univ. completa (068)",227,,73,100,50,4
"PEA (070)",1895,34,544,768,439,110
"Sin nivel (071)",125,,2,22,52,49
"Educación inicial (072)",3,,1,2,,
"Primaria (073)",475,19,57,176,174,49
"Secundaria (074)",696,15,296,273,105,7
"Superior no univ. incompleta (075)",107,,41,48,16,2
"Superior no univ. completa (076)",218,,53,123,41,1
"Superior univ. incompleta (077)",89,,45,34,9,1
"Superior univ. completa (078)",182,,49,90,42,1
"Ocupada (080)",1797,34,498,731,426,108
"Sin nivel (081)",122,,2,19,52,49
"Educación inicial (082)",3,,1,2,,
"Primaria (083)",451,19,54,164,166,48
"Secundaria (084)",641,15,264,254,102,6
"Superior no univ. incompleta (085)",104,,39,48,15,2
"Superior no univ. completa (086)",215,,51,122,41,1
"Superior univ. incompleta (087)",85,,42,33,9,1
"Superior univ. completa (088)",176,,45,89,41,1
"Desocupada (090)",98,,46,37,13,2
"Sin nivel (091)",3,,,3,,
"Primaria (093)",24,,3,12,8,1
"Secundaria (094)",55,,32,19,3,1
"Superior no univ. incompleta (095)",3,,2,,1,
"Superior no univ. completa (096)",3,,2,1,,
"Superior univ. incompleta (097)",4,,3,1,,
"Superior univ. completa (098)",6,,4,1,1,
"No PEA (100)",3487,1389,1034,454,334,276
"Sin nivel (101)",306,20,16,33,82,155
"Educación inicial (102)",92,85,7,,,
"Primaria (103)",1585,1018,96,204,166,101
"Secundaria (104)",1141,266,635,167,58,15
"Superior no univ. incompleta (105)",89,,73,14,2,
"Superior no univ. completa (106)",58,,21,21,14,2
"Superior univ. incompleta (107)",171,,162,5,4,
"Superior univ. completa (108)",45,,24,10,8,3
,,,,,,
"RURAL (120)",27309,8185,6678,5137,4710,2599
"Sin nivel (121)",4143,202,132,525,1565,1719
"Educación inicial (122)",470,457,8,5,,
"Primaria (123)",14600,6324,1828,3014,2610,824
"Secundaria (124)",7262,1202,4287,1303,432,38
"Superior no univ. incompleta (125)",312,,202,85,24,1
"Superior no univ. completa (126)",244,,72,127,41,4
"Superior univ. incompleta (127)",152,,102,30,13,7
"Superior univ. completa (128)",126,,47,48,25,6
"PEA (130)",7734,45,1971,2608,2324,786
"Sin nivel (131)",1168,1,42,171,571,383
"Educación inicial (132)",6,2,3,1,,
"Primaria (133)",3838,28,635,1405,1392,378
"Secundaria (134)",2301,14,1154,832,282,19
"Superior no univ. incompleta (135)",121,,52,53,16,
"Superior no univ. completa (136)",168,,40,93,33,2
"Superior univ. incompleta (137)",38,,11,16,8,3
"Superior univ. completa (138)",94,,34,37,22,1
"Ocupada (140)",7331,40,1755,2499,2260,777
"Sin nivel (141)",1154,1,38,170,566,379
"Educación inicial (142)",6,2,3,1,,
"Primaria (143)",3690,24,588,1354,1351,373
"Secundaria (144)",2089,13,1009,783,265,19
"Superior no univ. incompleta (145)",114,,48,50,16,
"Superior no univ. completa (146)",156,,33,89,32,2
"Superior univ. incompleta (147)",38,,11,16,8,3
"Superior univ. completa (148)",84,,25,36,22,1
"Desocupada (150)",403,5,216,109,64,9
"Sin nivel (151)",14,,4,1,5,4
"Primaria (153)",148,4,47,51,41,5
"Secundaria (154)",212,1,145,49,17,
"Superior no univ. incompleta (155)",7,,4,3,,
"Superior no univ. completa (156)",12,,7,4,1,
"Superior univ. completa (158)",10,,9,1,,
"No PEA (160)",19575,8140,4707,2529,2386,1813
"Sin nivel (161)",2975,201,90,354,994,1336
"Educación inicial (162)",464,455,5,4,,
"Primaria (163)",10762,6296,1193,1609,1218,446
"Secundaria (164)",4961,1188,3133,471,150,19
"Superior no univ. incompleta (165)",191,,150,32,8,1
"Superior no univ. completa (166)",76,,32,34,8,2
"Superior univ. incompleta (167)",114,,91,14,5,4
"Superior univ. completa (168)",32,,13,11,3,5
