"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia YUNGUYO (000)",12723,90,315,908,1800,2587,3583,3440
"De 12 a 14 años (001)",12,,,,,,,12
"De 15 a 19 años (002)",195,,,,,,110,85
"De 20 a 24 años (003)",899,,,,,2,500,397
"De 25 a 29 años (004)",1275,,,,,51,809,415
"De 30 a 34 años (005)",1385,,,,,226,823,336
"De 35 a 39 años (006)",1455,,,,14,447,674,320
"De 40 a 44 años (007)",1183,,,,70,475,415,223
"De 45 a 49 años (008)",1111,,,4,176,510,210,211
"De 50 y más años (009)",5208,90,315,904,1540,876,42,1441
"Sin nivel (010)",4436,80,252,713,1100,782,265,1244
"De 15 a 19 años (012)",3,,,,,,1,2
"De 20 a 24 años (013)",20,,,,,,5,15
"De 25 a 29 años (014)",38,,,,,2,22,14
"De 30 a 34 años (015)",74,,,,,9,36,29
"De 35 a 39 años (016)",124,,,,2,49,45,28
"De 40 a 44 años (017)",195,,,,12,75,71,37
"De 45 a 49 años (018)",338,,,,51,155,66,66
"De 50 y más años (019)",3644,80,252,713,1035,492,19,1053
"Educacion Inicial (020)",20,,,,,3,11,6
"De 20 a 24 años (023)",2,,,,,,1,1
"De 25 a 29 años (024)",5,,,,,1,2,2
"De 30 a 34 años (025)",7,,,,,,5,2
"De 35 a 39 años (026)",6,,,,,2,3,1
"Primaria (030)",4867,6,49,162,565,1271,1788,1026
"De 12 a 14 años (031)",3,,,,,,,3
"De 15 a 19 años (032)",46,,,,,,25,21
"De 20 a 24 años (033)",273,,,,,1,178,94
"De 25 a 29 años (034)",468,,,,,18,341,109
"De 30 a 34 años (035)",685,,,,,109,449,127
"De 35 a 39 años (036)",799,,,,9,249,395,146
"De 40 a 44 años (037)",695,,,,37,285,258,115
"De 45 a 49 años (038)",585,,,2,87,271,122,103
"De 50 y más años (039)",1313,6,49,160,432,338,20,308
"Secundaria (040)",2545,4,10,23,104,371,1212,821
"De 12 a 14 años (041)",9,,,,,,,9
"De 15 a 19 años (042)",140,,,,,,81,59
"De 20 a 24 años (043)",482,,,,,1,273,208
"De 25 a 29 años (044)",562,,,,,23,348,191
"De 30 a 34 años (045)",474,,,,,82,272,120
"De 35 a 39 años (046)",379,,,,3,114,164,98
"De 40 a 44 años (047)",180,,,,16,64,55,45
"De 45 a 49 años (048)",134,,,,29,54,16,35
"De 50 y más años (049)",185,4,10,23,56,33,3,56
"Sup. no Univ. incompleta (050)",159,,,,4,18,66,71
"De 15 a 19 años (052)",4,,,,,,3,1
"De 20 a 24 años (053)",44,,,,,,19,25
"De 25 a 29 años (054)",41,,,,,,19,22
