"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia SULLANA (000)",287680,282820,3585,1275
"Hombres (001)",142411,140077,1690,644
"Mujeres (002)",145269,142743,1895,631
"Menores de 1 año (003)",5846,4527,977,342
"Hombres (004)",2873,2219,484,170
"Mujeres (005)",2973,2308,493,172
"De 1 a 5 años (006)",30449,27623,1967,859
"Hombres (007)",15477,14049,987,441
"Mujeres (008)",14972,13574,980,418
"De 6 a 14 años (009)",51740,51628,88,24
"Hombres (010)",26140,26072,56,12
"Mujeres (011)",25600,25556,32,12
"De 15 a 29 años (012)",78705,78630,59,16
"Hombres (013)",38612,38579,26,7
"Mujeres (014)",40093,40051,33,9
"De 30 a 44 años (015)",59368,59295,61,12
"Hombres (016)",28723,28693,24,6
"Mujeres (017)",30645,30602,37,6
"De 45 a 64 años (018)",43444,43307,131,6
"Hombres (019)",21663,21616,45,2
"Mujeres (020)",21781,21691,86,4
"De 65 a más años (021)",18128,17810,302,16
"Hombres (022)",8923,8849,68,6
"Mujeres (023)",9205,8961,234,10
,,,,
"URBANA (024)",258723,254552,3070,1101
"Hombres (025)",127295,125264,1475,556
"Mujeres (026)",131428,129288,1595,545
"Menores de 1 año (027)",5272,4110,852,310
"Hombres (028)",2629,2035,436,158
"Mujeres (029)",2643,2075,416,152
"De 1 a 5 años (030)",27282,24790,1754,738
"Hombres (031)",13882,12627,879,376
"Mujeres (032)",13400,12163,875,362
"De 6 a 14 años (033)",46103,46011,72,20
"Hombres (034)",23245,23185,50,10
"Mujeres (035)",22858,22826,22,10
"De 15 a 29 años (036)",70689,70628,47,14
"Hombres (037)",34406,34377,23,6
"Mujeres (038)",36283,36251,24,8
"De 30 a 44 años (039)",53858,53808,42,8
"Hombres (040)",25874,25855,14,5
"Mujeres (041)",27984,27953,28,3
"De 45 a 64 años (042)",39403,39315,85,3
"Hombres (043)",19480,19452,28,
"Mujeres (044)",19923,19863,57,3
"De 65 a más años (045)",16116,15890,218,8
"Hombres (046)",7779,7733,45,1
"Mujeres (047)",8337,8157,173,7
,,,,
"RURAL (048)",28957,28268,515,174
"Hombres (049)",15116,14813,215,88
"Mujeres (050)",13841,13455,300,86
"Menores de 1 año (051)",574,417,125,32
"Hombres (052)",244,184,48,12
"Mujeres (053)",330,233,77,20
"De 1 a 5 años (054)",3167,2833,213,121
"Hombres (055)",1595,1422,108,65
"Mujeres (056)",1572,1411,105,56
"De 6 a 14 años (057)",5637,5617,16,4
"Hombres (058)",2895,2887,6,2
"Mujeres (059)",2742,2730,10,2
"De 15 a 29 años (060)",8016,8002,12,2
"Hombres (061)",4206,4202,3,1
"Mujeres (062)",3810,3800,9,1
"De 30 a 44 años (063)",5510,5487,19,4
"Hombres (064)",2849,2838,10,1
"Mujeres (065)",2661,2649,9,3
"De 45 a 64 años (066)",4041,3992,46,3
"Hombres (067)",2183,2164,17,2
"Mujeres (068)",1858,1828,29,1
"De 65 a más años (069)",2012,1920,84,8
"Hombres (070)",1144,1116,23,5
"Mujeres (071)",868,804,61,3
