"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",25,,2,3,20
"Profes., científicos e intelectuales (038)",278,50,86,80,62
"Técnicos de nivel medio y trab. asimilados (039)",35,9,5,5,16
"Jefes y empleados de oficina (040)",35,3,4,5,23
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",221,209,5,,7
"Agricult.trabaj.calif.agrop.y pesqueros (042)",821,790,31,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",39,29,5,3,2
"Obreros construc.,conf.,papel, fab., instr. (044)",71,59,8,1,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",736,693,24,6,13
"Otra (046)",24,,,,24
"Ocupación no especificada (047)",88,80,4,4,
"Hombres (048)",1571,1247,132,73,119
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",20,,,3,17
"Profes., científicos e intelectuales (050)",172,29,60,54,29
"Técnicos de nivel medio y trab. asimilados (051)",27,8,5,4,10
"Jefes y empleados de oficina (052)",24,2,2,2,18
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",65,58,3,,4
"Agricult.trabaj.calif.agrop.y pesqueros (054)",708,679,29,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",34,26,4,2,2
"Obreros construc.,conf.,papel, fab., instr. (056)",71,59,8,1,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",388,354,18,4,12
"Otra (058)",24,,,,24
"Ocupación no especificada (059)",38,32,3,3,
"Mujeres (060)",802,675,42,34,51
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,,2,,3
"Profes., científicos e intelectuales (062)",106,21,26,26,33
"Técnicos de nivel medio y trab. asimilados (063)",8,1,,1,6
"Jefes y empleados de oficina (064)",11,1,2,3,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",156,151,2,,3
"Agricult.trabaj.calif.agrop.y pesqueros (066)",113,111,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",5,3,1,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",348,339,6,2,1
"Ocupación no especificada (071)",50,48,1,1,
,,,,,
"RURAL (072)",7237,6836,252,45,104
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",6,,1,,5
"Profes., científicos e intelectuales (074)",156,42,34,13,67
"Técnicos de nivel medio y trab. asimilados (075)",30,16,4,1,9
"Jefes y empleados de oficina (076)",6,,,,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",119,111,5,2,1
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3567,3491,74,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",63,52,7,1,3
"Obreros construc.,conf.,papel, fab., instr. (080)",85,70,13,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3034,2888,110,24,12
"Ocupación no especificada (083)",171,166,4,,1
"Hombres (084)",4791,4487,191,35,78
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",5,,1,,4
"Profes., científicos e intelectuales (086)",115,28,26,10,51
"Técnicos de nivel medio y trab. asimilados (087)",24,14,3,1,6
"Jefes y empleados de oficina (088)",5,,,,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",43,39,2,2,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2949,2879,68,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",53,45,4,1,3
"Obreros construc.,conf.,papel, fab., instr. (092)",85,70,13,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1478,1381,71,17,9
"Ocupación no especificada (095)",34,31,3,,
"Mujeres (096)",2446,2349,61,10,26
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",41,14,8,3,16
"Técnicos de nivel medio y trab. asimilados (099)",6,2,1,,3
"Jefes y empleados de oficina (100)",1,,,,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",76,72,3,,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",618,612,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",10,7,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1556,1507,39,7,3
"Ocupación no especificada (107)",137,135,1,,1
