"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia DOS DE MAYO (000)",47008,23313,23695,16433,8088,8345,30575,15225,15350
"Menores de 1 año (001)",935,469,466,306,149,157,629,320,309
"Menores de 1 mes (002)",83,40,43,22,10,12,61,30,31
"De 1 a 11 meses (003)",852,429,423,284,139,145,568,290,278
"De 1 a 4 años (004)",4976,2552,2424,1575,809,766,3401,1743,1658
"1 año (005)",1114,554,560,347,170,177,767,384,383
"2 años (006)",1325,666,659,430,223,207,895,443,452
"3 años (007)",1303,670,633,387,194,193,916,476,440
"4 años (008)",1234,662,572,411,222,189,823,440,383
"De 5 a 9 años (009)",6346,3181,3165,1985,996,989,4361,2185,2176
"5 años (010)",1137,556,581,339,158,181,798,398,400
"6 años (011)",1140,575,565,354,181,173,786,394,392
"7 años (012)",1352,708,644,413,212,201,939,496,443
"8 años (013)",1368,692,676,428,228,200,940,464,476
"9 años (014)",1349,650,699,451,217,234,898,433,465
"De 10 a 14 años (015)",7055,3610,3445,2336,1204,1132,4719,2406,2313
"10 años (016)",1497,775,722,467,242,225,1030,533,497
"11 años (017)",1340,662,678,435,226,209,905,436,469
"12 años (018)",1531,789,742,501,258,243,1030,531,499
"13 años (019)",1357,714,643,472,249,223,885,465,420
"14 años (020)",1330,670,660,461,229,232,869,441,428
"De 15 a 19 años (021)",5067,2577,2490,1841,941,900,3226,1636,1590
"15 años (022)",1260,623,637,447,223,224,813,400,413
"16 años (023)",1075,564,511,424,220,204,651,344,307
"17 años (024)",922,510,412,325,176,149,597,334,263
"18 años (025)",1028,518,510,353,185,168,675,333,342
"19 años (026)",782,362,420,292,137,155,490,225,265
"De 20 a 24 años (027)",3612,1763,1849,1275,610,665,2337,1153,1184
"20 años (028)",875,413,462,287,132,155,588,281,307
"21 años (029)",598,314,284,222,116,106,376,198,178
"22 años (030)",813,407,406,264,134,130,549,273,276
"23 años (031)",673,318,355,252,108,144,421,210,211
"24 años (032)",653,311,342,250,120,130,403,191,212
"De 25 a 29 años (033)",2876,1395,1481,1089,518,571,1787,877,910
"25 años (034)",678,324,354,255,114,141,423,210,213
"26 años (035)",575,276,299,218,104,114,357,172,185
"27 años (036)",562,258,304,202,93,109,360,165,195
"28 años (037)",590,324,266,229,126,103,361,198,163
"29 años (038)",471,213,258,185,81,104,286,132,154
"De 30 a 34 años (039)",2611,1247,1364,1028,479,549,1583,768,815
"30 años (040)",749,367,382,262,128,134,487,239,248
"31 años (041)",350,168,182,141,68,73,209,100,109
"32 años (042)",516,265,251,200,103,97,316,162,154
"33 años (043)",485,220,265,209,92,117,276,128,148
"34 años (044)",511,227,284,216,88,128,295,139,156
