"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CORONEL PORTILLO (000)",125844,30912,20664,54948,2657,8062,3859,4742
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",250,208,,,42,,,
"Profes., científicos e intelectuales (002)",10341,8889,,1216,198,38,,
"Técnicos de nivel medio y trab. asimilados (003)",5558,3544,,1622,336,53,3,
"Jefes y empleados de oficina (004)",6110,6005,,50,,55,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",21858,5372,293,13232,626,2335,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",14374,12,119,13598,642,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",12959,,6178,6274,354,153,,
"Obreros construc.,conf.,papel, fab., instr. (008)",15516,1350,3814,9920,302,130,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",28004,3350,8688,7191,68,4851,3856,
"Otra (010)",1082,1082,,,,,,
"Ocupaciñn no especificada (011)",5050,1100,1572,1845,89,444,,
"Desocupado (012)",4742,,,,,,,4742
"Hombres (013)",83190,17579,18107,38318,2038,3809,250,3089
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",197,163,,,34,,,
"Profes., científicos e intelectuales (015)",5342,4359,,828,134,21,,
"Técnicos de nivel medio y trab. asimilados (016)",3693,2259,,1155,251,28,,
"Jefes y empleados de oficina (017)",3094,3036,,33,,25,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",9989,3025,80,5876,361,647,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",12602,12,118,11901,568,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",11017,,5856,4740,317,104,,
"Obreros construc.,conf.,papel, fab., instr. (021)",14764,1311,3616,9439,289,109,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",15264,1778,7228,3328,26,2654,250,
"Otra (023)",1029,1029,,,,,,
"Ocupaciñn no especificada (024)",3110,607,1209,1018,58,218,,
"Desocupado (025)",3089,,,,,,,3089
"Mujeres (026)",42654,13333,2557,16630,619,4253,3609,1653
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",53,45,,,8,,,
"Profes., científicos e intelectuales (028)",4999,4530,,388,64,17,,
"Técnicos de nivel medio y trab. asimilados (029)",1865,1285,,467,85,25,3,
"Jefes y empleados de oficina (030)",3016,2969,,17,,30,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",11869,2347,213,7356,265,1688,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",1772,,1,1697,74,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",1942,,322,1534,37,49,,
"Obreros construc.,conf.,papel, fab., instr. (034)",752,39,198,481,13,21,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",12740,1572,1460,3863,42,2197,3606,
"Otra (036)",53,53,,,,,,
"Ocupaciñn no especificada (037)",1940,493,363,827,31,226,,
"Desocupado (038)",1653,,,,,,,1653
,,,,,,,,
"URBANA (039)",107439,30224,17563,44703,2244,4728,3628,4349
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",242,200,,,42,,,
"Profes., científicos e intelectuales (041)",9929,8523,,1178,192,36,,
"Técnicos de nivel medio y trab. asimilados (042)",5458,3482,,1600,326,49,1,
"Jefes y empleados de oficina (043)",6050,5945,,50,,55,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",21277,5292,259,12835,609,2282,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",5339,10,69,4961,296,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",12316,,5938,5896,340,142,,
"Obreros construc.,conf.,papel, fab., instr. (047)",15093,1344,3717,9628,291,113,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",22013,3297,6283,7045,64,1697,3627,
"Otra (049)",1050,1050,,,,,,
"Ocupaciñn no especificada (050)",4323,1081,1297,1510,84,351,,
"Desocupado (051)",4349,,,,,,,4349
"Hombres (052)",69375,17116,15540,29921,1683,2091,224,2800
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",191,157,,,34,,,
"Profes., científicos e intelectuales (054)",5082,4127,,805,130,20,,
"Técnicos de nivel medio y trab. asimilados (055)",3622,2213,,1141,241,27,,
"Jefes y empleados de oficina (056)",3051,2993,,33,,25,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",9719,2978,75,5686,351,629,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",4598,10,68,4251,266,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",10626,,5630,4593,304,99,,
"Obreros construc.,conf.,papel, fab., instr. (060)",14468,1305,3528,9253,279,103,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",11516,1742,5252,3276,24,998,224,
"Otra (062)",997,997,,,,,,
"Ocupaciñn no especificada (063)",2705,594,987,883,54,187,,
"Desocupado (064)",2800,,,,,,,2800
"Mujeres (065)",38064,13108,2023,14782,561,2637,3404,1549
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",51,43,,,8,,,
"Profes., científicos e intelectuales (067)",4847,4396,,373,62,16,,
"Técnicos de nivel medio y trab. asimilados (068)",1836,1269,,459,85,22,1,
"Jefes y empleados de oficina (069)",2999,2952,,17,,30,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",11558,2314,184,7149,258,1653,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",741,,1,710,30,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",1690,,308,1303,36,43,,
"Obreros construc.,conf.,papel, fab., instr. (073)",625,39,189,375,12,10,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",10497,1555,1031,3769,40,699,3403,
"Otra (075)",53,53,,,,,,
"Ocupaciñn no especificada (076)",1618,487,310,627,30,164,,
"Desocupado (077)",1549,,,,,,,1549
,,,,,,,,
"RURAL (078)",18405,688,3101,10245,413,3334,231,393
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",8,8,,,,,,
"Profes., científicos e intelectuales (080)",412,366,,38,6,2,,
"Técnicos de nivel medio y trab. asimilados (081)",100,62,,22,10,4,2,
"Jefes y empleados de oficina (082)",60,60,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",581,80,34,397,17,53,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",9035,2,50,8637,346,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",643,,240,378,14,11,,
"Obreros construc.,conf.,papel, fab., instr. (086)",423,6,97,292,11,17,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",5991,53,2405,146,4,3154,229,
"Otra (088)",32,32,,,,,,
"Ocupaciñn no especificada (089)",727,19,275,335,5,93,,
"Desocupado (090)",393,,,,,,,393
