"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ABANCAY (000)",36040,34685,11203,4571,4181,3251,4577,3085,2110,1707,1355,99815
"De 12 a 14 años (001)",3886,3863,3847,13,3,,,,,,23,19
"De 15 a 19 años (002)",5196,5116,4538,504,63,9,2,,,,80,665
"De 20 a 24 años (003)",4356,3813,1695,1404,525,146,35,8,,,543,3087
"De 25 a 29 años (004)",3625,3238,492,1111,916,466,236,15,2,,387,5448
"De 30 a 34 años (005)",3408,3279,217,629,940,656,677,144,12,4,129,8471
"De 35 a 39 años (006)",3138,3083,107,308,674,630,880,364,98,22,55,10820
"De 40 a 44 años (007)",2688,2653,66,171,390,447,743,510,243,83,35,11793
"De 45 a 49 años (008)",2195,2175,51,124,233,303,548,451,310,155,20,11159
"De 50 y más años (009)",7548,7465,190,307,437,594,1456,1593,1445,1443,83,48353
"Sin nivel (010)",5914,5828,209,203,277,372,1012,1328,1229,1198,86,38992
"De 12 a 14 años (011)",17,16,16,,,,,,,,1,
"De 15 a 19 años (012)",49,48,31,9,4,3,1,,,,1,30
"De 20 a 24 años (013)",56,50,12,16,11,6,5,,,,6,76
"De 25 a 29 años (014)",114,104,13,16,31,15,25,3,1,,10,258
"De 30 a 34 años (015)",212,206,8,14,28,42,82,27,3,2,6,777
"De 35 a 39 años (016)",326,321,8,14,21,37,113,93,28,7,5,1579
"De 40 a 44 años (017)",399,395,7,8,13,27,97,125,89,29,4,2432
"De 45 a 49 años (018)",457,449,8,14,12,21,59,140,127,68,8,3102
"De 50 y más años (019)",4284,4239,106,112,157,221,630,940,981,1092,45,30738
"Educacion Inicial (020)",51,49,16,7,7,5,7,6,1,,2,115
"De 12 a 14 años (021)",6,6,5,1,,,,,,,,1
