"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Secundaria (034)",37261,,,4911,9059,7870,6094,8316,1011
"Superior no univ. incompleto (035)",6053,,,,1212,2344,1215,1136,146
"Superior no univ. completo (036)",8451,,,,,2469,2477,3152,353
"Superior univ. incompleto (037)",5665,,,,1206,2962,636,750,111
"Superior univ. completo (038)",7441,,,,,1859,1955,3168,459
"Hombres (040)",56836,2663,6209,7248,6581,9958,7426,12645,4106
"Sin nivel (041)",4796,2663,644,114,69,137,171,457,541
"Educación inicial (042)",1867,,1724,91,15,19,18,,
"Primaria (043)",17421,,3841,4586,732,1195,1285,3467,2315
"Secundaria (044)",19225,,,2457,4627,3998,3088,4454,601
"Superior no univ. incompleto (045)",2952,,,,574,1067,575,643,93
"Superior no univ. completo (046)",3736,,,,,1136,1014,1400,186
"Superior univ. incompleto (047)",2971,,,,564,1560,313,452,82
"Superior univ. completo (048)",3868,,,,,846,962,1772,288
"Mujeres (050)",61048,2624,6025,6989,6678,11025,9282,14197,4228
"Sin nivel (051)",6521,2624,599,86,76,180,423,1388,1145
"Educación inicial (052)",1766,,1612,82,9,40,23,,
"Primaria (053)",20642,,3814,4367,881,1908,2411,5008,2253
"Secundaria (054)",18036,,,2454,4432,3872,3006,3862,410
"Superior no univ. incompleto (055)",3101,,,,638,1277,640,493,53
"Superior no univ. completo (056)",4715,,,,,1333,1463,1752,167
"Superior univ. incompleto (057)",2694,,,,642,1402,323,298,29
"Superior univ. completo (058)",3573,,,,,1013,993,1396,171
,,,,,,,,,
"RURAL (060)",124161,6725,16259,17805,14237,20270,16229,24125,8511
"Sin nivel (061)",21454,6725,3129,319,330,886,1275,4819,3971
"Educación inicial (062)",3329,,3203,40,16,31,39,,
"Primaria (063)",66313,,9927,13459,4924,9434,9023,15217,4329
"Secundaria (064)",29169,,,3987,8416,8026,5083,3494,163
"Superior no univ. incompleto (065)",1505,,,,426,690,224,153,12
"Superior no univ. completo (066)",1328,,,,,691,381,239,17
"Superior univ. incompleto (067)",544,,,,125,314,52,52,1
"Superior univ. completo (068)",519,,,,,198,152,151,18
"Hombres (070)",63143,3382,8268,9227,7449,10093,7960,12231,4533
"Sin nivel (071)",8537,3382,1622,149,147,311,340,1208,1378
"Educación inicial (072)",1730,,1683,18,9,9,11,,
"Primaria (073)",32446,,4963,6847,2054,3857,3754,7991,2980
"Secundaria (074)",18085,,,2213,4916,4820,3375,2627,134
"Superior no univ. incompleto (075)",895,,,,252,391,128,113,11
"Superior no univ. completo (076)",767,,,,,383,230,140,14
"Superior univ. incompleto (077)",354,,,,71,210,31,42,
"Superior univ. completo (078)",329,,,,,112,91,110,16
"Mujeres (080)",61018,3343,7991,8578,6788,10177,8269,11894,3978
"Sin nivel (081)",12917,3343,1507,170,183,575,935,3611,2593
"Educación inicial (082)",1599,,1520,22,7,22,28,,
"Primaria (083)",33867,,4964,6612,2870,5577,5269,7226,1349
"Secundaria (084)",11084,,,1774,3500,3206,1708,867,29
"Superior no univ. incompleto (085)",610,,,,174,299,96,40,1
"Superior no univ. completo (086)",561,,,,,308,151,99,3
"Superior univ. incompleto (087)",190,,,,54,104,21,10,1
"Superior univ. completo (088)",190,,,,,86,61,41,2
