"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LAMBAYEQUE (000)",242045,12012,28493,32042,27496,41253,32937,50967,16845
"Sin nivel (001)",32771,12012,4372,519,475,1203,1869,6664,5657
"Educación inicial (002)",6962,,6539,213,40,90,80,,
"Primaria (003)",104376,,17582,22412,6537,12537,12719,23692,8897
"Secundaria (004)",66430,,,8898,17475,15896,11177,11810,1174
"Superior no univ. incompleto (005)",7558,,,,1638,3034,1439,1289,158
"Superior no univ. completo (006)",9779,,,,,3160,2858,3391,370
"Superior univ. incompleto (007)",6209,,,,1331,3276,688,802,112
"Superior univ. completo (008)",7960,,,,,2057,2107,3319,477
"Hombres (010)",119979,6045,14477,16475,14030,20051,15386,24876,8639
"Sin nivel (011)",13333,6045,2266,263,216,448,511,1665,1919
"Educación inicial (012)",3597,,3407,109,24,28,29,,
"Primaria (013)",49867,,8804,11433,2786,5052,5039,11458,5295
"Secundaria (014)",37310,,,4670,9543,8818,6463,7081,735
"Superior no univ. incompleto (015)",3847,,,,826,1458,703,756,104
"Superior no univ. completo (016)",4503,,,,,1519,1244,1540,200
"Superior univ. incompleto (017)",3325,,,,635,1770,344,494,82
"Superior univ. completo (018)",4197,,,,,958,1053,1882,304
"Mujeres (020)",122066,5967,14016,15567,13466,21202,17551,26091,8206
"Sin nivel (021)",19438,5967,2106,256,259,755,1358,4999,3738
"Educación inicial (022)",3365,,3132,104,16,62,51,,
"Primaria (023)",54509,,8778,10979,3751,7485,7680,12234,3602
"Secundaria (024)",29120,,,4228,7932,7078,4714,4729,439
"Superior no univ. incompleto (025)",3711,,,,812,1576,736,533,54
"Superior no univ. completo (026)",5276,,,,,1641,1614,1851,170
"Superior univ. incompleto (027)",2884,,,,696,1506,344,308,30
"Superior univ. completo (028)",3763,,,,,1099,1054,1437,173
,,,,,,,,,
"URBANA (030)",117884,5287,12234,14237,13259,20983,16708,26842,8334
"Sin nivel (031)",11317,5287,1243,200,145,317,594,1845,1686
"Educación inicial (032)",3633,,3336,173,24,59,41,,
"Primaria (033)",38063,,7655,8953,1613,3103,3696,8475,4568
