"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Enseñanza (060)",1169,6,1117,10,35,,,,,1,,
"Servicios sociales y de salud (061)",326,,124,174,20,3,,,,5,,
"Otras activ. serv.comun.soc y personales (062)",174,,4,16,12,13,,,,129,,
"Hogares privados con servicio doméstico (063)",604,,,1,,,,,,603,,
"Actividad economica no especificada (065)",832,,7,3,32,,,,,,,790
,,,,,,,,,,,,
"URBANA (066)",11495,59,2498,568,530,1720,1839,750,864,2098,130,439
"Agric., ganadería, caza y silvicultura (067)",2842,,9,18,1,,1839,1,3,971,,
"Explotación de minas y canteras (069)",20,,,2,,,,3,5,10,,
"Industrias manufactureras (070)",661,,5,14,2,14,,587,32,7,,
"Suministro de electricidad, gas y agua (071)",17,,1,3,2,,,8,1,2,,
"Construcción (072)",459,,27,17,5,,,31,278,101,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1749,,13,39,3,1382,,109,5,198,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",86,,4,1,,17,,57,4,3,,
"Comercio al por mayor (075)",40,,1,4,,33,,,,2,,
"Comercio al por menor (076)",1623,,8,34,3,1332,,52,1,193,,
"Hoteles y restaurantes (077)",427,1,2,21,5,259,,,,139,,
"Trans., almac. y comunicaciones (078)",612,,4,12,21,,,2,504,69,,
"Intermediación financiera (079)",19,,3,4,12,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",250,,85,52,69,8,,1,10,25,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",674,40,75,48,260,26,,3,20,72,130,
"Enseñanza (082)",2122,16,2038,13,47,,,,1,7,,
"Servicios sociales y de salud (083)",483,,190,238,35,7,,3,2,8,,
"Otras activ. serv.comun.soc y personales (084)",281,2,28,69,19,24,,2,3,134,,
"Hogares privados con servicio doméstico (085)",357,,,2,,,,,,355,,
"Actividad economica no especificada (087)",522,,18,16,49,,,,,,,439
"Hombres (088)",7426,44,1427,338,280,792,1643,570,845,1197,128,162
"Agric., ganadería, caza y silvicultura (089)",2443,,9,16,1,,1643,1,3,770,,
"Explotación de minas y canteras (091)",18,,,1,,,,3,5,9,,
"Industrias manufactureras (092)",464,,4,11,2,5,,415,22,5,,
"Suministro de electricidad, gas y agua (093)",17,,1,3,2,,,8,1,2,,
"Construcción (094)",452,,26,17,2,,,30,277,100,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",903,,8,25,2,679,,102,5,82,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",78,,4,1,,10,,56,4,3,,
"Comercio al por mayor (097)",26,,1,3,,21,,,,1,,
"Comercio al por menor (098)",799,,3,21,2,648,,46,1,78,,
"Hoteles y restaurantes (099)",102,1,1,16,4,59,,,,21,,
"Trans., almac. y comunicaciones (100)",575,,4,7,12,,,2,498,52,,
"Intermediación financiera (101)",10,,2,3,5,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",176,,72,44,29,8,,1,8,14,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",525,31,63,29,158,26,,3,20,67,128,
"Enseñanza (104)",1156,10,1122,4,13,,,,1,6,,
"Servicios sociales y de salud (105)",202,,80,92,18,4,,3,2,3,,
"Otras activ. serv.comun.soc y personales (106)",153,2,24,56,9,11,,2,3,46,,
"Hogares privados con servicio doméstico (107)",21,,,1,,,,,,20,,
"Actividad economica no especificada (109)",209,,11,13,23,,,,,,,162
"Mujeres (110)",4069,15,1071,230,250,928,196,180,19,901,2,277
"Agric., ganadería, caza y silvicultura (111)",399,,,2,,,196,,,201,,
"Explotación de minas y canteras (113)",2,,,1,,,,,,1,,
"Industrias manufactureras (114)",197,,1,3,,9,,172,10,2,,
"Construcción (116)",7,,1,,3,,,1,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",846,,5,14,1,703,,7,,116,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",8,,,,,7,,1,,,,
"Comercio al por mayor (119)",14,,,1,,12,,,,1,,
"Comercio al por menor (120)",824,,5,13,1,684,,6,,115,,
"Hoteles y restaurantes (121)",325,,1,5,1,200,,,,118,,
"Trans., almac. y comunicaciones (122)",37,,,5,9,,,,6,17,,
"Intermediación financiera (123)",9,,1,1,7,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",74,,13,8,40,,,,2,11,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",149,9,12,19,102,,,,,5,2,
"Enseñanza (126)",966,6,916,9,34,,,,,1,,
"Servicios sociales y de salud (127)",281,,110,146,17,3,,,,5,,
"Otras activ. serv.comun.soc y personales (128)",128,,4,13,10,13,,,,88,,
"Hogares privados con servicio doméstico (129)",336,,,1,,,,,,335,,
"Actividad economica no especificada (131)",313,,7,3,26,,,,,,,277
,,,,,,,,,,,,
"RURAL (132)",33465,17,723,185,150,648,16626,1039,637,12734,8,698
"Agric., ganadería, caza y silvicultura (133)",28390,,,6,1,,16626,3,7,11747,,
"Explotación de minas y canteras (135)",318,,23,20,16,,,64,22,173,,
"Industrias manufactureras (136)",986,,1,4,1,,,895,81,4,,
"Suministro de electricidad, gas y agua (137)",31,,,,1,,,4,12,14,,
"Construcción (138)",495,,13,9,11,,,18,245,199,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",640,,3,9,1,489,,30,2,106,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",19,,,,,6,,12,1,,,
"Comercio al por mayor (141)",23,,2,1,,17,,3,,,,
"Comercio al por menor (142)",598,,1,8,1,466,,15,1,106,,
"Hoteles y restaurantes (143)",161,,1,4,1,120,,,1,34,,
"Trans., almac. y comunicaciones (144)",286,,2,5,4,,,5,242,28,,
"Intermediación financiera (145)",4,,,1,2,,,,,1,,
"Activid.inmobil., empres. y alquileres (146)",171,,20,24,29,33,,18,15,32,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",136,14,6,7,57,5,,,8,31,8,
"Enseñanza (148)",632,3,621,1,4,,,,,3,,
"Servicios sociales y de salud (149)",108,,28,69,7,1,,1,1,1,,
"Otras activ. serv.comun.soc y personales (150)",114,,4,25,3,,,1,1,80,,
"Hogares privados con servicio doméstico (151)",281,,,,,,,,,281,,
"Actividad economica no especificada (153)",712,,1,1,12,,,,,,,698
"Hombres (154)",27978,14,498,143,114,298,15414,431,556,10317,8,185
"Agric., ganadería, caza y silvicultura (155)",25172,,,6,1,,15414,3,7,9741,,
"Explotación de minas y canteras (157)",303,,18,20,11,,,64,22,168,,
"Industrias manufactureras (158)",300,,1,1,,,,287,8,3,,
"Suministro de electricidad, gas y agua (159)",30,,,,1,,,4,11,14,,
"Construcción (160)",488,,13,9,10,,,18,242,196,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",326,,2,9,1,227,,30,2,55,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",18,,,,,5,,12,1,,,
"Comercio al por mayor (163)",19,,2,1,,13,,3,,,,
"Comercio al por menor (164)",289,,,8,1,209,,15,1,55,,
"Hoteles y restaurantes (165)",48,,,2,1,32,,,1,12,,
"Trans., almac. y comunicaciones (166)",277,,1,4,3,,,5,239,25,,
"Intermediación financiera (167)",4,,,1,2,,,,,1,,
"Activid.inmobil., empres. y alquileres (168)",150,,19,21,24,33,,18,14,21,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",114,11,5,6,46,5,,,8,25,8,
"Enseñanza (170)",429,3,420,,3,,,,,3,,
"Servicios sociales y de salud (171)",63,,14,41,4,1,,1,1,1,,
"Otras activ. serv.comun.soc y personales (172)",68,,4,22,1,,,1,1,39,,
"Hogares privados con servicio doméstico (173)",13,,,,,,,,,13,,
"Actividad economica no especificada (175)",193,,1,1,6,,,,,,,185
"Mujeres (176)",5487,3,225,42,36,350,1212,608,81,2417,,513
"Agric., ganadería, caza y silvicultura (177)",3218,,,,,,1212,,,2006,,
"Explotación de minas y canteras (179)",15,,5,,5,,,,,5,,
"Industrias manufactureras (180)",686,,,3,1,,,608,73,1,,
"Suministro de electricidad, gas y agua (181)",1,,,,,,,,1,,,
"Construcción (182)",7,,,,1,,,,3,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",314,,1,,,262,,,,51,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,1,,,,,,
"Comercio al por mayor (185)",4,,,,,4,,,,,,
"Comercio al por menor (186)",309,,1,,,257,,,,51,,
"Hoteles y restaurantes (187)",113,,1,2,,88,,,,22,,
"Trans., almac. y comunicaciones (188)",9,,1,1,1,,,,3,3,,
"Activid.inmobil., empres. y alquileres (190)",21,,1,3,5,,,,1,11,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",22,3,1,1,11,,,,,6,,
"Enseñanza (192)",203,,201,1,1,,,,,,,
"Servicios sociales y de salud (193)",45,,14,28,3,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",46,,,3,2,,,,,41,,
"Hogares privados con servicio doméstico (195)",268,,,,,,,,,268,,
"Actividad economica no especificada (197)",519,,,,6,,,,,,,513
