"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia YAULI (000)",18796,351,8,2544,8529,1851,2329,986,2198
"Agric., ganadería, caza y silvicultura (001)",1463,108,,644,560,56,44,24,27
"Pesca (002)",69,,,22,38,2,2,2,3
"Explotación de minas y canteras (003)",3876,15,,333,2088,411,411,171,447
"Industrias manufactureras (004)",1587,19,1,152,807,156,218,86,148
"Suministro de electricidad, gas y agua (005)",100,,,9,36,10,20,8,17
"Construcción (006)",1619,16,1,153,850,170,211,75,143
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2894,73,3,504,1262,298,394,127,233
"Venta, mant.y rep. veh.autom.y motoc. (008)",501,1,,37,191,61,129,27,55
"Comercio al por mayor (009)",95,1,,10,39,8,11,9,17
"Comercio al por menor (010)",2298,71,3,457,1032,229,254,91,161
"Hoteles y restaurantes (011)",1140,37,1,194,586,109,83,61,69
"Trans., almac. y comunicaciones (012)",1738,5,,137,932,190,246,101,127
"Intermediación financiera (013)",49,,,,11,1,12,8,17
"Activid.inmobil., empres. y de alquiler (014)",1194,4,1,45,454,166,191,115,218
"Admin.pub. y defensa; p. segur.soc.afil (015)",459,5,,37,123,43,122,53,76
"Enseñanza (016)",709,,,1,38,52,159,40,419
"Servicios sociales y de salud (017)",252,1,,2,16,21,61,23,128
"Otras activ. serv.comun.soc y personales (018)",701,37,,145,283,86,61,44,45
"Hogares privados con servicio doméstico (019)",183,11,1,50,90,16,6,6,3
"Actividad economica no especificada (021)",763,20,,116,355,64,88,42,78
"Hombres (022)",13825,83,2,1538,6881,1414,1677,741,1489
"Agric., ganadería, caza y silvicultura (023)",1057,29,,437,467,44,40,18,22
"Pesca (024)",57,,,18,33,1,1,2,2
"Explotación de minas y canteras (025)",3801,14,,329,2072,402,392,168,424
"Industrias manufactureras (026)",1381,5,1,110,739,139,186,73,128
"Suministro de electricidad, gas y agua (027)",97,,,8,36,10,19,8,16
"Construcción (028)",1576,13,,147,838,166,205,73,134
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1452,5,1,185,660,160,230,74,137
"Venta, mant.y rep. veh.autom.y motoc. (030)",473,,,33,181,58,124,24,53
"Comercio al por mayor (031)",49,,,4,24,3,3,5,10
"Comercio al por menor (032)",930,5,1,148,455,99,103,45,74
"Hoteles y restaurantes (033)",413,1,,52,228,42,32,33,25
"Trans., almac. y comunicaciones (034)",1622,4,,130,894,172,224,91,107
"Intermediación financiera (035)",32,,,,7,,7,6,12
"Activid.inmobil., empres. y de alquiler (036)",928,2,,32,393,132,136,81,152
"Admin.pub. y defensa; p. segur.soc.afil (037)",321,,,24,95,25,85,38,54
"Enseñanza (038)",280,,,,30,23,46,17,164
"Servicios sociales y de salud (039)",74,,,,4,8,11,8,43
"Otras activ. serv.comun.soc y personales (040)",274,3,,28,133,47,17,24,22
"Hogares privados con servicio doméstico (041)",12,,,3,4,3,1,1,
"Actividad economica no especificada (043)",448,7,,35,248,40,45,26,47
"Mujeres (044)",4971,268,6,1006,1648,437,652,245,709
