"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia CORONEL PORTILLO (000)",119161,250,10341,5557,6110,21501,14324,12846,15489,26666,1082,4995
"Agric., ganadería, caza y silvicultura (001)",22131,8,107,132,58,5,13795,17,75,7934,,
"Pesca (002)",1142,,7,5,1,,529,,,600,,
"Explotación de minas y canteras (003)",261,,31,31,27,,,125,5,42,,
"Industrias manufactureras (004)",11420,9,140,423,264,22,,9306,896,360,,
"Suministro de electricidad, gas y agua (005)",276,,19,36,44,,,37,11,129,,
"Construcción (006)",5428,8,117,231,50,,,425,3477,1120,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",25767,35,265,973,350,15902,,2745,252,5245,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",3121,3,55,162,54,557,,2053,124,113,,
"Comercio al por mayor (009)",1343,16,37,179,72,912,,3,25,99,,
"Comercio al por menor (010)",21303,16,173,632,224,14433,,689,103,5033,,
"Hoteles y restaurantes (011)",6871,6,56,183,287,4133,,,2,2204,,
"Trans., almac. y comunicaciones (012)",13641,14,68,280,505,43,,81,10516,2134,,
"Intermediación financiera (013)",415,6,45,76,268,1,,,,19,,
"Activid.inmobil., empres. y alquileres (014)",5504,14,1279,1340,1500,688,,75,134,474,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",4132,59,325,255,1690,126,,17,90,488,1082,
"Enseñanza (016)",7139,83,6696,51,219,,,,1,89,,
"Servicios sociales y de salud (017)",2143,,855,827,199,91,,3,7,161,,
"Otras activ. serv.comun.soc y personales (018)",3486,5,287,613,185,490,,15,23,1868,,
"Hogares privados con servicio doméstico (019)",3778,,,3,,,,,,3775,,
"Organiz. y organos extraterritoriales (020)",10,,3,,7,,,,,,,
"Actividad economica no especificada (021)",5617,3,41,98,456,,,,,24,,4995
"Hombres (022)",78776,197,5342,3692,3094,9791,12558,10915,14748,14346,1029,3064
