"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hogares privados con servicio doméstico (041)",168,5,1,35,102,9,8,6,2
"Organiz. y organos extraterritoriales (042)",2,,,,,,,2,
"Actividad economica no especificada (043)",1294,14,1,214,699,111,129,53,73
"Mujeres (044)",26457,570,16,5262,10230,2107,4561,982,2729
"Agric., ganadería, caza y silvicultura (045)",3050,279,3,1279,1178,98,124,32,57
"Pesca (046)",17,,,2,8,,,,7
"Explotación de minas y canteras (047)",24,,,3,4,1,5,3,8
"Industrias manufactureras (048)",6208,34,6,872,3477,596,781,194,248
"Suministro de electricidad, gas y agua (049)",16,,,4,4,1,4,,3
"Construcción (050)",98,2,,15,37,7,15,4,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",6564,135,,1665,2813,597,763,246,345
"Venta, mant.y rep. veh.autom.y motoc. (052)",102,,,6,44,13,23,3,13
"Comercio al por mayor (053)",481,,,60,195,56,86,30,54
"Comercio al por menor (054)",5981,135,,1599,2574,528,654,213,278
"Hoteles y restaurantes (055)",1719,30,3,481,813,139,141,57,55
"Trans., almac. y comunicaciones (056)",257,1,,15,92,39,55,24,31
"Intermediación financiera (057)",177,,,,15,23,52,33,54
"Activid.inmobil., empres. y de alquiler (058)",783,2,,22,135,80,240,88,216
"Admin.pub. y defensa; p. segur.soc.afil (059)",525,4,,21,79,74,144,61,142
"Enseñanza (060)",2955,,,4,83,161,1724,102,881
"Servicios sociales y de salud (061)",970,1,,6,75,62,254,60,512
"Otras activ. serv.comun.soc y personales (062)",721,21,1,153,300,66,89,30,61
"Hogares privados con servicio doméstico (063)",1445,35,2,456,732,90,77,24,29
"Organiz. y organos extraterritoriales (064)",1,,,,1,,,,
"Actividad economica no especificada (065)",927,26,1,264,384,73,93,24,62
,,,,,,,,,
"URBANA (066)",67495,606,47,10025,31487,5684,10284,2909,6453
"Agric., ganadería, caza y silvicultura (067)",7440,161,13,2217,3739,376,480,173,281
"Pesca (068)",415,1,1,86,227,21,35,8,36
"Explotación de minas y canteras (069)",444,1,,13,187,56,108,12,67
"Industrias manufactureras (070)",14394,60,9,1472,8303,1411,1950,514,675
"Suministro de electricidad, gas y agua (071)",161,1,1,18,66,17,30,11,17
"Construcción (072)",5329,34,4,884,3276,348,440,137,206
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",13150,172,6,2506,6219,1235,1606,600,806
"Venta, mant.y rep. veh.autom.y motoc. (074)",1464,7,1,165,698,150,293,58,92
"Comercio al por mayor (075)",1247,2,1,122,567,148,186,75,146
"Comercio al por menor (076)",10439,163,4,2219,4954,937,1127,467,568
"Hoteles y restaurantes (077)",2513,37,4,573,1231,214,228,119,107
"Trans., almac. y comunicaciones (078)",6393,23,1,802,3837,590,609,281,250
"Intermediación financiera (079)",368,,,1,45,42,99,61,120
"Activid.inmobil., empres. y de alquiler (080)",3268,8,1,154,1047,368,651,312,727
"Admin.pub. y defensa; p. segur.soc.afil (081)",1826,5,,85,426,190,499,200,421
"Enseñanza (082)",4972,1,,11,203,270,2711,182,1594
"Servicios sociales y de salud (083)",1519,3,,12,121,104,350,95,834
"Otras activ. serv.comun.soc y personales (084)",1703,29,2,290,778,163,191,98,152
"Hogares privados con servicio doméstico (085)",1519,36,3,455,786,99,81,29,30
"Organiz. y organos extraterritoriales (086)",3,,,,1,,,2,
"Actividad economica no especificada (087)",2078,34,2,446,995,180,216,75,130
"Hombres (088)",43318,251,31,5581,22133,3672,5895,1953,3802
"Agric., ganadería, caza y silvicultura (089)",5809,87,10,1565,3066,308,386,147,240
"Pesca (090)",398,1,1,84,219,21,35,8,29
"Explotación de minas y canteras (091)",424,1,,10,186,55,103,9,60
"Industrias manufactureras (092)",8468,26,3,640,4994,838,1208,323,436
"Suministro de electricidad, gas y agua (093)",145,1,1,14,62,16,26,11,14
"Construcción (094)",5232,32,4,869,3239,341,425,134,188
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",6767,39,6,901,3479,651,863,358,470
"Venta, mant.y rep. veh.autom.y motoc. (096)",1364,7,1,159,654,137,271,55,80
"Comercio al por mayor (097)",782,2,1,63,381,95,103,45,92
"Comercio al por menor (098)",4621,30,4,679,2444,419,489,258,298
"Hoteles y restaurantes (099)",864,7,1,124,445,79,91,64,53
"Trans., almac. y comunicaciones (100)",6141,22,1,788,3748,552,554,257,219
"Intermediación financiera (101)",191,,,1,30,19,47,28,66
"Activid.inmobil., empres. y de alquiler (102)",2509,6,1,134,918,290,417,227,516
"Admin.pub. y defensa; p. segur.soc.afil (103)",1323,2,,65,353,121,362,140,280
"Enseñanza (104)",2104,1,,7,123,120,1032,82,739
"Servicios sociales y de salud (105)",575,2,,6,50,46,106,37,328
"Otras activ. serv.comun.soc y personales (106)",1006,8,1,147,484,99,107,68,92
"Hogares privados con servicio doméstico (107)",152,3,1,30,93,9,8,6,2
"Organiz. y organos extraterritoriales (108)",2,,,,,,,2,
"Actividad economica no especificada (109)",1208,13,1,196,644,107,125,52,70
"Mujeres (110)",24177,355,16,4444,9354,2012,4389,956,2651
"Agric., ganadería, caza y silvicultura (111)",1631,74,3,652,673,68,94,26,41
"Pesca (112)",17,,,2,8,,,,7
"Explotación de minas y canteras (113)",20,,,3,1,1,5,3,7
"Industrias manufactureras (114)",5926,34,6,832,3309,573,742,191,239
"Suministro de electricidad, gas y agua (115)",16,,,4,4,1,4,,3
"Construcción (116)",97,2,,15,37,7,15,3,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",6383,133,,1605,2740,584,743,242,336
"Venta, mant.y rep. veh.autom.y motoc. (118)",100,,,6,44,13,22,3,12
"Comercio al por mayor (119)",465,,,59,186,53,83,30,54
"Comercio al por menor (120)",5818,133,,1540,2510,518,638,209,270
"Hoteles y restaurantes (121)",1649,30,3,449,786,135,137,55,54
"Trans., almac. y comunicaciones (122)",252,1,,14,89,38,55,24,31
"Intermediación financiera (123)",177,,,,15,23,52,33,54
"Activid.inmobil., empres. y de alquiler (124)",759,2,,20,129,78,234,85,211
"Admin.pub. y defensa; p. segur.soc.afil (125)",503,3,,20,73,69,137,60,141
"Enseñanza (126)",2868,,,4,80,150,1679,100,855
"Servicios sociales y de salud (127)",944,1,,6,71,58,244,58,506
"Otras activ. serv.comun.soc y personales (128)",697,21,1,143,294,64,84,30,60
"Hogares privados con servicio doméstico (129)",1367,33,2,425,693,90,73,23,28
"Organiz. y organos extraterritoriales (130)",1,,,,1,,,,
"Actividad economica no especificada (131)",870,21,1,250,351,73,91,23,60
,,,,,,,,,
"RURAL (132)",7823,302,4,2299,3910,372,594,99,243
"Agric., ganadería, caza y silvicultura (133)",5196,280,2,1874,2513,179,220,42,86
"Pesca (134)",24,,,11,10,3,,,
"Explotación de minas y canteras (135)",27,,,1,14,3,6,,3
"Industrias manufactureras (136)",793,2,1,81,500,65,108,9,27
"Suministro de electricidad, gas y agua (137)",2,,,,2,,,,
"Construcción (138)",174,2,1,34,109,10,10,3,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",406,4,,95,181,30,62,9,25
"Venta, mant.y rep. veh.autom.y motoc. (140)",58,,,3,23,6,21,1,4
"Comercio al por mayor (141)",72,,,7,40,7,12,,6
"Comercio al por menor (142)",276,4,,85,118,17,29,8,15
"Hoteles y restaurantes (143)",107,,,39,54,7,4,2,1
"Trans., almac. y comunicaciones (144)",280,1,,44,192,13,19,5,6
"Intermediación financiera (145)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (146)",243,2,,25,136,26,29,10,15
"Admin.pub. y defensa; p. segur.soc.afil (147)",60,1,,4,18,7,20,4,6
"Enseñanza (148)",160,,,,7,17,81,5,50
"Servicios sociales y de salud (149)",40,,,1,6,5,14,3,11
"Otras activ. serv.comun.soc y personales (150)",73,,,22,31,3,11,4,2
"Hogares privados con servicio doméstico (151)",94,4,,36,48,,4,1,1
"Actividad economica no especificada (153)",143,6,,32,88,4,6,2,5
"Hombres (154)",5543,87,4,1481,3034,277,422,73,165
"Agric., ganadería, caza y silvicultura (155)",3777,75,2,1247,2008,149,190,36,70
"Pesca (156)",24,,,11,10,3,,,
"Explotación de minas y canteras (157)",23,,,1,11,3,6,,2
"Industrias manufactureras (158)",511,2,1,41,332,42,69,6,18
"Suministro de electricidad, gas y agua (159)",2,,,,2,,,,
"Construcción (160)",173,2,1,34,109,10,10,2,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",225,2,,35,108,17,42,5,16
"Venta, mant.y rep. veh.autom.y motoc. (162)",56,,,3,23,6,20,1,3
"Comercio al por mayor (163)",56,,,6,31,4,9,,6
"Comercio al por menor (164)",113,2,,26,54,7,13,4,7
"Hoteles y restaurantes (165)",37,,,7,27,3,,,
"Trans., almac. y comunicaciones (166)",275,1,,43,189,12,19,5,6
"Intermediación financiera (167)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (168)",219,2,,23,130,24,23,7,10
"Admin.pub. y defensa; p. segur.soc.afil (169)",38,,,3,12,2,13,3,5
"Enseñanza (170)",73,,,,4,6,36,3,24
"Servicios sociales y de salud (171)",14,,,1,2,1,4,1,5
"Otras activ. serv.comun.soc y personales (172)",49,,,12,25,1,6,4,1
"Hogares privados con servicio doméstico (173)",16,2,,5,9,,,,
"Actividad economica no especificada (175)",86,1,,18,55,4,4,1,3
"Mujeres (176)",2280,215,,818,876,95,172,26,78
"Agric., ganadería, caza y silvicultura (177)",1419,205,,627,505,30,30,6,16
"Explotación de minas y canteras (179)",4,,,,3,,,,1
"Industrias manufactureras (180)",282,,,40,168,23,39,3,9
"Construcción (182)",1,,,,,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",181,2,,60,73,13,20,4,9
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,,,,1,,1
"Comercio al por mayor (185)",16,,,1,9,3,3,,
"Comercio al por menor (186)",163,2,,59,64,10,16,4,8
"Hoteles y restaurantes (187)",70,,,32,27,4,4,2,1
"Trans., almac. y comunicaciones (188)",5,,,1,3,1,,,
"Activid.inmobil., empres. y de alquiler (190)",24,,,2,6,2,6,3,5
"Admin.pub. y defensa; p. segur.soc.afil (191)",22,1,,1,6,5,7,1,1
"Enseñanza (192)",87,,,,3,11,45,2,26
"Servicios sociales y de salud (193)",26,,,,4,4,10,2,6
"Otras activ. serv.comun.soc y personales (194)",24,,,10,6,2,5,,1
"Hogares privados con servicio doméstico (195)",78,2,,31,39,,4,1,1
"Actividad economica no especificada (197)",57,5,,14,33,,2,1,2
