"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ZARUMILLA (000)",14393,32971,30678,,802,93,2.4
"De 12 a 14 años (001)",1353,13,12,,3,92.3,23.1
"De 15 a 19 años (002)",2051,383,382,113,99.7,29.5,
"De 20 a 24 años (003)",2055,1880,1851,214,98.5,11.4,
"De 25 a 29 años (004)",1883,2985,2933,200,98.3,6.7,
"De 30 a 34 años (005)",1600,3743,3613,166,96.5,4.4,
"De 35 a 39 años (006)",1362,3909,3738,79,95.6,2,
"De 40 a 44 años (007)",1145,3920,3724,21,95,0.5,
"De 45 a 49 años (008)",874,3637,3407,5,93.7,0.1,
"De 50 y más años (009)",2070,12501,11018,1,88.1,,
"Conviviente (010)",5276,13053,12366,543,94.7,4.2,
"De 12 a 14 años (011)",32,8,7,2,87.5,25,
"De 15 a 19 años (012)",461,289,288,86,99.7,29.8,
"De 20 a 24 años (013)",1091,1334,1314,151,98.5,11.3,
"De 25 a 29 años (014)",1070,1943,1906,140,98.1,7.2,
"De 30 a 34 años (015)",861,2213,2133,108,96.4,4.9,
"De 35 a 39 años (016)",629,1947,1860,43,95.5,2.2,
"De 40 a 44 años (017)",448,1720,1627,11,94.6,0.6,
"De 45 a 49 años (018)",255,1141,1057,1,92.6,0.1,
"De 50 y más años (019)",429,2458,2174,1,88.4,,
"Separado(a) (020)",899,2813,2631,42,93.5,1.5,
"De 15 a 19 años (022)",32,29,29,8,100,27.6,
"De 20 a 24 años (023)",113,146,142,15,97.3,10.3,
"De 25 a 29 años (024)",130,232,229,10,98.7,4.3,
"De 30 a 34 años (025)",105,243,237,5,97.5,2.1,
"De 35 a 39 años (026)",121,350,336,4,96,1.1,
"De 40 a 44 años (027)",90,276,261,,94.6,,
"De 45 a 49 años (028)",106,465,426,,91.6,,
"De 50 y más años (029)",202,1072,971,,90.6,,
"Casado(a) (030)",3491,13063,12127,184,92.8,1.4,
"De 12 a 14 años (031)",5,1,1,1,100,100,
"De 15 a 19 años (032)",63,33,33,8,100,24.2,
"De 20 a 24 años (033)",236,295,290,36,98.3,12.2,
"De 25 a 29 años (034)",391,686,676,45,98.5,6.6,
"De 30 a 34 años (035)",459,1164,1120,50,96.2,4.3,
"De 35 a 39 años (036)",482,1455,1388,31,95.4,2.1,
"De 40 a 44 años (037)",495,1746,1662,9,95.2,0.5,
