"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia VICTOR FAJARDO (000)",8327,249,1989,2715,2241,1133
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",44,,6,23,15,
"Profes., científicos e intelectuales (002)",636,,146,334,153,3
"Técnicos de nivel medio y trab. asimilados (003)",164,,62,75,23,4
"Jefes y empleados de oficina (004)",225,,98,84,41,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",516,3,125,199,152,37
"Agricult. trabaj. calif.agrop. y pesqueros (006)",3036,7,437,871,996,725
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",433,,161,196,64,12
"Obreros construc., conf., papel, fab., instr. (008)",413,1,126,191,86,9
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",2593,237,758,684,627,287
"Otra (010)",1,,,1,,
"Ocupación no especificada (011)",266,1,70,57,84,54
"Hombres (012)",5569,148,1336,1901,1433,751
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",32,,3,15,14,
"Profes., científicos e intelectuales (014)",409,,77,209,120,3
"Técnicos de nivel medio y trab. asimilados (015)",122,,42,54,22,4
"Jefes y empleados de oficina (016)",145,,50,57,36,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",124,,20,57,36,11
"Agricult. trabaj. calif.agrop. y pesqueros (018)",2326,2,340,727,712,545
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",407,,158,184,56,9
"Obreros construc., conf., papel, fab., instr. (020)",399,,123,186,82,8
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",1508,145,491,395,324,153
"Otra (022)",1,,,1,,
"Ocupación no especificada (023)",96,1,32,16,31,16
"Mujeres (024)",2758,101,653,814,808,382
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",12,,3,8,1,
"Profes., científicos e intelectuales (026)",227,,69,125,33,
"Técnicos de nivel medio y trab. asimilados (027)",42,,20,21,1,
"Jefes y empleados de oficina (028)",80,,48,27,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",392,3,105,142,116,26
"Agricult. trabaj. calif.agrop. y pesqueros (030)",710,5,97,144,284,180
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",26,,3,12,8,3
"Obreros construc., conf., papel, fab., instr. (032)",14,1,3,5,4,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",1085,92,267,289,303,134
"Ocupación no especificada (035)",170,,38,41,53,38
