"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CHACHAPOYAS (000)",49700,49236,286,178
"Hombres (001)",24433,24246,95,92
"Mujeres (002)",25267,24990,191,86
"Menores de 1 año (003)",873,783,60,30
"Hombres (004)",431,385,31,15
"Mujeres (005)",442,398,29,15
"De 1 a 5 años (006)",5169,4988,49,132
"Hombres (007)",2642,2544,23,75
"Mujeres (008)",2527,2444,26,57
"De 6 a 14 años (009)",9811,9808,3,
"Hombres (010)",4943,4943,,
"Mujeres (011)",4868,4865,3,
"De 15 a 29 años (012)",12961,12955,6,
"Hombres (013)",6386,6382,4,
"Mujeres (014)",6575,6573,2,
"De 30 a 44 años (015)",10027,10005,19,3
"Hombres (016)",4905,4900,5,
"Mujeres (017)",5122,5105,14,3
"De 45 a 64 años (018)",7378,7340,33,5
"Hombres (019)",3613,3598,13,2
"Mujeres (020)",3765,3742,20,3
"De 65 a más años (021)",3481,3357,116,8
"Hombres (022)",1513,1494,19,
"Mujeres (023)",1968,1863,97,8
,,,,
"URBANA (024)",34343,34086,135,122
"Hombres (025)",16495,16395,40,60
"Mujeres (026)",17848,17691,95,62
"Menores de 1 año (027)",548,502,26,20
"Hombres (028)",257,233,14,10
"Mujeres (029)",291,269,12,10
"De 1 a 5 años (030)",3250,3133,26,91
"Hombres (031)",1681,1620,11,50
"Mujeres (032)",1569,1513,15,41
"De 6 a 14 años (033)",6493,6490,3,
"Hombres (034)",3190,3190,,
"Mujeres (035)",3303,3300,3,
"De 15 a 29 años (036)",9363,9361,2,
"Hombres (037)",4451,4449,2,
"Mujeres (038)",4912,4912,,
"De 30 a 44 años (039)",7227,7215,9,3
"Hombres (040)",3460,3458,2,
"Mujeres (041)",3767,3757,7,3
"De 45 a 64 años (042)",5143,5130,10,3
"Hombres (043)",2478,2474,4,
"Mujeres (044)",2665,2656,6,3
"De 65 a más años (045)",2319,2255,59,5
"Hombres (046)",978,971,7,
"Mujeres (047)",1341,1284,52,5
,,,,
"RURAL (048)",15357,15150,151,56
"Hombres (049)",7938,7851,55,32
"Mujeres (050)",7419,7299,96,24
"Menores de 1 año (051)",325,281,34,10
"Hombres (052)",174,152,17,5
"Mujeres (053)",151,129,17,5
"De 1 a 5 años (054)",1919,1855,23,41
"Hombres (055)",961,924,12,25
"Mujeres (056)",958,931,11,16
"De 6 a 14 años (057)",3318,3318,,
"Hombres (058)",1753,1753,,
"Mujeres (059)",1565,1565,,
"De 15 a 29 años (060)",3598,3594,4,
"Hombres (061)",1935,1933,2,
"Mujeres (062)",1663,1661,2,
"De 30 a 44 años (063)",2800,2790,10,
"Hombres (064)",1445,1442,3,
"Mujeres (065)",1355,1348,7,
"De 45 a 64 años (066)",2235,2210,23,2
"Hombres (067)",1135,1124,9,2
"Mujeres (068)",1100,1086,14,
"De 65 a más años (069)",1162,1102,57,3
"Hombres (070)",535,523,12,
"Mujeres (071)",627,579,45,3
