"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TACNA (000)",105507,100535,34300,18577,19591,11854,10147,3848,1524,694,4972,182637
"De 12 a 14 años (001)",7626,7590,7547,33,10,,,,,,36,53
"De 15 a 19 años (002)",13173,12998,11978,910,88,15,7,,,,175,1159
"De 20 a 24 años (003)",13623,11947,7008,3722,1017,155,31,14,,,1676,6440
"De 25 a 29 años (004)",13408,11868,3402,4651,2856,742,200,14,3,,1540,13531
"De 30 a 34 años (005)",11965,11312,1684,3401,3949,1615,605,50,4,4,653,19080
"De 35 a 39 años (006)",10932,10578,966,2138,3943,2149,1190,171,16,5,354,22840
"De 40 a 44 años (007)",8928,8727,543,1338,2798,2113,1546,324,48,17,201,22561
"De 45 a 49 años (008)",6984,6891,341,856,1917,1610,1539,476,125,27,93,20580
"De 50 y más años (009)",18868,18624,831,1528,3013,3455,5029,2799,1328,641,244,76393
"Sin nivel (010)",6134,6032,359,488,771,767,1544,1140,623,340,102,27539
"De 12 a 14 años (011)",45,45,45,,,,,,,,,
"De 15 a 19 años (012)",64,64,58,4,,1,1,,,,,11
"De 20 a 24 años (013)",85,70,37,19,7,3,2,2,,,15,62
"De 25 a 29 años (014)",86,79,15,20,20,15,7,1,1,,7,149
"De 30 a 34 años (015)",373,360,30,80,131,70,43,5,1,,13,768
"De 35 a 39 años (016)",452,442,26,64,130,93,96,27,5,1,10,1249
"De 40 a 44 años (017)",491,479,23,42,100,109,148,47,8,2,12,1605
"De 45 a 49 años (018)",538,536,13,57,69,83,183,92,33,6,2,2196
"De 50 y más años (019)",4000,3957,112,202,314,393,1064,966,575,331,43,21499
"Educacion Inicial (020)",161,149,82,24,27,9,6,,1,,12,139
"De 12 a 14 años (021)",35,34,33,1,,,,,,,1,1
