"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LAMAS (000)",73351,3840,8739,9743,8312,13078,10577,15068,3994
"Sabe leer y escribir (001)",60065,,5889,9506,8065,12385,9655,12006,2559
"No sabe leer y escribir (002)",13286,3840,2850,237,247,693,922,3062,1435
"Hombres (004)",38564,1862,4428,5073,4450,7040,5623,8134,1954
"Sabe leer y escribir (005)",33324,,2997,4956,4340,6812,5352,7345,1522
"No sabe leer y escribir (006)",5240,1862,1431,117,110,228,271,789,432
"Mujeres (008)",34787,1978,4311,4670,3862,6038,4954,6934,2040
"Sabe leer y escribir (009)",26741,,2892,4550,3725,5573,4303,4661,1037
"No sabe leer y escribir (010)",8046,1978,1419,120,137,465,651,2273,1003
,,,,,,,,,
"URBANA (012)",35509,1548,3635,4488,4106,5811,5265,8179,2477
"Sabe leer y escribir (013)",30700,,2684,4410,4036,5614,5014,7080,1862
"No sabe leer y escribir (014)",4809,1548,951,78,70,197,251,1099,615
"Hombres (016)",18183,739,1841,2273,2162,3035,2633,4329,1171
"Sabe leer y escribir (017)",16329,,1347,2238,2127,2966,2558,4077,1016
"No sabe leer y escribir (018)",1854,739,494,35,35,69,75,252,155
"Mujeres (020)",17326,809,1794,2215,1944,2776,2632,3850,1306
"Sabe leer y escribir (021)",14371,,1337,2172,1909,2648,2456,3003,846
"No sabe leer y escribir (022)",2955,809,457,43,35,128,176,847,460
,,,,,,,,,
"RURAL (024)",37842,2292,5104,5255,4206,7267,5312,6889,1517
"Sabe leer y escribir (025)",29365,,3205,5096,4029,6771,4641,4926,697
"No sabe leer y escribir (026)",8477,2292,1899,159,177,496,671,1963,820
"Hombres (028)",20381,1123,2587,2800,2288,4005,2990,3805,783
"Sabe leer y escribir (029)",16995,,1650,2718,2213,3846,2794,3268,506
"No sabe leer y escribir (030)",3386,1123,937,82,75,159,196,537,277
"Mujeres (032)",17461,1169,2517,2455,1918,3262,2322,3084,734
"Sabe leer y escribir (033)",12370,,1555,2378,1816,2925,1847,1658,191
"No sabe leer y escribir (034)",5091,1169,962,77,102,337,475,1426,543
