"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CAJATAMBO (000)",2821,578,523,1213,59,395,53
"Agric., ganadería, caza y silvicultura (001)",1587,4,264,919,49,351,
"Pesca (002)",1,,1,,,,
"Explotación de minas y canteras (003)",142,35,106,,1,,
"Industrias manufactureras (004)",65,,25,34,3,3,
"Suministro de electricidad, gas y agua (005)",6,4,2,,,,
"Construcción (006)",75,1,60,13,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",187,18,4,142,3,20,
"Venta, mant.y rep. veh.autom y motoc. (008)",9,2,3,4,,,
"Comercio al por mayor (009)",9,3,,4,,2,
"Comercio al por menor (010)",169,13,1,134,3,18,
"Hoteles y restaurantes (011)",60,16,9,28,1,6,
"Trans., almac. y comunicaciones (012)",29,13,8,7,,1,
"Intermediación financiera (013)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (014)",39,28,6,5,,,
"Admin.pub. y defensa; p. segur soc.afil (015)",119,105,14,,,,
"Enseñanza (016)",314,297,,16,,1,
"Servicios sociales y de salud (017)",26,21,4,1,,,
"Otras activ. serv.comun.soc y personales (018)",41,18,2,21,,,
"Hogares privados con servicio doméstico (019)",53,,,,,,53
"Actividad economica no especificada (021)",74,15,18,27,1,13,
"Hombres (022)",2061,338,456,961,50,253,3
"Agric., ganadería, caza y silvicultura (023)",1319,1,223,811,43,241,
"Pesca (024)",1,,1,,,,
"Explotación de minas y canteras (025)",138,34,103,,1,,
"Industrias manufactureras (026)",58,,21,31,3,3,
"Suministro de electricidad, gas y agua (027)",6,4,2,,,,
"Construcción (028)",75,1,60,13,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",87,10,4,67,1,5,
"Venta, mant.y rep. veh.autom y motoc. (030)",9,2,3,4,,,
"Comercio al por mayor (031)",7,3,,3,,1,
"Comercio al por menor (032)",71,5,1,60,1,4,
"Hoteles y restaurantes (033)",4,3,,,1,,
"Trans., almac. y comunicaciones (034)",27,12,7,7,,1,
"Intermediación financiera (035)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (036)",31,20,6,5,,,
"Admin.pub. y defensa; p. segur soc.afil (037)",84,71,13,,,,
"Enseñanza (038)",161,153,,8,,,
"Servicios sociales y de salud (039)",9,4,4,1,,,
"Otras activ. serv.comun.soc y personales (040)",19,11,1,7,,,
"Hogares privados con servicio doméstico (041)",3,,,,,,3
"Actividad economica no especificada (043)",37,12,11,11,,3,
"Mujeres (044)",760,240,67,252,9,142,50
"Agric., ganadería, caza y silvicultura (045)",268,3,41,108,6,110,
"Explotación de minas y canteras (047)",4,1,3,,,,
"Industrias manufactureras (048)",7,,4,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",100,8,,75,2,15,
"Comercio al por mayor (053)",2,,,1,,1,
"Comercio al por menor (054)",98,8,,74,2,14,
"Hoteles y restaurantes (055)",56,13,9,28,,6,
"Trans., almac. y comunicaciones (056)",2,1,1,,,,
"Intermediación financiera (057)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (058)",8,8,,,,,
"Admin.pub. y defensa; p. segur soc.afil (059)",35,34,1,,,,
"Enseñanza (060)",153,144,,8,,1,
"Servicios sociales y de salud (061)",17,17,,,,,
"Otras activ. serv.comun.soc y personales (062)",22,7,1,14,,,
"Hogares privados con servicio doméstico (063)",50,,,,,,50
"Actividad economica no especificada (065)",37,3,7,16,1,10,
,,,,,,,
"URBANA (066)",1701,460,300,671,40,184,46
"Agric., ganadería, caza y silvicultura (067)",796,4,176,434,33,149,
"Pesca (068)",1,,1,,,,
"Explotación de minas y canteras (069)",8,1,7,,,,
"Industrias manufactureras (070)",53,,19,28,3,3,
"Suministro de electricidad, gas y agua (071)",6,4,2,,,,
"Construcción (072)",54,1,43,10,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",149,16,1,113,2,17,
"Venta, mant.y rep. veh.autom y motoc. (074)",4,2,,2,,,
"Comercio al por mayor (075)",6,2,,2,,2,
"Comercio al por menor (076)",139,12,1,109,2,15,
"Hoteles y restaurantes (077)",57,16,9,25,1,6,
"Trans., almac. y comunicaciones (078)",29,13,8,7,,1,
"Intermediación financiera (079)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (080)",33,24,4,5,,,
"Admin.pub. y defensa; p. segur soc.afil (081)",111,99,12,,,,
"Enseñanza (082)",236,227,,9,,,
"Servicios sociales y de salud (083)",25,20,4,1,,,
"Otras activ. serv.comun.soc y personales (084)",36,18,1,17,,,
"Hogares privados con servicio doméstico (085)",46,,,,,,46
"Actividad economica no especificada (087)",58,14,13,22,1,8,
"Hombres (088)",1123,265,248,470,33,105,2
"Agric., ganadería, caza y silvicultura (089)",627,1,146,356,29,95,
"Pesca (090)",1,,1,,,,
"Explotación de minas y canteras (091)",8,1,7,,,,
"Industrias manufactureras (092)",48,,15,27,3,3,
"Suministro de electricidad, gas y agua (093)",6,4,2,,,,
"Construcción (094)",54,1,43,10,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",63,9,1,49,,4,
"Venta, mant.y rep. veh.autom y motoc. (096)",4,2,,2,,,
"Comercio al por mayor (097)",4,2,,1,,1,
"Comercio al por menor (098)",55,5,1,46,,3,
"Hoteles y restaurantes (099)",4,3,,,1,,
"Trans., almac. y comunicaciones (100)",27,12,7,7,,1,
"Intermediación financiera (101)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (102)",26,17,4,5,,,
"Admin.pub. y defensa; p. segur soc.afil (103)",78,67,11,,,,
"Enseñanza (104)",126,122,,4,,,
"Servicios sociales y de salud (105)",9,4,4,1,,,
"Otras activ. serv.comun.soc y personales (106)",15,11,,4,,,
"Hogares privados con servicio doméstico (107)",2,,,,,,2
"Actividad economica no especificada (109)",27,11,7,7,,2,
"Mujeres (110)",578,195,52,201,7,79,44
"Agric., ganadería, caza y silvicultura (111)",169,3,30,78,4,54,
"Industrias manufactureras (114)",5,,4,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",86,7,,64,2,13,
"Comercio al por mayor (119)",2,,,1,,1,
"Comercio al por menor (120)",84,7,,63,2,12,
"Hoteles y restaurantes (121)",53,13,9,25,,6,
"Trans., almac. y comunicaciones (122)",2,1,1,,,,
"Intermediación financiera (123)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (124)",7,7,,,,,
"Admin.pub. y defensa; p. segur soc.afil (125)",33,32,1,,,,
"Enseñanza (126)",110,105,,5,,,
"Servicios sociales y de salud (127)",16,16,,,,,
"Otras activ. serv.comun.soc y personales (128)",21,7,1,13,,,
"Hogares privados con servicio doméstico (129)",44,,,,,,44
"Actividad economica no especificada (131)",31,3,6,15,1,6,
,,,,,,,
"RURAL (132)",1120,118,223,542,19,211,7
"Agric., ganadería, caza y silvicultura (133)",791,,88,485,16,202,
"Explotación de minas y canteras (135)",134,34,99,,1,,
