"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CANDARAVE (000)",8373,4379,3994,5436,2799,2637,2937,1580,1357
"Menores de 1 año (001)",107,44,63,71,33,38,36,11,25
"Menores de 1 mes (002)",8,4,4,8,4,4,,,
"De 1 a 11 meses (003)",99,40,59,63,29,34,36,11,25
"De 1 a 4 años (004)",578,277,301,355,167,188,223,110,113
"1 año (005)",123,62,61,78,40,38,45,22,23
"2 años (006)",158,77,81,93,37,56,65,40,25
"3 años (007)",151,62,89,95,42,53,56,20,36
"4 años (008)",146,76,70,89,48,41,57,28,29
"De 5 a 9 años (009)",657,351,306,408,234,174,249,117,132
"5 años (010)",114,70,44,81,53,28,33,17,16
"6 años (011)",139,78,61,79,48,31,60,30,30
"7 años (012)",138,71,67,90,48,42,48,23,25
"8 años (013)",121,56,65,63,33,30,58,23,35
"9 años (014)",145,76,69,95,52,43,50,24,26
"De 10 a 14 años (015)",751,384,367,460,231,229,291,153,138
"10 años (016)",120,54,66,74,33,41,46,21,25
"11 años (017)",149,71,78,85,39,46,64,32,32
"12 años (018)",162,93,69,108,59,49,54,34,20
"13 años (019)",160,78,82,94,47,47,66,31,35
"14 años (020)",160,88,72,99,53,46,61,35,26
"De 15 a 19 años (021)",655,342,313,409,198,211,246,144,102
"15 años (022)",153,85,68,100,52,48,53,33,20
"16 años (023)",135,64,71,87,36,51,48,28,20
"17 años (024)",149,77,72,92,49,43,57,28,29
"18 años (025)",128,70,58,76,40,36,52,30,22
"19 años (026)",90,46,44,54,21,33,36,25,11
"De 20 a 24 años (027)",652,359,293,433,238,195,219,121,98
"20 años (028)",130,87,43,86,62,24,44,25,19
"21 años (029)",120,67,53,79,39,40,41,28,13
"22 años (030)",127,65,62,80,44,36,47,21,26
"23 años (031)",132,70,62,95,52,43,37,18,19
"24 años (032)",143,70,73,93,41,52,50,29,21
"De 25 a 29 años (033)",701,388,313,451,243,208,250,145,105
"25 años (034)",147,73,74,87,44,43,60,29,31
"26 años (035)",119,63,56,77,35,42,42,28,14
"27 años (036)",169,102,67,109,64,45,60,38,22
"28 años (037)",125,74,51,83,48,35,42,26,16
"29 años (038)",141,76,65,95,52,43,46,24,22
"De 30 a 34 años (039)",674,339,335,438,215,223,236,124,112
"30 años (040)",165,96,69,96,50,46,69,46,23
"31 años (041)",103,50,53,67,31,36,36,19,17
"32 años (042)",155,78,77,102,55,47,53,23,30
"33 años (043)",129,52,77,84,33,51,45,19,26
"34 años (044)",122,63,59,89,46,43,33,17,16
"De 35 a 39 años (045)",603,309,294,402,209,193,201,100,101
"35 años (046)",135,67,68,89,45,44,46,22,24
"36 años (047)",121,70,51,86,50,36,35,20,15
