"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CONDESUYOS (000)",8408,4966,761,638,2043
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",25,,2,3,20
"Profes., científicos e intelectuales (002)",460,119,67,164,110
"Técnicos de nivel medio y trab. asimilados (003)",256,69,10,25,152
"Jefes y empleados de oficina (004)",201,26,10,21,144
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",615,493,30,32,60
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1537,1441,95,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",2632,1001,293,254,1084
"Obreros construc.,conf.,papel, fab., instr. (008)",375,182,41,28,124
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",2137,1521,203,102,311
"Otra (010)",37,,,,37
"Ocupación no especificada (011)",133,114,10,8,1
"Hombres (012)",6179,3226,570,508,1875
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",21,,2,3,16
"Profes., científicos e intelectuales (014)",241,46,29,82,84
"Técnicos de nivel medio y trab. asimilados (015)",188,47,7,23,111
"Jefes y empleados de oficina (016)",124,14,5,14,91
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",206,130,6,20,50
"Agricult.trabaj.calif.agrop.y pesqueros (018)",1108,1048,59,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",2492,890,283,249,1070
"Obreros construc.,conf.,papel, fab., instr. (020)",368,178,41,25,124
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1333,826,132,84,291
"Otra (022)",37,,,,37
"Ocupación no especificada (023)",61,47,6,7,1
"Mujeres (024)",2229,1740,191,130,168
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",4,,,,4
"Profes., científicos e intelectuales (026)",219,73,38,82,26
"Técnicos de nivel medio y trab. asimilados (027)",68,22,3,2,41
"Jefes y empleados de oficina (028)",77,12,5,7,53
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",409,363,24,12,10
"Agricult.trabaj.calif.agrop.y pesqueros (030)",429,393,36,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",140,111,10,5,14
"Obreros construc.,conf.,papel, fab., instr. (032)",7,4,,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",804,695,71,18,20
