"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia AYABACA (000)",35259,41,1632,372,381,1606,19060,798,763,9359,88,1159
"Agric., ganadería, caza y silvicultura (001)",26657,,3,28,3,,19054,4,1,7564,,
"Pesca (002)",12,,,,,,6,,,6,,
"Explotación de minas y canteras (003)",403,,4,2,2,,,207,2,186,,
"Industrias manufactureras (004)",519,,2,6,4,,,482,16,9,,
"Suministro de electricidad, gas y agua (005)",79,,2,3,5,,,6,6,57,,
"Construcción (006)",610,,7,9,2,,,15,367,210,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1704,,,16,,1248,,73,7,360,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",67,,,2,,13,,49,3,,,
"Comercio al por mayor (009)",90,,,3,,87,,,,,,
"Comercio al por menor (010)",1547,,,11,,1148,,24,4,360,,
"Hoteles y restaurantes (011)",554,,1,8,7,310,,,1,227,,
"Trans., almac. y comunicaciones (012)",456,,,13,12,,,,338,93,,
"Intermediación financiera (013)",9,,,1,6,,,,,2,,
"Activid.inmobil., empres. y alquileres (014)",205,,26,33,76,14,,5,8,43,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",511,29,22,53,176,21,,4,15,103,88,
"Enseñanza (016)",1579,12,1500,9,39,,,,,19,,
"Servicios sociales y de salud (017)",229,,49,153,14,3,,1,2,7,,
"Otras activ. serv.comun.soc y personales (018)",168,,16,36,14,10,,1,,91,,
"Hogares privados con servicio doméstico (019)",382,,,,,,,,,382,,
"Actividad economica no especificada (021)",1182,,,2,21,,,,,,,1159
"Hombres (022)",30474,32,742,229,198,774,18529,609,752,8122,85,402
"Agric., ganadería, caza y silvicultura (023)",25648,,2,25,3,,18523,4,1,7090,,
"Pesca (024)",11,,,,,,6,,,5,,
"Explotación de minas y canteras (025)",397,,4,2,1,,,203,2,185,,
"Industrias manufactureras (026)",323,,2,4,2,,,299,10,6,,
"Suministro de electricidad, gas y agua (027)",76,,2,3,3,,,6,6,56,,
"Construcción (028)",606,,7,9,2,,,14,366,208,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",998,,,8,,666,,73,7,244,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",64,,,2,,10,,49,3,,,
"Comercio al por mayor (031)",52,,,,,52,,,,,,
"Comercio al por menor (032)",882,,,6,,604,,24,4,244,,
"Hoteles y restaurantes (033)",149,,1,6,3,75,,,1,63,,
"Trans., almac. y comunicaciones (034)",444,,,12,7,,,,336,89,,
"Intermediación financiera (035)",4,,,1,3,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",126,,18,24,31,14,,5,6,28,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",381,22,19,34,101,14,,4,15,87,85,
"Enseñanza (038)",711,10,660,7,23,,,,,11,,
"Servicios sociales y de salud (039)",90,,14,64,6,,,1,2,3,,
"Otras activ. serv.comun.soc y personales (040)",89,,13,28,9,5,,,,34,,
"Hogares privados con servicio doméstico (041)",13,,,,,,,,,13,,
"Actividad economica no especificada (043)",408,,,2,4,,,,,,,402
"Mujeres (044)",4785,9,890,143,183,832,531,189,11,1237,3,757
"Agric., ganadería, caza y silvicultura (045)",1009,,1,3,,,531,,,474,,
"Pesca (046)",1,,,,,,,,,1,,
"Explotación de minas y canteras (047)",6,,,,1,,,4,,1,,
"Industrias manufactureras (048)",196,,,2,2,,,183,6,3,,
"Suministro de electricidad, gas y agua (049)",3,,,,2,,,,,1,,
"Construcción (050)",4,,,,,,,1,1,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",706,,,8,,582,,,,116,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",3,,,,,3,,,,,,
"Comercio al por mayor (053)",38,,,3,,35,,,,,,
"Comercio al por menor (054)",665,,,5,,544,,,,116,,
"Hoteles y restaurantes (055)",405,,,2,4,235,,,,164,,
"Trans., almac. y comunicaciones (056)",12,,,1,5,,,,2,4,,
"Intermediación financiera (057)",5,,,,3,,,,,2,,
"Activid.inmobil., empres. y alquileres (058)",79,,8,9,45,,,,2,15,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",130,7,3,19,75,7,,,,16,3,
"Enseñanza (060)",868,2,840,2,16,,,,,8,,
"Servicios sociales y de salud (061)",139,,35,89,8,3,,,,4,,
"Otras activ. serv.comun.soc y personales (062)",79,,3,8,5,5,,1,,57,,
"Hogares privados con servicio doméstico (063)",369,,,,,,,,,369,,
"Actividad economica no especificada (065)",774,,,,17,,,,,,,757
,,,,,,,,,,,,
"URBANA (066)",5611,24,985,240,312,1078,791,232,370,1217,81,281
"Agric., ganadería, caza y silvicultura (067)",1213,,3,22,2,,789,2,1,394,,
"Pesca (068)",3,,,,,,2,,,1,,
"Explotación de minas y canteras (069)",30,,3,2,,,,12,1,12,,
"Industrias manufactureras (070)",164,,2,3,3,,,143,8,5,,
"Suministro de electricidad, gas y agua (071)",16,,,3,3,,,5,1,4,,
"Construcción (072)",221,,6,7,2,,,11,142,53,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1140,,,11,,827,,52,3,247,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",43,,,2,,6,,34,1,,,
"Comercio al por mayor (075)",64,,,2,,62,,,,,,
"Comercio al por menor (076)",1033,,,7,,759,,18,2,247,,
