"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SULLANA (000)",269410,12322,27082,30361,29773,48932,41930,60882,18128
"Sabe leer y escribir (001)",238081,,20945,29970,29433,48038,40822,55899,12974
"No sabe leer y escribir (002)",31329,12322,6137,391,340,894,1108,4983,5154
"Hombres (004)",133340,6345,13730,15344,14956,23656,20095,30291,8923
"Sabe leer y escribir (005)",118563,,10560,15123,14770,23196,19602,28446,6866
"No sabe leer y escribir (006)",14777,6345,3170,221,186,460,493,1845,2057
"Mujeres (008)",136070,5977,13352,15017,14817,25276,21835,30591,9205
"Sabe leer y escribir (009)",119518,,10385,14847,14663,24842,21220,27453,6108
"No sabe leer y escribir (010)",16552,5977,2967,170,154,434,615,3138,3097
,,,,,,,,,
"URBANA (012)",242360,11026,24236,27032,26593,44096,37988,55273,16116
"Sabe leer y escribir (013)",215624,,18951,26696,26308,43383,37118,51303,11865
"No sabe leer y escribir (014)",26736,11026,5285,336,285,713,870,3970,4251
"Hombres (016)",119131,5678,12276,13638,13297,21109,18083,27271,7779
"Sabe leer y escribir (017)",106622,,9543,13451,13137,20748,17709,25860,6174
"No sabe leer y escribir (018)",12509,5678,2733,187,160,361,374,1411,1605
"Mujeres (020)",123229,5348,11960,13394,13296,22987,19905,28002,8337
"Sabe leer y escribir (021)",109002,,9408,13245,13171,22635,19409,25443,5691
"No sabe leer y escribir (022)",14227,5348,2552,149,125,352,496,2559,2646
,,,,,,,,,
"RURAL (024)",27050,1296,2846,3329,3180,4836,3942,5609,2012
"Sabe leer y escribir (025)",22457,,1994,3274,3125,4655,3704,4596,1109
"No sabe leer y escribir (026)",4593,1296,852,55,55,181,238,1013,903
"Hombres (028)",14209,667,1454,1706,1659,2547,2012,3020,1144
"Sabe leer y escribir (029)",11941,,1017,1672,1633,2448,1893,2586,692
"No sabe leer y escribir (030)",2268,667,437,34,26,99,119,434,452
"Mujeres (032)",12841,629,1392,1623,1521,2289,1930,2589,868
"Sabe leer y escribir (033)",10516,,977,1602,1492,2207,1811,2010,417
"No sabe leer y escribir (034)",2325,629,415,21,29,82,119,579,451
