"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ALTO AMAZONAS (000)",95290,6485,13849,14037,10951,15594,12672,17952,3750
"Sabe leer y escribir (001)",76345,,8237,13506,10526,14535,11423,15325,2793
"No sabe leer y escribir (002)",18945,6485,5612,531,425,1059,1249,2627,957
"Hombres (004)",48741,3283,6982,7260,5479,7750,6431,9671,1885
"Sabe leer y escribir (005)",40552,,4167,7007,5364,7483,6084,8810,1637
"No sabe leer y escribir (006)",8189,3283,2815,253,115,267,347,861,248
"Mujeres (008)",46549,3202,6867,6777,5472,7844,6241,8281,1865
"Sabe leer y escribir (009)",35793,,4070,6499,5162,7052,5339,6515,1156
"No sabe leer y escribir (010)",10756,3202,2797,278,310,792,902,1766,709
,,,,,,,,,
"URBANA (012)",57955,3342,7060,8386,7182,9433,7963,11831,2758
"Sabe leer y escribir (013)",50691,,5030,8256,7104,9249,7779,11075,2198
"No sabe leer y escribir (014)",7264,3342,2030,130,78,184,184,756,560
"Hombres (016)",29004,1715,3592,4256,3534,4565,3865,6142,1335
"Sabe leer y escribir (017)",25695,,2523,4183,3497,4494,3817,5968,1213
"No sabe leer y escribir (018)",3309,1715,1069,73,37,71,48,174,122
"Mujeres (020)",28951,1627,3468,4130,3648,4868,4098,5689,1423
"Sabe leer y escribir (021)",24996,,2507,4073,3607,4755,3962,5107,985
"No sabe leer y escribir (022)",3955,1627,961,57,41,113,136,582,438
,,,,,,,,,
"RURAL (024)",37335,3143,6789,5651,3769,6161,4709,6121,992
"Sabe leer y escribir (025)",25654,,3207,5250,3422,5286,3644,4250,595
"No sabe leer y escribir (026)",11681,3143,3582,401,347,875,1065,1871,397
"Hombres (028)",19737,1568,3390,3004,1945,3185,2566,3529,550
"Sabe leer y escribir (029)",14857,,1644,2824,1867,2989,2267,2842,424
"No sabe leer y escribir (030)",4880,1568,1746,180,78,196,299,687,126
"Mujeres (032)",17598,1575,3399,2647,1824,2976,2143,2592,442
"Sabe leer y escribir (033)",10797,,1563,2426,1555,2297,1377,1408,171
"No sabe leer y escribir (034)",6801,1575,1836,221,269,679,766,1184,271
